WELL,DEPTH,FACIES,FORMATION,GR,HC,ILD,NPHI,PERM,PHIE,RHOB,SW,VSH
15/9-F-12,2451.5064,,Sele Fm,115.948,0.0,0.5716,0.2064,0.0,0.0,1.8176,1.0,0.963165
15/9-F-12,2451.6588,,Sele Fm,118.259,0.0,0.668,0.226,0.0,0.0,1.8301,1.0,0.984172
15/9-F-12,2451.8112,,Sele Fm,120.735,0.0,0.6593,0.219,0.0,0.0,1.8351,1.0,1.0
15/9-F-12,2451.9636,,Sele Fm,123.21,0.0,0.5679,0.2033,0.0,0.0,1.8379,1.0,1.0
15/9-F-12,2452.116,,Sele Fm,121.918,0.0,0.6809,0.2049,0.0,0.0,1.8321,1.0,1.0
15/9-F-12,2452.2684,,Sele Fm,117.709,0.0,0.6485,0.2086,0.0,0.0,1.8448,1.0,0.97917
15/9-F-12,2452.4208,,Sele Fm,117.709,0.0,0.5684,0.2184,0.0,0.0,1.8515,1.0,0.97917
15/9-F-12,2452.5732,,Sele Fm,118.341,0.0,0.6479,0.2107,0.0,0.0,1.8553,1.0,0.984922
15/9-F-12,2452.7256,,Sele Fm,120.432,0.0,0.5775,0.2105,0.0,0.0,1.8467,1.0,1.0
15/9-F-12,2452.878,,Sele Fm,120.157,0.0,0.5997,0.2103,0.0,0.0,1.8483,1.0,1.0
15/9-F-12,2453.0304,,Sele Fm,120.432,0.0,0.6377,0.2104,0.0,0.0,1.8518,1.0,1.0
15/9-F-12,2453.1828,,Sele Fm,121.367,0.0,0.6586,0.2355,0.0,0.0,1.859,1.0,1.0
15/9-F-12,2453.3352,,Sele Fm,120.185,0.0,0.6483,0.232,0.0,0.0,1.8591,1.0,1.0
15/9-F-12,2453.4876,,Sele Fm,120.735,0.0,0.6545,0.2314,0.0,0.0,1.8509,1.0,1.0
15/9-F-12,2453.64,,Sele Fm,125.053,0.0,0.6706,0.223,0.0,0.0,1.8473,1.0,1.0
15/9-F-12,2453.7924,,Sele Fm,126.319,0.0,0.5487,0.2364,0.0,0.0,1.8463,1.0,1.0
15/9-F-12,2453.9448,,Sele Fm,129.152,0.0,0.5045,0.2306,0.0,0.0,1.8528,1.0,1.0
15/9-F-12,2454.0972,,Sele Fm,126.126,0.0,0.5127,0.2363,0.0,0.0,1.8457,1.0,1.0
15/9-F-12,2454.2496,,Sele Fm,120.9,0.0,0.5396,0.2344,0.0,0.0,1.8444,1.0,1.0
15/9-F-12,2454.402,,Sele Fm,120.9,0.0,0.64,0.2367,0.0,0.0,1.8341,1.0,1.0
15/9-F-12,2454.5544,,Sele Fm,123.733,0.0,0.6303,0.2198,0.0,0.0,1.8449,1.0,1.0
15/9-F-12,2454.7068,,Sele Fm,128.96,0.0,0.5315,0.2115,0.0,0.0,1.8465,1.0,1.0
15/9-F-12,2454.8592,,Sele Fm,130.17,0.0,0.5796,0.2121,0.0,0.0,1.8615,1.0,1.0
15/9-F-12,2455.0116,,Sele Fm,125.659,0.0,0.6222,0.2197,0.0,0.0,1.8624,1.0,1.0
15/9-F-12,2455.164,,Sele Fm,124.476,0.0,0.5538,0.2221,0.0,0.0,1.8766,1.0,1.0
15/9-F-12,2455.3164,,Sele Fm,121.45,0.0,0.5846,0.2276,0.0,0.0,1.8685,1.0,1.0
15/9-F-12,2455.4688,,Sele Fm,122.743,0.0,0.6365,0.2106,0.0,0.0,1.8677,1.0,1.0
15/9-F-12,2455.6212,,Sele Fm,123.843,0.0,0.6184,0.2006,0.0,0.0,1.8685,1.0,1.0
15/9-F-12,2455.7736,,Sele Fm,123.733,0.0,0.636,0.1882,0.0,0.0,1.8736,1.0,1.0
15/9-F-12,2455.926,,Sele Fm,127.309,0.0,0.5669,0.1845,0.0,0.0,1.8859,1.0,1.0
15/9-F-12,2456.0784,,Sele Fm,129.235,0.0,0.6115,0.1799,0.0,0.0,1.8806,1.0,1.0
15/9-F-12,2456.2308,,Sele Fm,131.546,0.0,0.6112,0.1763,0.0,0.0,1.8961,1.0,1.0
15/9-F-12,2456.3832,,Sele Fm,129.262,0.0,0.6263,0.1844,0.0,0.0,1.9016,1.0,1.0
15/9-F-12,2456.5356,,Sele Fm,129.977,0.0,0.6591,0.187,0.0,0.0,1.9085,1.0,1.0
15/9-F-12,2456.688,,Sele Fm,127.034,0.0,0.6301,0.1905,0.0,0.0,1.9112,1.0,1.0
15/9-F-12,2456.8404,,Sele Fm,123.733,0.0,0.6084,0.1817,0.0,0.0,1.9126,1.0,1.0
15/9-F-12,2456.9928,,Sele Fm,122.743,0.0,0.662,0.1758,0.0,0.0,1.9217,1.0,1.0
15/9-F-12,2457.1452,,Sele Fm,122.385,0.0,0.6568,0.1725,0.0,0.0,1.9296,1.0,1.0
15/9-F-12,2457.2976,,Sele Fm,128.327,0.0,0.6134,0.1753,0.0,0.0,1.9397,1.0,1.0
15/9-F-12,2457.45,,Sele Fm,127.392,0.0,0.6893,0.1834,0.0,0.0,1.9585,1.0,1.0
15/9-F-12,2457.6024,,Sele Fm,128.85,0.0,0.6059,0.1833,0.0,0.0,1.9604,1.0,1.0
15/9-F-12,2457.7548,,Sele Fm,124.366,0.0,0.599,0.1849,0.0,0.0,1.9591,1.0,1.0
15/9-F-12,2457.9072,,Sele Fm,124.283,0.0,0.5984,0.1875,0.0,0.0,1.941,1.0,1.0
15/9-F-12,2458.0596,,Sele Fm,121.615,0.0,0.6149,0.1943,0.0,0.0,1.9289,1.0,1.0
15/9-F-12,2458.212,,Sele Fm,122.99,0.0,0.5478,0.2053,0.0,0.0,1.9187,1.0,1.0
15/9-F-12,2458.3644,,Sele Fm,120.982,0.0,0.6487,0.2119,0.0,0.0,1.8984,1.0,1.0
15/9-F-12,2458.5168,,Sele Fm,122.358,0.0,0.6247,0.2249,0.0,0.0,1.8904,1.0,1.0
15/9-F-12,2458.6692,,Sele Fm,121.45,0.0,0.5849,0.227,0.0,0.0,1.88,1.0,1.0
15/9-F-12,2458.8216,,Sele Fm,125.851,0.0,0.5854,0.2309,0.0,0.0,1.8813,1.0,1.0
15/9-F-12,2458.974,,Sele Fm,125.851,0.0,0.6995,0.2301,0.0,0.0,1.8908,1.0,1.0
15/9-F-12,2459.1264,,Sele Fm,125.576,0.0,0.627,0.2249,0.0,0.0,1.8958,1.0,1.0
15/9-F-12,2459.2788,,Sele Fm,125.191,0.0,0.6176,0.2153,0.0,0.0,1.8891,1.0,1.0
15/9-F-12,2459.4312,,Sele Fm,122.193,0.0,0.632,0.2055,0.0,0.0,1.8822,1.0,1.0
15/9-F-12,2459.5836,,Sele Fm,122.935,0.0,0.6115,0.2104,0.0,0.0,1.8756,1.0,1.0
15/9-F-12,2459.736,,Sele Fm,120.295,0.0,0.6563,0.2175,0.0,0.0,1.8843,1.0,1.0
15/9-F-12,2459.8884,,Sele Fm,122.11,0.0,0.5859,0.2218,0.0,0.0,1.8831,1.0,1.0
15/9-F-12,2460.0408,,Sele Fm,123.926,0.0,0.6168,0.2141,0.0,0.0,1.8859,1.0,1.0
15/9-F-12,2460.1932,,Sele Fm,129.785,0.0,0.5546,0.2147,0.0,0.0,1.8786,1.0,1.0
15/9-F-12,2460.3456,,Sele Fm,136.772,0.0,0.5343,0.2058,0.0,0.0,1.8766,1.0,1.0
15/9-F-12,2460.498,,Sele Fm,135.232,0.0,0.5623,0.2299,0.0,0.0,1.8803,1.0,1.0
15/9-F-12,2460.6504,,Sele Fm,131.848,0.0,0.6037,0.2131,0.0,0.0,1.8768,1.0,1.0
15/9-F-12,2460.8028,,Sele Fm,127.062,0.0,0.6643,0.205,0.0,0.0,1.8618,1.0,1.0
15/9-F-12,2460.9552,,Sele Fm,125.576,0.0,0.5716,0.1803,0.0,0.0,1.8682,1.0,1.0
15/9-F-12,2461.1076,,Sele Fm,124.668,0.0,0.5921,0.1875,0.0,0.0,1.8747,1.0,1.0
15/9-F-12,2461.26,,Sele Fm,125.329,0.0,0.604,0.1953,0.0,0.0,1.8847,1.0,1.0
15/9-F-12,2461.4124,,Sele Fm,125.796,0.0,0.5875,0.2016,0.0,0.0,1.8572,1.0,1.0
15/9-F-12,2461.5648,,Sele Fm,123.128,0.0,0.5494,0.208,0.0,0.0,1.86,1.0,1.0
15/9-F-12,2461.7172,,Sele Fm,119.002,0.0,0.5687,0.2187,0.0,0.0,1.8614,1.0,0.990924
15/9-F-12,2461.8696,,Sele Fm,123.045,0.0,0.5703,0.2217,0.0,0.0,1.8764,1.0,1.0
15/9-F-12,2462.022,,Sele Fm,124.696,0.0,0.5827,0.215,0.0,0.0,1.8686,1.0,1.0
15/9-F-12,2462.1744,,Sele Fm,127.144,0.0,0.5926,0.2059,0.0,0.0,1.8746,1.0,1.0
15/9-F-12,2462.3268,,Sele Fm,125.659,0.0,0.6056,0.1974,0.0,0.0,1.8756,1.0,1.0
15/9-F-12,2462.4792,,Sele Fm,127.942,0.0,0.6253,0.1895,0.0,0.0,1.8807,1.0,1.0
15/9-F-12,2462.6316,,Sele Fm,127.942,0.0,0.5617,0.1893,0.0,0.0,1.8763,1.0,1.0
15/9-F-12,2462.784,,Sele Fm,126.484,0.0,0.5867,0.1834,0.0,0.0,1.8663,1.0,1.0
15/9-F-12,2462.9364,,Sele Fm,127.227,0.0,0.6157,0.1802,0.0,0.0,1.8566,1.0,1.0
15/9-F-12,2463.0888,,Sele Fm,130.72,0.0,0.607,0.1789,0.0,0.0,1.8584,1.0,1.0
15/9-F-12,2463.2412,,Sele Fm,137.047,0.0,0.5456,0.1827,0.0,0.0,1.8534,1.0,1.0
15/9-F-12,2463.3936,,Sele Fm,144.75,0.0,0.5542,0.1945,0.0,0.0,1.8435,1.0,1.0
15/9-F-12,2463.546,,Sele Fm,148.876,0.0,0.5144,0.2024,0.0,0.0,1.829,1.0,1.0
15/9-F-12,2463.6984,,Sele Fm,145.382,0.0,0.5536,0.2142,0.0,0.0,1.8286,1.0,1.0
15/9-F-12,2463.8508,,Sele Fm,137.597,0.0,0.5875,0.2102,0.0,0.0,1.8381,1.0,1.0
15/9-F-12,2464.0032,,Sele Fm,133.031,0.0,0.6288,0.2023,0.0,0.0,1.8502,1.0,1.0
15/9-F-12,2464.1556,,Sele Fm,132.481,0.0,0.6292,0.2007,0.0,0.0,1.8446,1.0,1.0
15/9-F-12,2464.308,,Sele Fm,128.327,0.0,0.5867,0.2009,0.0,0.0,1.8323,1.0,1.0
15/9-F-12,2464.4604,,Sele Fm,127.777,0.0,0.6569,0.1975,0.0,0.0,1.8264,1.0,1.0
15/9-F-12,2464.6128,,Sele Fm,122.385,0.0,0.6669,0.191,0.0,0.0,1.8184,1.0,1.0
15/9-F-12,2464.7652,,Sele Fm,121.67,0.0,0.644,0.1858,0.0,0.0,1.8178,1.0,1.0
15/9-F-12,2464.9176,,Sele Fm,117.984,0.0,0.622,0.1953,0.0,0.0,1.8181,1.0,0.981671
15/9-F-12,2465.07,,Sele Fm,117.599,0.0,0.6199,0.1958,0.0,0.0,1.8261,1.0,0.97817
15/9-F-12,2465.2224,,Sele Fm,115.04,0.0,0.6529,0.2,0.0,0.0,1.8272,1.0,0.954913
15/9-F-12,2465.3748,,Sele Fm,111.382,0.0,0.5918,0.1911,0.0762264,0.0235042,1.8269,1.0,0.921653
15/9-F-12,2465.5272,,Sele Fm,110.391,0.0,0.675,0.1903,0.100049,0.0262053,1.8357,1.0,0.912649
15/9-F-12,2465.6796,,Sele Fm,113.582,0.0,0.6698,0.1892,0.0364751,0.0175026,1.8406,1.0,0.941658
15/9-F-12,2465.832,,Sele Fm,113.747,0.0,0.6706,0.1861,0.0341743,0.0170523,1.8514,1.0,0.943159
15/9-F-12,2465.9844,,Sele Fm,116.856,0.0,0.601,0.1844,0.0,0.0,1.8569,1.0,0.971418
15/9-F-12,2466.1368,,Sele Fm,120.9,0.0,0.6388,0.1845,0.0,0.0,1.8641,1.0,1.0
15/9-F-12,2466.2892,,Sele Fm,125.411,0.0,0.6021,0.1966,0.0,0.0,1.8603,1.0,1.0
15/9-F-12,2466.4416,,Sele Fm,129.262,0.0,0.5796,0.2003,0.0,0.0,1.846,1.0,1.0
15/9-F-12,2466.594,,Sele Fm,124.476,0.0,0.5784,0.2045,0.0,0.0,1.8318,1.0,1.0
15/9-F-12,2466.7464,,Sele Fm,123.266,0.0,0.5548,0.1936,0.0,0.0,1.825,1.0,1.0
15/9-F-12,2466.8988,,Sele Fm,123.816,0.0,0.6581,0.187,0.0,0.0,1.825,1.0,1.0
15/9-F-12,2467.0512,,Sele Fm,127.309,0.0,0.6862,0.1782,0.0,0.0,1.8257,1.0,1.0
15/9-F-12,2467.2036,,Sele Fm,128.987,0.0,0.652,0.1751,0.0,0.0,1.8213,1.0,1.0
15/9-F-12,2467.356,,Sele Fm,121.835,0.0,0.6422,0.1764,0.0,0.0,1.8318,1.0,1.0
15/9-F-12,2467.5084,,Sele Fm,115.04,0.0,0.6856,0.1832,0.0,0.0,1.8333,1.0,0.954913
15/9-F-12,2467.6608,,Sele Fm,113.83,0.0,0.6668,0.1823,0.033058,0.0168273,1.8392,1.0,0.943909
15/9-F-12,2467.8132,,Sele Fm,116.746,0.0,0.6631,0.1812,0.0,0.0,1.8329,1.0,0.970417
15/9-F-12,2467.9656,,Sele Fm,120.625,0.0,0.6419,0.1802,0.0,0.0,1.8051,1.0,1.0
15/9-F-12,2468.118,,Sele Fm,124.751,0.0,0.6311,0.1849,0.0,0.0,1.8041,1.0,1.0
15/9-F-12,2468.2704,,Sele Fm,125.219,0.0,0.6429,0.1879,0.0,0.0,1.8113,1.0,1.0
15/9-F-12,2468.4228,,Sele Fm,122.083,0.0,0.6107,0.1877,0.0,0.0,1.8157,1.0,1.0
15/9-F-12,2468.5752,,Sele Fm,116.223,0.0,0.6286,0.1897,0.0,0.0,1.8066,1.0,0.965666
15/9-F-12,2468.7276,,Sele Fm,115.866,0.0,0.6568,0.191,0.0,0.0,1.7972,1.0,0.962415
15/9-F-12,2468.88,,Sele Fm,118.534,0.0,0.5825,0.2,0.0,0.0,1.7928,1.0,0.986673
15/9-F-12,2469.0324,,Sele Fm,120.817,0.0,0.7467,0.2003,0.0,0.0,1.8038,1.0,1.0
15/9-F-12,2469.1848,,Sele Fm,126.319,0.0,0.7881,0.2013,0.0,0.0,1.7967,1.0,1.0
15/9-F-12,2469.3372,,Sele Fm,129.07,0.0,0.6891,0.1981,0.0,0.0,1.7915,1.0,1.0
15/9-F-12,2469.4896,,Sele Fm,129.18,0.0,0.6668,0.1972,0.0,0.0,1.7764,1.0,1.0
15/9-F-12,2469.642,,Sele Fm,121.67,0.0,0.5825,0.203,0.0,0.0,1.779,1.0,1.0
15/9-F-12,2469.7944,,Sele Fm,119.634,0.0,0.6128,0.2056,0.0,0.0,1.8029,1.0,0.996675
15/9-F-12,2469.9468,,Sele Fm,119.442,0.0,0.7191,0.2184,0.0,0.0,1.7946,1.0,0.994925
15/9-F-12,2470.0992,,Sele Fm,120.515,0.0,0.6319,0.2133,0.0,0.0,1.7752,1.0,1.0
15/9-F-12,2470.2516,,Sele Fm,124.283,0.0,0.6716,0.2129,0.0,0.0,1.7412,1.0,1.0
15/9-F-12,2470.404,,Sele Fm,125.851,0.0,0.6313,0.2008,0.0,0.0,1.7396,1.0,1.0
15/9-F-12,2470.5564,,Sele Fm,129.18,0.0,0.6426,0.2067,0.0,0.0,1.7318,1.0,1.0
15/9-F-12,2470.7088,,Sele Fm,127.172,0.0,0.6727,0.2033,0.0,0.0,1.7436,1.0,1.0
15/9-F-12,2470.8612,,Sele Fm,123.953,0.0,0.6531,0.2081,0.0,0.0,1.7498,1.0,1.0
15/9-F-12,2471.0136,,Sele Fm,123.018,0.0,0.6077,0.2135,0.0,0.0,1.7441,1.0,1.0
15/9-F-12,2471.166,,Sele Fm,124.201,0.0,0.6174,0.2186,0.0,0.0,1.7386,1.0,1.0
15/9-F-12,2471.3184,,Sele Fm,126.484,0.0,0.6758,0.2146,0.0,0.0,1.7058,1.0,1.0
15/9-F-12,2471.4708,,Sele Fm,124.916,0.0,0.5622,0.2124,0.0,0.0,1.7499,1.0,1.0
15/9-F-12,2471.6232,,Sele Fm,126.016,0.0,0.6157,0.21,0.0,0.0,1.7296,1.0,1.0
15/9-F-12,2471.7756,,Sele Fm,119.964,0.0,0.5385,0.2194,0.0,0.0,1.7294,1.0,0.999676
15/9-F-12,2471.928,,Sele Fm,116.856,0.0,0.5381,0.2262,0.0,0.0,1.7206,1.0,0.971418
15/9-F-12,2472.0804,,Sele Fm,114.49,0.0,0.7486,0.2444,0.0249117,0.0150267,1.723,1.0,0.949911
15/9-F-12,2472.2328,,Sele Fm,120.35,0.0,0.6335,0.2558,0.0,0.0,1.7265,1.0,1.0
15/9-F-12,2472.3852,,Sele Fm,123.926,0.0,0.6339,0.2583,0.0,0.0,1.7381,1.0,1.0
15/9-F-12,2472.5376,,Sele Fm,124.558,0.0,0.7869,0.247,0.0,0.0,1.7461,1.0,1.0
15/9-F-12,2472.69,,Sele Fm,124.201,0.0,0.6977,0.2404,0.0,0.0,1.7497,1.0,1.0
15/9-F-12,2472.8424,,Sele Fm,126.044,0.0,0.6436,0.2365,0.0,0.0,1.7659,1.0,1.0
15/9-F-12,2472.9948,,Sele Fm,125.219,0.0,0.7521,0.2309,0.0,0.0,1.7706,1.0,1.0
15/9-F-12,2473.1472,,Sele Fm,130.17,0.0,0.8221,0.2246,0.0,0.0,1.7683,1.0,1.0
15/9-F-12,2473.2996,,Sele Fm,130.17,0.0,0.7589,0.2234,0.0,0.0,1.7507,1.0,1.0
15/9-F-12,2473.452,,Sele Fm,127.777,0.0,0.6773,0.2171,0.0,0.0,1.7474,1.0,1.0
15/9-F-12,2473.6044,,Sele Fm,128.52,0.0,0.7338,0.2195,0.0,0.0,1.7498,1.0,1.0
15/9-F-12,2473.7568,,Sele Fm,130.17,0.0,0.75,0.2153,0.0,0.0,1.7521,1.0,1.0
15/9-F-12,2473.9092,,Sele Fm,133.003,0.0,0.7122,0.2115,0.0,0.0,1.7458,1.0,1.0
15/9-F-12,2474.0616,,Sele Fm,130.72,0.0,0.6266,0.2039,0.0,0.0,1.7376,1.0,1.0
15/9-F-12,2474.214,,Sele Fm,130.06,0.0,0.7684,0.207,0.0,0.0,1.7286,1.0,1.0
15/9-F-12,2474.3664,,Sele Fm,132.646,0.0,0.7203,0.2119,0.0,0.0,1.7294,1.0,1.0
15/9-F-12,2474.5188,,Sele Fm,133.444,0.0,0.6975,0.2119,0.0,0.0,1.7353,1.0,1.0
15/9-F-12,2474.6712,,Sele Fm,131.518,0.0,0.7093,0.2097,0.0,0.0,1.7431,1.0,1.0
15/9-F-12,2474.8236,,Sele Fm,130.61,0.0,0.742,0.209,0.0,0.0,1.7466,1.0,1.0
15/9-F-12,2474.976,,Sele Fm,128.96,0.0,0.7929,0.2112,0.0,0.0,1.7482,1.0,1.0
15/9-F-12,2475.1284,,Sele Fm,129.62,0.0,0.7253,0.2049,0.0,0.0,1.7482,1.0,1.0
15/9-F-12,2475.2808,,Sele Fm,129.895,0.0,0.7166,0.2024,0.0,0.0,1.7541,1.0,1.0
15/9-F-12,2475.4332,,Sele Fm,133.939,0.0,0.7308,0.198,0.0,0.0,1.7587,1.0,1.0
15/9-F-12,2475.5856,,Sele Fm,137.322,0.0,0.8,0.1999,0.0,0.0,1.766,1.0,1.0
15/9-F-12,2475.738,,Sele Fm,137.955,0.0,0.7678,0.2005,0.0,0.0,1.7672,1.0,1.0
15/9-F-12,2475.8904,,Sele Fm,135.397,0.0,0.6893,0.2089,0.0,0.0,1.7585,1.0,1.0
15/9-F-12,2476.0428,,Sele Fm,130.913,0.0,0.7023,0.2193,0.0,0.0,1.7468,1.0,1.0
15/9-F-12,2476.1952,,Sele Fm,129.537,0.0,0.7494,0.2319,0.0,0.0,1.7378,1.0,1.0
15/9-F-12,2476.3476,,Sele Fm,130.72,0.0,0.8217,0.4458,0.0,0.0,1.7401,1.0,1.0
15/9-F-12,2476.5,,Sele Fm,136.139,0.0,0.7906,0.517,0.0,0.0,1.7515,1.0,1.0
15/9-F-12,2476.6524,,Sele Fm,138.78,0.0,0.8481,0.5114,0.0,0.0,1.7581,1.0,1.0
15/9-F-12,2476.8048,,Sele Fm,140.431,0.0,0.7057,0.4561,0.0,0.0,1.7588,1.0,1.0
15/9-F-12,2476.9572,,Sele Fm,143.539,0.0,0.7607,0.4185,0.0,0.0,1.7571,1.0,1.0
15/9-F-12,2477.1096,,Sele Fm,141.806,0.0,0.7326,0.4162,0.0,0.0,1.7522,1.0,1.0
15/9-F-12,2477.262,,Sele Fm,143.457,0.0,0.7532,0.4275,0.0,0.0,1.8104,1.0,1.0
15/9-F-12,2477.4144,,Sele Fm,141.339,0.0,0.7675,0.419,0.0,0.0,1.8196,1.0,1.0
15/9-F-12,2477.5668,,Sele Fm,145.465,0.0,0.7904,0.3843,0.0,0.0,1.8482,1.0,1.0
15/9-F-12,2477.7192,,Sele Fm,147.115,0.0,0.713,0.3818,0.0,0.0,1.8309,1.0,1.0
15/9-F-12,2477.8716,,Sele Fm,148.298,0.0,0.7466,0.3854,0.0,0.0,1.9403,1.0,1.0
15/9-F-12,2478.024,,Sele Fm,145.657,0.0,0.7551,0.408,0.0,0.0,1.9828,1.0,1.0
15/9-F-12,2478.1764,,Sele Fm,143.924,0.0,0.7774,0.3739,0.0,0.0,2.0733,1.0,1.0
15/9-F-12,2478.3288,,Sele Fm,145.96,0.0,0.7908,0.3612,0.0,0.0,2.04,1.0,1.0
15/9-F-12,2478.4812,,Sele Fm,147.583,0.0,0.7532,0.3303,0.0,0.0,2.0735,1.0,1.0
15/9-F-12,2478.6336,,Sele Fm,145.382,0.0,0.76,0.3255,0.0,0.0,2.1168,1.0,1.0
15/9-F-12,2478.786,,Sele Fm,141.339,0.0,0.7226,0.3162,0.0,0.0,2.1451,1.0,1.0
15/9-F-12,2478.9384,,Sele Fm,141.091,0.0,0.7353,0.3087,0.0,0.0,2.1618,1.0,1.0
15/9-F-12,2479.0908,,Sele Fm,140.073,0.0,0.7254,0.3085,0.0,0.0,2.1435,1.0,1.0
15/9-F-12,2479.2432,,Sele Fm,139.331,0.0,0.7399,0.3149,0.0,0.0,2.1402,1.0,1.0
15/9-F-12,2479.3956,,Sele Fm,138.038,0.0,0.7269,0.3217,0.0,0.0,2.1513,1.0,1.0
15/9-F-12,2479.548,,Sele Fm,138.973,0.0,0.726,0.3287,0.0,0.0,2.186,1.0,1.0
15/9-F-12,2479.7004,,Sele Fm,140.348,0.0,0.6533,0.3283,0.0,0.0,2.2149,1.0,1.0
15/9-F-12,2479.8528,,Sele Fm,139.138,0.0,0.6322,0.3099,0.0,0.0,2.2278,1.0,1.0
15/9-F-12,2480.0052,,Sele Fm,143.704,0.0,0.6568,0.2943,0.0,0.0,2.2197,1.0,1.0
15/9-F-12,2480.1576,,Sele Fm,146.565,0.0,0.6794,0.2777,0.0,0.0,2.1675,1.0,1.0
15/9-F-12,2480.31,,Sele Fm,152.452,0.0,0.7169,0.2929,0.0,0.0,2.1489,1.0,1.0
15/9-F-12,2480.4624,,Sele Fm,150.444,0.0,0.6619,0.3124,0.0,0.0,2.1757,1.0,1.0
15/9-F-12,2480.6148,,Sele Fm,152.177,0.0,0.6887,0.3308,0.0,0.0,2.2152,1.0,1.0
15/9-F-12,2480.7672,,Sele Fm,148.326,0.0,0.6379,0.3607,0.0,0.0,2.1857,1.0,1.0
15/9-F-12,2480.9196,,Sele Fm,150.526,0.0,0.6563,0.371,0.0,0.0,2.1693,1.0,1.0
15/9-F-12,2481.072,,Sele Fm,150.334,0.0,0.6573,0.387,0.0,0.0,2.1581,1.0,1.0
15/9-F-12,2481.2244,,Sele Fm,156.111,0.0,0.6096,0.3716,0.0,0.0,2.2009,1.0,1.0
15/9-F-12,2481.3768,,Sele Fm,150.774,0.0,0.5666,0.3452,0.0,0.0,2.2268,1.0,1.0
15/9-F-12,2481.5292,,Sele Fm,154.818,0.0,0.6087,0.3325,0.0,0.0,2.2427,1.0,1.0
15/9-F-12,2481.6816,,Sele Fm,151.132,0.0,0.5576,0.3257,0.0,0.0,2.2256,1.0,1.0
15/9-F-12,2481.834,,Sele Fm,160.237,0.0,0.6103,0.3254,0.0,0.0,2.2002,1.0,1.0
15/9-F-12,2481.9864,,Sele Fm,155.671,0.0,0.5599,0.3339,0.0,0.0,2.2037,1.0,1.0
15/9-F-12,2482.1388,,Sele Fm,159.989,0.0,0.5844,0.3262,0.0,0.0,2.1892,1.0,1.0
15/9-F-12,2482.2912,,Sele Fm,158.697,0.0,0.5951,0.3482,0.0,0.0,2.1966,1.0,1.0
15/9-F-12,2482.4436,,Sele Fm,161.887,0.0,0.504,0.298,0.0,0.0,2.2204,1.0,1.0
15/9-F-12,2482.596,,Sele Fm,162.823,0.0,0.4921,0.3122,0.0,0.0,2.2619,1.0,1.0
15/9-F-12,2482.7484,,Sele Fm,167.857,0.0,0.4808,0.3329,0.0,0.0,2.3022,1.0,1.0
15/9-F-12,2482.9008,,Sele Fm,169.04,0.0,0.434,0.2957,0.0,0.0,2.3049,1.0,1.0
15/9-F-12,2483.0532,,Lista Fm,167.389,0.0,0.4469,0.2944,0.0,0.0,2.3009,1.0,1.0
15/9-F-12,2483.2056,,Lista Fm,154.02,0.0,0.4771,0.2768,0.0,0.0,2.2969,1.0,1.0
15/9-F-12,2483.358,,Lista Fm,141.118,0.0,0.4654,0.2868,0.0,0.0,2.288,1.0,1.0
15/9-F-12,2483.5104,,Lista Fm,130.913,0.0,0.5216,0.2922,0.0,0.0,2.2633,1.0,1.0
15/9-F-12,2483.6628,,Lista Fm,126.594,0.0,0.5624,0.3216,0.0,0.0,2.2192,1.0,1.0
15/9-F-12,2483.8152,,Lista Fm,127.144,0.0,0.542,0.3256,0.0,0.0,2.1764,1.0,1.0
15/9-F-12,2483.9676,,Lista Fm,127.722,0.0,0.5545,0.3505,0.0,0.0,2.1171,1.0,1.0
15/9-F-12,2484.12,,Lista Fm,132.206,0.0,0.4512,0.3761,0.0,0.0,2.0591,1.0,1.0
15/9-F-12,2484.2724,,Lista Fm,135.672,0.0,0.5171,0.4042,0.0,0.0,2.0427,1.0,1.0
15/9-F-12,2484.4248,,Lista Fm,135.479,0.0,0.4874,0.37,0.0,0.0,2.0482,1.0,1.0
15/9-F-12,2484.5772,,Lista Fm,134.214,0.0,0.6431,0.3452,0.0,0.0,2.0652,1.0,1.0
15/9-F-12,2484.7296,,Lista Fm,128.987,0.0,0.4842,0.3577,0.0,0.0,2.0673,1.0,1.0
15/9-F-12,2484.882,,Lista Fm,129.73,0.0,0.4688,0.3718,0.0,0.0,2.0566,1.0,1.0
15/9-F-12,2485.0344,,Lista Fm,128.162,0.0,0.5255,0.3703,0.0,0.0,2.0877,1.0,1.0
15/9-F-12,2485.1868,,Lista Fm,129.18,0.0,0.471,0.3755,0.0,0.0,2.1343,1.0,1.0
15/9-F-12,2485.3392,,Lista Fm,128.437,0.0,0.4421,0.3933,0.0,0.0,2.1877,1.0,1.0
15/9-F-12,2485.4916,,Lista Fm,123.21,0.0,0.4921,0.3717,0.0,0.0,2.1941,1.0,1.0
15/9-F-12,2485.644,,Lista Fm,119.717,0.0,0.4892,0.3442,0.0,0.0,2.2153,1.0,0.997425
15/9-F-12,2485.7964,,Lista Fm,118.974,0.0,0.4589,0.3333,0.0,0.0,2.2403,1.0,0.990674
15/9-F-12,2485.9488,,Lista Fm,124.476,0.0,0.4464,0.3662,0.0,0.0,2.2822,1.0,1.0
15/9-F-12,2486.1012,,Lista Fm,127.969,0.0,0.4078,0.3656,0.0,0.0,2.2539,1.0,1.0
15/9-F-12,2486.2536,,Lista Fm,131.078,0.0,0.4547,0.3456,0.0,0.0,2.2609,1.0,1.0
