WELL,DEPTH,FACIES,FORMATION,GR,HC,ILD,NPHI,PERM,PHIE,RHOB,SW,VSH
15/9-F-12,1363.98,,Skade Fm,132.096,0.0,0.3154,0.4242,0.0,0.0,1.7971,1.0,1.0
15/9-F-12,1364.1324,,Skade Fm,130.336,0.0,0.3018,0.3728,0.0,0.0,1.7875,1.0,1.0
15/9-F-12,1364.2848,,Skade Fm,128.878,0.0,0.3588,0.3444,0.0,0.0,1.7467,1.0,1.0
15/9-F-12,1364.4372,,Skade Fm,128.327,0.0,0.4513,0.3263,0.0,0.0,1.7004,1.0,1.0
15/9-F-12,1364.5896,,Skade Fm,128.988,0.0,0.6496,0.315,0.0,0.0,1.7106,1.0,1.0
15/9-F-12,1364.742,,Skade Fm,127.805,0.0,0.6069,0.3606,0.0,0.0,1.7506,1.0,1.0
15/9-F-12,1364.8944,,Skade Fm,129.098,0.0,0.5404,0.3528,0.0,0.0,1.8258,1.0,1.0
15/9-F-12,1365.0468,,Skade Fm,132.371,0.0,0.6233,0.3659,0.0,0.0,1.8207,1.0,1.0
15/9-F-12,1365.1992,,Skade Fm,136.47,0.0,0.5574,0.3916,0.0,0.0,1.7411,1.0,1.0
15/9-F-12,1365.3516,,Skade Fm,139.496,0.0,0.4226,0.4507,0.0,0.0,1.659,1.0,1.0
15/9-F-12,1365.504,,Skade Fm,139.606,0.0,0.5751,0.513,0.0,0.0,1.6444,1.0,1.0
15/9-F-12,1365.6564,,Skade Fm,136.14,0.0,0.7889,0.456,0.0,0.0,1.717,1.0,1.0
15/9-F-12,1365.8088,,Skade Fm,130.556,0.0,0.6646,0.4843,0.0,0.0,1.813,1.0,1.0
15/9-F-12,1365.9612,,Skade Fm,126.512,0.0,0.5822,0.5605,0.0,0.0,1.85,1.0,1.0
15/9-F-12,1366.1136,,Skade Fm,128.355,0.0,0.6794,0.6344,0.0,0.0,1.8123,1.0,1.0
15/9-F-12,1366.266,,Skade Fm,127.695,0.0,0.6827,0.6798,0.0,0.0,1.7644,1.0,1.0
15/9-F-12,1366.4184,,Skade Fm,129.263,0.0,0.6308,0.5517,0.0,0.0,1.7392,1.0,1.0
15/9-F-12,1366.5708,,Skade Fm,128.988,0.0,0.8275,0.469,0.0,0.0,1.7447,1.0,1.0
15/9-F-12,1366.7232,,Skade Fm,128.52,0.0,0.4362,0.4146,0.0,0.0,1.7459,1.0,1.0
15/9-F-12,1366.8756,,Skade Fm,126.869,0.0,0.6767,0.4117,0.0,0.0,1.7135,1.0,1.0
15/9-F-12,1367.028,,Skade Fm,125.852,0.0,1.1328,0.4439,0.0,0.0,1.6658,1.0,1.0
15/9-F-12,1367.1804,,Skade Fm,127.145,0.0,1.2086,0.6263,0.0,0.0,1.6204,1.0,1.0
15/9-F-12,1367.3328,,Skade Fm,126.127,0.0,1.6074,0.708,0.0,0.0,1.6023,1.0,1.0
15/9-F-12,1367.4852,,Skade Fm,126.567,0.0,1.2974,0.8326,0.0,0.0,1.6402,1.0,1.0
15/9-F-12,1367.6376,,Skade Fm,128.575,0.0,0.9947,0.5636,0.0,0.0,1.6599,1.0,1.0
15/9-F-12,1367.79,,Skade Fm,132.509,0.0,1.031,0.5329,0.0,0.0,1.6588,1.0,1.0
15/9-F-12,1367.9424,,Skade Fm,128.3,0.0,1.2428,0.5038,0.0,0.0,1.6078,1.0,1.0
15/9-F-12,1368.0948,,Skade Fm,127.31,0.0,1.2258,0.6252,0.0,0.0,1.5751,1.0,1.0
15/9-F-12,1368.2472,,Skade Fm,121.093,0.0,1.2955,0.6055,0.0,0.0,1.5875,1.0,1.0
15/9-F-12,1368.3996,,Skade Fm,120.543,0.0,1.427,0.5169,0.0,0.0,1.6389,1.0,1.0
15/9-F-12,1368.552,,Skade Fm,121.093,0.0,1.1945,0.4637,0.0,0.0,1.6998,1.0,1.0
15/9-F-12,1368.7044,,Skade Fm,120.35,0.0,1.1466,0.4487,0.0,0.0,1.7212,1.0,1.0
15/9-F-12,1368.8568,,Skade Fm,122.358,0.0,1.1124,0.4236,0.0,0.0,1.7273,1.0,1.0
15/9-F-12,1369.0092,,Skade Fm,119.607,0.0,1.0262,0.3936,0.0,0.0,1.7256,1.0,0.996429
15/9-F-12,1369.1616,,Skade Fm,122.001,0.0,0.9215,0.4558,0.0,0.0,1.7412,1.0,1.0
15/9-F-12,1369.314,,Skade Fm,121.56,0.0,0.8959,0.4363,0.0,0.0,1.7538,1.0,1.0
15/9-F-12,1369.4664,,Skade Fm,121.56,0.0,0.8959,0.493,0.0,0.0,1.7747,1.0,1.0
15/9-F-12,1369.6188,,Skade Fm,121.368,0.0,0.8959,0.4535,0.0,0.0,1.7642,1.0,1.0
15/9-F-12,1369.7712,,Skade Fm,121.175,0.0,0.8859,0.4472,0.0,0.0,1.7475,1.0,1.0
15/9-F-12,1369.9236,,Skade Fm,120.983,0.0,0.8859,0.4037,0.0,0.0,1.7099,1.0,1.0
15/9-F-12,1370.076,,Skade Fm,122.193,0.0,0.8859,0.399,0.0,0.0,1.6923,1.0,1.0
15/9-F-12,1370.2284,,Skade Fm,125.769,0.0,0.8859,0.5078,0.0,0.0,1.6951,1.0,1.0
15/9-F-12,1370.3808,,Skade Fm,130.363,0.0,0.8913,0.4871,0.0,0.0,1.7208,1.0,1.0
15/9-F-12,1370.5332,,Skade Fm,127.612,0.0,0.9861,0.5647,0.0,0.0,1.717,1.0,1.0
15/9-F-12,1370.6856,,Skade Fm,120.928,0.0,0.974,0.7136,0.0,0.0,1.6724,1.0,1.0
15/9-F-12,1370.838,,Skade Fm,110.474,0.0,0.9483,0.9089,0.0979026,0.0259789,1.6233,1.0,0.913404
15/9-F-12,1370.9904,,Skade Fm,111.19,0.0,0.8563,0.8069,0.0805477,0.0240284,1.5962,1.0,0.919905
15/9-F-12,1371.1428,,Skade Fm,113.748,0.0,0.867,0.4681,0.0341687,0.0170512,1.5868,1.0,0.943163
15/9-F-12,1371.2952,,Skade Fm,118.617,0.0,0.8178,0.5408,0.0,0.0,1.5682,1.0,0.987426
15/9-F-12,1371.4476,,Skade Fm,117.902,0.0,0.8977,0.623,0.0,0.0,1.5443,1.0,0.980925
15/9-F-12,1371.6,,Skade Fm,117.902,0.0,1.2028,0.6421,0.0,0.0,1.547,1.0,0.980925
15/9-F-12,1371.7524,,Skade Fm,117.984,0.0,0.8409,0.6128,0.0,0.0,1.5806,1.0,0.981675
15/9-F-12,1371.9048,,Skade Fm,120.625,0.0,0.9571,0.5563,0.0,0.0,1.6422,1.0,1.0
15/9-F-12,1372.0572,,Skade Fm,120.268,0.0,0.9666,0.6387,0.0,0.0,1.7133,1.0,1.0
15/9-F-12,1372.2096,,Skade Fm,122.826,0.0,0.912,0.5521,0.0,0.0,1.7596,1.0,1.0
15/9-F-12,1372.362,,Skade Fm,124.476,0.0,0.9915,0.51,0.0,0.0,1.7424,1.0,1.0
15/9-F-12,1372.5144,,Skade Fm,126.759,0.0,0.9457,0.5331,0.0,0.0,1.695,1.0,1.0
15/9-F-12,1372.6668,,Skade Fm,124.201,0.0,0.8803,0.4544,0.0,0.0,1.6478,1.0,1.0
15/9-F-12,1372.8192,,Skade Fm,123.926,0.0,0.9156,0.5219,0.0,0.0,1.6171,1.0,1.0
15/9-F-12,1372.9716,,Skade Fm,124.394,0.0,0.9759,0.5126,0.0,0.0,1.6113,1.0,1.0
15/9-F-12,1373.124,,Skade Fm,128.438,0.0,0.9048,0.4812,0.0,0.0,1.6209,1.0,1.0
15/9-F-12,1373.2764,,Skade Fm,124.971,0.0,0.9084,0.4307,0.0,0.0,1.6556,1.0,1.0
15/9-F-12,1373.4288,,Skade Fm,124.504,0.0,0.9242,0.4362,0.0,0.0,1.6991,1.0,1.0
15/9-F-12,1373.5812,,Skade Fm,122.578,0.0,0.9245,0.4582,0.0,0.0,1.7431,1.0,1.0
15/9-F-12,1373.7336,,Skade Fm,126.154,0.0,0.9627,0.4223,0.0,0.0,1.7296,1.0,1.0
15/9-F-12,1373.886,,Skade Fm,130.005,0.0,0.981,0.432,0.0,0.0,1.7067,1.0,1.0
15/9-F-12,1374.0384,,Skade Fm,131.546,0.0,0.9782,0.4662,0.0,0.0,1.7042,1.0,1.0
15/9-F-12,1374.1908,,Skade Fm,128.795,0.0,0.9521,0.4084,0.0,0.0,1.753,1.0,1.0
15/9-F-12,1374.3432,,Skade Fm,122.276,0.0,0.9474,0.3694,0.0,0.0,1.7909,1.0,1.0
15/9-F-12,1374.4956,,Skade Fm,122.276,0.0,0.9231,0.4104,0.0,0.0,1.7922,1.0,1.0
15/9-F-12,1374.648,,Skade Fm,124.366,0.0,0.9207,0.4871,0.0,0.0,1.7662,1.0,1.0
15/9-F-12,1374.8004,,Skade Fm,125.109,0.0,0.9359,0.5772,0.0,0.0,1.7478,1.0,1.0
15/9-F-12,1374.9528,,Skade Fm,122.358,0.0,0.9622,0.5583,0.0,0.0,1.7289,1.0,1.0
15/9-F-12,1375.1052,,Skade Fm,120.515,0.0,0.9482,0.4241,0.0,0.0,1.7,1.0,1.0
15/9-F-12,1375.2576,,Skade Fm,123.183,0.0,0.9432,0.4479,0.0,0.0,1.6481,1.0,1.0
15/9-F-12,1375.41,,Skade Fm,127.86,0.0,0.9441,0.613,0.0,0.0,1.6026,1.0,1.0
15/9-F-12,1375.5624,,Skade Fm,133.389,0.0,1.017,0.6417,0.0,0.0,1.5842,1.0,1.0
15/9-F-12,1375.7148,,Skade Fm,136.773,0.0,1.0254,0.5345,0.0,0.0,1.5803,1.0,1.0
15/9-F-12,1375.8672,,Skade Fm,136.057,0.0,1.0404,0.3977,0.0,0.0,1.5775,1.0,1.0
15/9-F-12,1376.0196,,Skade Fm,140.816,0.0,1.0294,0.5528,0.0,0.0,1.5809,1.0,1.0
15/9-F-12,1376.172,,Skade Fm,137.625,0.0,1.0208,0.5007,0.0,0.0,1.5848,1.0,1.0
15/9-F-12,1376.3244,,Skade Fm,136.497,0.0,1.0288,0.5833,0.0,0.0,1.5919,1.0,1.0
15/9-F-12,1376.4768,,Skade Fm,132.371,0.0,1.0338,0.59,0.0,0.0,1.5904,1.0,1.0
15/9-F-12,1376.6292,,Skade Fm,133.279,0.0,1.0275,0.6272,0.0,0.0,1.5837,1.0,1.0
15/9-F-12,1376.7816,,Skade Fm,136.305,0.0,1.0276,0.54,0.0,0.0,1.5808,1.0,1.0
15/9-F-12,1376.934,,Skade Fm,131.518,0.0,1.0082,0.5054,0.0,0.0,1.567,1.0,1.0
15/9-F-12,1377.0864,,Skade Fm,132.261,0.0,1.0005,0.604,0.0,0.0,1.5561,1.0,1.0
15/9-F-12,1377.2388,,Skade Fm,128.52,0.0,1.0159,0.604,0.0,0.0,1.5438,1.0,1.0
15/9-F-12,1377.3912,,Skade Fm,126.319,0.0,0.9876,0.5871,0.0,0.0,1.5348,1.0,1.0
15/9-F-12,1377.5436,,Skade Fm,126.127,0.0,0.9456,0.5356,0.0,0.0,1.535,1.0,1.0
15/9-F-12,1377.696,,Skade Fm,123.651,0.0,0.908,0.6055,0.0,0.0,1.5331,1.0,1.0
15/9-F-12,1377.8484,,Skade Fm,125.962,0.0,0.9195,0.4985,0.0,0.0,1.5454,1.0,1.0
15/9-F-12,1378.0008,,Skade Fm,122.578,0.0,0.9149,0.5026,0.0,0.0,1.5565,1.0,1.0
15/9-F-12,1378.1532,,Skade Fm,126.429,0.0,0.9284,0.4231,0.0,0.0,1.5673,1.0,1.0
15/9-F-12,1378.3056,,Skade Fm,121.478,0.0,0.9383,0.5391,0.0,0.0,1.5711,1.0,1.0
15/9-F-12,1378.458,,Skade Fm,120.268,0.0,0.9619,0.5414,0.0,0.0,1.5646,1.0,1.0
15/9-F-12,1378.6104,,Skade Fm,116.334,0.0,1.0343,0.6123,0.0,0.0,1.5708,1.0,0.96667
15/9-F-12,1378.7628,,Skade Fm,120.543,0.0,1.0087,0.5332,0.0,0.0,1.5762,1.0,1.0
15/9-F-12,1378.9152,,Skade Fm,125.412,0.0,1.0707,0.553,0.0,0.0,1.5908,1.0,1.0
15/9-F-12,1379.0676,,Skade Fm,127.86,0.0,1.0707,0.6084,0.0,0.0,1.5972,1.0,1.0
15/9-F-12,1379.22,,Skade Fm,124.366,0.0,1.0203,0.5486,0.0,0.0,1.5944,1.0,1.0
15/9-F-12,1379.3724,,Skade Fm,119.69,0.0,1.0013,0.4968,0.0,0.0,1.5994,1.0,0.99718
15/9-F-12,1379.5248,,Skade Fm,116.939,0.0,0.9652,0.5041,0.0,0.0,1.5943,1.0,0.972172
15/9-F-12,1379.6772,,Skade Fm,124.009,0.0,1.3939,0.5034,0.0,0.0,1.6071,1.0,1.0
15/9-F-12,1379.8296,,Skade Fm,127.86,0.0,1.0292,0.5515,0.0,0.0,1.6112,1.0,1.0
15/9-F-12,1379.982,,Skade Fm,136.03,0.0,0.8524,0.5126,0.0,0.0,1.6061,1.0,1.0
15/9-F-12,1380.1344,,Skade Fm,136.497,0.0,0.9627,0.4959,0.0,0.0,1.5937,1.0,1.0
15/9-F-12,1380.2868,,Skade Fm,134.379,0.0,1.0023,0.5276,0.0,0.0,1.6003,1.0,1.0
15/9-F-12,1380.4392,,Skade Fm,132.646,0.0,0.9058,0.5159,0.0,0.0,1.6276,1.0,1.0
15/9-F-12,1380.5916,,Skade Fm,126.952,0.0,0.8824,0.5938,0.0,0.0,1.6304,1.0,1.0
15/9-F-12,1380.744,,Skade Fm,125.219,0.0,0.8942,0.5514,0.0,0.0,1.6272,1.0,1.0
15/9-F-12,1380.8964,,Skade Fm,121.835,0.0,0.9082,0.5471,0.0,0.0,1.6279,1.0,1.0
15/9-F-12,1381.0488,,Skade Fm,122.853,0.0,1.0228,0.5322,0.0,0.0,1.6477,1.0,1.0
15/9-F-12,1381.2012,,Skade Fm,124.229,0.0,1.0471,0.513,0.0,0.0,1.6552,1.0,1.0
15/9-F-12,1381.3536,,Skade Fm,125.219,0.0,1.0128,0.5214,0.0,0.0,1.6468,1.0,1.0
15/9-F-12,1381.506,,Skade Fm,126.869,0.0,1.0565,0.4944,0.0,0.0,1.6326,1.0,1.0
15/9-F-12,1381.6584,,Skade Fm,128.245,0.0,1.036,0.4605,0.0,0.0,1.6232,1.0,1.0
15/9-F-12,1381.8108,,Skade Fm,125.494,0.0,1.065,0.4722,0.0,0.0,1.621,1.0,1.0
15/9-F-12,1381.9632,,Skade Fm,123.376,0.0,1.042,0.5308,0.0,0.0,1.6308,1.0,1.0
15/9-F-12,1382.1156,,Skade Fm,120.075,0.0,0.9895,0.5456,0.0,0.0,1.6529,1.0,1.0
15/9-F-12,1382.268,,Skade Fm,121.918,0.0,0.8149,0.4979,0.0,0.0,1.7071,1.0,1.0
15/9-F-12,1382.4204,,Skade Fm,126.952,0.0,1.0954,0.4319,0.0,0.0,1.7571,1.0,1.0
15/9-F-12,1382.5728,,Skade Fm,127.777,0.0,0.9434,0.4732,0.0,0.0,1.7618,1.0,1.0
15/9-F-12,1382.7252,,Skade Fm,126.209,0.0,0.9403,0.443,0.0,0.0,1.7294,1.0,1.0
15/9-F-12,1382.8776,,Skade Fm,125.219,0.0,1.0325,0.46,0.0,0.0,1.7068,1.0,1.0
15/9-F-12,1383.03,,Skade Fm,132.014,0.0,0.9405,0.4172,0.0,0.0,1.7069,1.0,1.0
15/9-F-12,1383.1824,,Skade Fm,135.782,0.0,0.9404,0.4347,0.0,0.0,1.7065,1.0,1.0
15/9-F-12,1383.3348,,Skade Fm,132.756,0.0,0.9416,0.4951,0.0,0.0,1.6918,1.0,1.0
15/9-F-12,1383.4872,,Skade Fm,126.952,0.0,0.9828,0.5639,0.0,0.0,1.692,1.0,1.0
15/9-F-12,1383.6396,,Skade Fm,123.376,0.0,1.0002,0.5662,0.0,0.0,1.6875,1.0,1.0
15/9-F-12,1383.792,,Skade Fm,123.568,0.0,1.0344,0.5324,0.0,0.0,1.6926,1.0,1.0
15/9-F-12,1383.9444,,Skade Fm,121.56,0.0,0.8877,0.4963,0.0,0.0,1.6888,1.0,1.0
15/9-F-12,1384.0968,,Skade Fm,117.049,0.0,0.9437,0.652,0.0,0.0,1.7169,1.0,0.973173
15/9-F-12,1384.2492,,Skade Fm,116.306,0.0,0.972,0.5639,0.0,0.0,1.7561,1.0,0.966421
15/9-F-12,1384.4016,,Skade Fm,119.69,0.0,1.0184,0.5879,0.0,0.0,1.7907,1.0,0.99718
15/9-F-12,1384.554,,Skade Fm,125.109,0.0,1.0821,0.4739,0.0,0.0,1.7764,1.0,1.0
15/9-F-12,1384.7064,,Skade Fm,129.318,0.0,0.9991,0.4875,0.0,0.0,1.7416,1.0,1.0
15/9-F-12,1384.8588,,Skade Fm,131.546,0.0,1.0009,0.4727,0.0,0.0,1.7139,1.0,1.0
15/9-F-12,1385.0112,,Skade Fm,131.821,0.0,1.0143,0.5815,0.0,0.0,1.712,1.0,1.0
15/9-F-12,1385.1636,,Skade Fm,131.656,0.0,1.0309,0.7476,0.0,0.0,1.7102,1.0,1.0
15/9-F-12,1385.316,,Skade Fm,134.847,0.0,1.042,0.7622,0.0,0.0,1.7131,1.0,1.0
15/9-F-12,1385.4684,,Skade Fm,138.341,0.0,1.0215,0.609,0.0,0.0,1.7088,1.0,1.0
15/9-F-12,1385.6208,,Skade Fm,136.415,0.0,1.0436,0.5144,0.0,0.0,1.7157,1.0,1.0
15/9-F-12,1385.7732,,Skade Fm,132.674,0.0,1.0497,0.5185,0.0,0.0,1.7168,1.0,1.0
15/9-F-12,1385.9256,,Skade Fm,129.098,0.0,0.9533,0.4206,0.0,0.0,1.7229,1.0,1.0
15/9-F-12,1386.078,,Skade Fm,129.73,0.0,0.9694,0.3832,0.0,0.0,1.716,1.0,1.0
15/9-F-12,1386.2304,,Skade Fm,127.337,0.0,1.0082,0.3595,0.0,0.0,1.7065,1.0,1.0
15/9-F-12,1386.3828,,Skade Fm,124.394,0.0,1.0241,0.3663,0.0,0.0,1.694,1.0,1.0
15/9-F-12,1386.5352,,Skade Fm,122.468,0.0,0.9876,0.4164,0.0,0.0,1.7145,1.0,1.0
15/9-F-12,1386.6876,,Skade Fm,124.861,0.0,1.0221,0.4532,0.0,0.0,1.7317,1.0,1.0
15/9-F-12,1386.84,,Skade Fm,128.63,0.0,0.9643,0.5939,0.0,0.0,1.7818,1.0,1.0
15/9-F-12,1386.9924,,Skade Fm,130.556,0.0,1.0342,0.5127,0.0,0.0,1.8014,1.0,1.0
15/9-F-12,1387.1448,,Skade Fm,129.895,0.0,1.0075,0.473,0.0,0.0,1.8367,1.0,1.0
15/9-F-12,1387.2972,,Skade Fm,129.153,0.0,1.1074,0.4436,0.0,0.0,1.8606,1.0,1.0
15/9-F-12,1387.4496,,Skade Fm,127.777,0.0,0.9705,0.4704,0.0,0.0,1.8947,1.0,1.0
15/9-F-12,1387.602,,Skade Fm,126.512,0.0,1.0412,0.4562,0.0,0.0,1.8945,1.0,1.0
15/9-F-12,1387.7544,,Skade Fm,128.63,0.0,0.9686,0.3899,0.0,0.0,1.8802,1.0,1.0
15/9-F-12,1387.9068,,Skade Fm,130.281,0.0,0.9173,0.343,0.0,0.0,1.837,1.0,1.0
15/9-F-12,1388.0592,,Skade Fm,132.206,0.0,1.006,0.3515,0.0,0.0,1.8134,1.0,1.0
15/9-F-12,1388.2116,,Skade Fm,133.939,0.0,1.0562,0.3789,0.0,0.0,1.7886,1.0,1.0
15/9-F-12,1388.364,,Skade Fm,133.554,0.0,1.0385,0.503,0.0,0.0,1.782,1.0,1.0
15/9-F-12,1388.5164,,Skade Fm,129.868,0.0,1.0284,0.5767,0.0,0.0,1.7953,1.0,1.0
15/9-F-12,1388.6688,,Skade Fm,126.209,0.0,1.0133,0.6647,0.0,0.0,1.8065,1.0,1.0
15/9-F-12,1388.8212,,Skade Fm,126.127,0.0,0.9508,0.5453,0.0,0.0,1.8104,1.0,1.0
15/9-F-12,1388.9736,,Skade Fm,126.402,0.0,0.9545,0.6539,0.0,0.0,1.7855,1.0,1.0
15/9-F-12,1389.126,,Skade Fm,123.926,0.0,1.0041,0.6204,0.0,0.0,1.7817,1.0,1.0
15/9-F-12,1389.2784,,Skade Fm,123.486,0.0,1.0092,0.6332,0.0,0.0,1.7939,1.0,1.0
15/9-F-12,1389.4308,,Skade Fm,127.805,0.0,1.0813,0.5565,0.0,0.0,1.8189,1.0,1.0
15/9-F-12,1389.5832,,Skade Fm,131.106,0.0,1.0695,0.6453,0.0,0.0,1.8178,1.0,1.0
15/9-F-12,1389.7356,,Skade Fm,132.646,0.0,1.094,0.5732,0.0,0.0,1.8258,1.0,1.0
15/9-F-12,1389.888,,Skade Fm,134.022,0.0,1.0231,0.4252,0.0,0.0,1.8225,1.0,1.0
15/9-F-12,1390.0404,,Skade Fm,135.865,0.0,1.0318,0.4154,0.0,0.0,1.8409,1.0,1.0
15/9-F-12,1390.1928,,Skade Fm,138.616,0.0,1.0758,0.4715,0.0,0.0,1.8289,1.0,1.0
15/9-F-12,1390.3452,,Skade Fm,138.616,0.0,1.0086,0.5122,0.0,0.0,1.8322,1.0,1.0
15/9-F-12,1390.4976,,Skade Fm,138.506,0.0,0.963,0.4628,0.0,0.0,1.8222,1.0,1.0
15/9-F-12,1390.65,,Skade Fm,138.423,0.0,0.9741,0.4155,0.0,0.0,1.8308,1.0,1.0
15/9-F-12,1390.8024,,Skade Fm,137.873,0.0,1.0439,0.4174,0.0,0.0,1.8284,1.0,1.0
15/9-F-12,1390.9548,,Skade Fm,137.048,0.0,1.1176,0.4193,0.0,0.0,1.8245,1.0,1.0
15/9-F-12,1391.1072,,Skade Fm,132.839,0.0,1.1492,0.4888,0.0,0.0,1.7962,1.0,1.0
15/9-F-12,1391.2596,,Skade Fm,133.031,0.0,1.0752,0.501,0.0,0.0,1.7811,1.0,1.0
15/9-F-12,1391.412,,Skade Fm,136.608,0.0,1.0777,0.3912,0.0,0.0,1.7873,1.0,1.0
15/9-F-12,1391.5644,,Skade Fm,141.642,0.0,1.0667,0.3794,0.0,0.0,1.8193,1.0,1.0
15/9-F-12,1391.7168,,Skade Fm,142.824,0.0,1.0549,0.3513,0.0,0.0,1.843,1.0,1.0
15/9-F-12,1391.8692,,Skade Fm,146.318,0.0,1.0644,0.4749,0.0,0.0,1.838,1.0,1.0
15/9-F-12,1392.0216,,Skade Fm,143.732,0.0,1.0746,0.4105,0.0,0.0,1.8308,1.0,1.0
15/9-F-12,1392.174,,Skade Fm,141.697,0.0,1.0715,0.4658,0.0,0.0,1.8306,1.0,1.0
15/9-F-12,1392.3264,,Skade Fm,140.871,0.0,1.129,0.4215,0.0,0.0,1.8476,1.0,1.0
15/9-F-12,1392.4788,,Skade Fm,146.758,0.0,1.0948,0.5137,0.0,0.0,1.8595,1.0,1.0
15/9-F-12,1392.6312,,Skade Fm,149.894,0.0,1.1155,0.4213,0.0,0.0,1.8738,1.0,1.0
15/9-F-12,1392.7836,,Skade Fm,147.418,0.0,1.0594,0.4275,0.0,0.0,1.8912,1.0,1.0
15/9-F-12,1392.936,,Skade Fm,147.693,0.0,1.0457,0.3615,0.0,0.0,1.9145,1.0,1.0
15/9-F-12,1393.0884,,Skade Fm,144.943,0.0,1.0818,0.392,0.0,0.0,1.9427,1.0,1.0
15/9-F-12,1393.2408,,Skade Fm,143.182,0.0,1.1478,0.3671,0.0,0.0,1.9453,1.0,1.0
15/9-F-12,1393.3932,,Skade Fm,140.789,0.0,1.1613,0.434,0.0,0.0,1.9558,1.0,1.0
15/9-F-12,1393.5456,,Skade Fm,141.504,0.0,1.1895,0.4244,0.0,0.0,1.9429,1.0,1.0
15/9-F-12,1393.698,,Skade Fm,141.807,0.0,1.1837,0.432,0.0,0.0,1.9499,1.0,1.0
15/9-F-12,1393.8504,,Skade Fm,143.732,0.0,1.1566,0.4632,0.0,0.0,1.9424,1.0,1.0
15/9-F-12,1394.0028,,Skade Fm,146.676,0.0,1.1196,0.474,0.0,0.0,1.9492,1.0,1.0
15/9-F-12,1394.1552,,Skade Fm,145.933,0.0,1.1739,0.4845,0.0,0.0,1.9544,1.0,1.0
15/9-F-12,1394.3076,,Skade Fm,143.182,0.0,1.2128,0.4312,0.0,0.0,1.9366,1.0,1.0
15/9-F-12,1394.46,,Skade Fm,141.724,0.0,1.1629,0.4508,0.0,0.0,1.8925,1.0,1.0
15/9-F-12,1394.6124,,Skade Fm,142.164,0.0,1.1624,0.4253,0.0,0.0,1.8568,1.0,1.0
15/9-F-12,1394.7648,,Skade Fm,142.714,0.0,1.2276,0.4242,0.0,0.0,1.8452,1.0,1.0
15/9-F-12,1394.9172,,Skade Fm,146.098,0.0,1.1201,0.4147,0.0,0.0,1.8528,1.0,1.0
15/9-F-12,1395.0696,,Skade Fm,152.975,0.0,1.1646,0.4789,0.0,0.0,1.8591,1.0,1.0
15/9-F-12,1395.222,,Skade Fm,156.276,0.0,1.0453,0.4402,0.0,0.0,1.8866,1.0,1.0
15/9-F-12,1395.3744,,Skade Fm,157.101,0.0,1.0745,0.3802,0.0,0.0,1.9303,1.0,1.0
15/9-F-12,1395.5268,,Skade Fm,153.085,0.0,1.0962,0.3684,0.0,0.0,1.9492,1.0,1.0
15/9-F-12,1395.6792,,Skade Fm,150.059,0.0,1.1722,0.447,0.0,0.0,1.9346,1.0,1.0
15/9-F-12,1395.8316,,Skade Fm,149.977,0.0,1.2413,0.5208,0.0,0.0,1.914,1.0,1.0
15/9-F-12,1395.984,,Skade Fm,154.378,0.0,1.0973,0.52,0.0,0.0,1.9117,1.0,1.0
15/9-F-12,1396.1364,,Skade Fm,159.165,0.0,0.9868,0.402,0.0,0.0,1.9357,1.0,1.0
15/9-F-12,1396.2888,,Skade Fm,158.889,0.0,0.9858,0.3732,0.0,0.0,1.9797,1.0,1.0
15/9-F-12,1396.4412,,Skade Fm,155.121,0.0,0.9801,0.3594,0.0,0.0,1.9984,1.0,1.0
15/9-F-12,1396.5936,,Skade Fm,153.36,0.0,1.0167,0.3583,0.0,0.0,1.9504,1.0,1.0
15/9-F-12,1396.746,,Skade Fm,154.543,0.0,1.0283,0.3429,0.0,0.0,1.9116,1.0,1.0
15/9-F-12,1396.8984,,Skade Fm,155.643,0.0,1.0907,0.3377,0.0,0.0,1.8981,1.0,1.0
15/9-F-12,1397.0508,,Skade Fm,153.91,0.0,1.1823,0.3515,0.0,0.0,1.9323,1.0,1.0
15/9-F-12,1397.2032,,Skade Fm,155.203,0.0,1.2115,0.3522,0.0,0.0,1.9539,1.0,1.0
15/9-F-12,1397.3556,,Skade Fm,158.422,0.0,1.308,0.2866,0.0,0.0,1.9666,1.0,1.0
15/9-F-12,1397.508,,Skade Fm,158.972,0.0,1.3152,0.2976,0.0,0.0,1.9385,1.0,1.0
15/9-F-12,1397.6604,,Skade Fm,156.221,0.0,1.339,0.3059,0.0,0.0,1.9252,1.0,1.0
15/9-F-12,1397.8128,,Skade Fm,156.964,0.0,1.3237,0.3978,0.0,0.0,1.8918,1.0,1.0
15/9-F-12,1397.9652,,Skade Fm,159.44,0.0,1.2705,0.445,0.0,0.0,1.867,1.0,1.0
15/9-F-12,1398.1176,,Skade Fm,157.129,0.0,1.2435,0.6095,0.0,0.0,1.8046,1.0,1.0
15/9-F-12,1398.27,,Skade Fm,152.067,0.0,1.2808,0.6688,0.0,0.0,1.7784,1.0,1.0
15/9-F-12,1398.4224,,Skade Fm,147.198,0.0,0.9909,0.5978,0.0,0.0,1.781,1.0,1.0
15/9-F-12,1398.5748,,Skade Fm,143.072,0.0,1.242,0.4695,0.0,0.0,1.8111,1.0,1.0
15/9-F-12,1398.7272,,Skade Fm,139.056,0.0,1.3831,0.4326,0.0,0.0,1.8399,1.0,1.0
15/9-F-12,1398.8796,,Skade Fm,136.223,0.0,1.1264,0.4166,0.0,0.0,1.8778,1.0,1.0
