WELL,DEPTH,PHIE,prediction,error,abs_error_decile,relative_error
15/9-F-1,3332.0,0.151158,0.15090102,-2.569804267883169E-4,0,-0.0017000782412331264
15/9-F-1,3332.1,0.15181,0.15343153,0.0016215347671508784,0,0.01068134356861128
15/9-F-1,3332.2,0.15443800000000002,0.15303212,-0.0014058759574890334,0,-0.009103173814016196
15/9-F-1,3332.3,0.156415,0.15610668,-3.0831936836242524E-4,0,-0.001971162410014546
15/9-F-1,3332.4,0.158681,0.15380603,-0.0048749692497253305,0,-0.030721820821177904
15/9-F-1,3332.5,0.157573,0.15316725,-0.004405752227783194,0,-0.027960070746785262
15/9-F-1,3332.6,0.150673,0.14453503,-0.006137965105056764,0,-0.04073699405372405
15/9-F-1,3332.7,0.143198,0.112966,-0.030231998966217033,2,-0.21112025982358018
15/9-F-1,3332.8,0.130557,0.12627253,-0.004284470636367804,0,-0.03281685881544309
15/9-F-1,3332.9,0.11819500000000001,0.1092588,-0.008936199254989632,0,-0.07560556076813428
15/9-F-1,3333.0,0.110349,0.109623104,-7.258956661224392E-4,0,-0.006578180736775495
15/9-F-1,3333.1,0.10741500000000001,0.10996938,0.002554377517700185,0,0.02378045447749555
15/9-F-1,3333.2,0.10015399999999999,0.11254826,0.01239426188087464,1,0.1237520406661206
15/9-F-1,3333.3,0.0956618,0.12898135,0.03331955185241699,2,0.3483057171453703
15/9-F-1,3333.4,0.0893116,0.094801664,0.005490064352416987,0,0.061470899104002025
15/9-F-1,3333.5,0.091699,0.09913042,0.007431421876907346,0,0.08104147130183913
15/9-F-1,3333.6,0.0869759,0.08545247,-0.001523432796859736,0,-0.017515573818261566
15/9-F-1,3333.7,0.0843846,0.07741904,-0.006965557412719731,0,-0.08254536269318964
15/9-F-1,3333.8,0.07565980000000001,0.07256815,-0.003091651625442518,0,-0.04086254028483445
15/9-F-1,3333.9,0.0620231,0.06233129,3.0818905296325916E-4,0,0.004968939846013165
15/9-F-1,3334.0,0.0536274,0.060690224,0.007062824170684816,0,0.13170178249709694
15/9-F-1,3334.1,0.049437,0.05482444,0.005387441671371458,0,0.1089759020849052
15/9-F-1,3334.2,0.0484755,0.049861044,0.001385543691635134,0,0.02858234967427121
15/9-F-1,3334.3,0.0516482,0.06828064,0.01663243726425171,1,0.322033241511838
15/9-F-1,3334.4,0.0533196,0.0521304,-0.001189198865509035,0,-0.022303221807909942
15/9-F-1,3334.5,0.051859699999999995,0.05191058,5.087920455933148E-5,0,9.810933067358949E-4
15/9-F-1,3334.6,0.0576206,0.057264507,-3.560931831359873E-4,0,-0.0061799631231883615
15/9-F-1,3334.7,0.0681794,0.064128995,-0.004050405058288575,0,-0.05940804786032988
15/9-F-1,3334.8,0.0758793,0.06183389,-0.014045411707687375,1,-0.18510202001978637
15/9-F-1,3334.9,0.0818404,0.0685032,-0.013337198992156976,1,-0.162965955593533
15/9-F-1,3335.0,0.0866038,0.066524476,-0.020079324187088007,1,-0.23185269222699245
15/9-F-1,3335.1,0.09250939999999999,0.070062965,-0.022446434845352164,1,-0.2426395030705222
15/9-F-1,3335.2,0.100424,0.087090075,-0.01333392498397827,1,-0.13277627841928494
15/9-F-1,3335.3,0.10851500000000001,0.07218492,-0.03633007968902589,3,-0.33479315936991094
15/9-F-1,3335.4,0.117862,0.081401765,-0.036460234653472895,3,-0.3093468179181831
15/9-F-1,3335.5,0.12439000000000001,0.11942983,-0.004960173263549819,0,-0.03987598089516697
15/9-F-1,3335.6,0.129842,0.11882329,-0.011018710128784193,0,-0.08486244919813458
15/9-F-1,3335.7,0.135736,0.12625101,-0.00948498791313171,0,-0.06987820411041809
15/9-F-1,3335.8,0.15214,0.14057407,-0.011565932168960569,0,-0.076021639075592
15/9-F-1,3335.9,0.169982,0.1508381,-0.01914389312934875,1,-0.11262306084967084
15/9-F-1,3336.0,0.18048499999999998,0.15206102,-0.028423984632492044,2,-0.15748668660826134
15/9-F-1,3336.1,0.186069,0.15897307,-0.027095932001113904,2,-0.1456230323219553
15/9-F-1,3336.2,0.190402,0.15254194,-0.037860064556121814,3,-0.19884278818563783
15/9-F-1,3336.3,0.196992,0.13012365,-0.06686835493278503,5,-0.3394470584226011
15/9-F-1,3336.4,0.195359,0.13966817,-0.05569083336257935,4,-0.2850691975418555
15/9-F-1,3336.5,0.19055899999999998,0.15240452,-0.03815448306465147,3,-0.2002239887103284
15/9-F-1,3336.6,0.18319000000000002,0.13238055,-0.050809454860687275,4,-0.2773593256219623
15/9-F-1,3336.7,0.175451,0.16789842,-0.007552583480834957,0,-0.04304668244031073
15/9-F-1,3336.8,0.175988,0.1734662,-0.0025217944030761774,0,-0.014329354291634528
15/9-F-1,3336.9,0.179627,0.17494816,-0.004678844120025644,0,-0.02604755476640841
15/9-F-1,3337.0,0.18302100000000002,0.17234501,-0.010675987573623674,0,-0.05833203607030708
15/9-F-1,3337.1,0.18093299999999998,0.17252597,-0.008407027872085554,0,-0.046464867503913355
15/9-F-1,3337.2,0.174805,0.16991225,-0.004892751150131214,0,-0.02798976659781593
15/9-F-1,3337.3,0.17310699999999998,0.17153987,-0.001567127115249617,0,-0.009052939021816662
15/9-F-1,3337.4,0.172877,0.170708,-0.002168999340057376,0,-0.012546488775588284
15/9-F-1,3337.5,0.173401,0.17063117,-0.002769829727172851,0,-0.015973551058949206
15/9-F-1,3337.6,0.177918,0.17430004,-0.0036179552249908375,0,-0.02033495894170819
15/9-F-1,3337.7,0.183239,0.17534074,-0.007898258127212537,0,-0.043103586721235855
15/9-F-1,3337.8,0.191978,0.18349198,-0.00848602493095399,0,-0.044203111455239606
15/9-F-1,3337.9,0.198534,0.17000484,-0.028529155334472645,2,-0.1436990910094626
15/9-F-1,3338.0,0.197411,0.19591212,-0.0014988772735595735,0,-0.0075926735265997
15/9-F-1,3338.1,0.195134,0.18828854,-0.006845460351943972,0,-0.035080818063197454
15/9-F-1,3338.2,0.192338,0.18372041,-0.008617590129852304,0,-0.044804407500609884
15/9-F-1,3338.3,0.195899,0.18686113,-0.009037872385025014,0,-0.046135367638553616
15/9-F-1,3338.4,0.18545999999999999,0.18173268,-0.003727315626144395,0,-0.020097679424913164
15/9-F-1,3338.5,0.173969,0.18791285,0.01394385157203673,1,0.08015135783982623
15/9-F-1,3338.6,0.167516,0.1668939,-6.221005592346174E-4,0,-0.00371367845002637
15/9-F-1,3338.7,0.160984,0.16222617,0.0012421703014373897,0,0.007716110305604221
15/9-F-1,3338.8,0.15602,0.16088092,0.004860923271179207,0,0.031155770229324493
15/9-F-1,3338.9,0.151779,0.16369888,0.011919881864547732,0,0.07853446039668026
15/9-F-1,3339.0,0.151749,0.1701707,0.018421694589614873,1,0.12139582197981452
15/9-F-1,3339.1,0.15420899999999998,0.15705362,0.002844619623184219,0,0.018446521429904994
15/9-F-1,3339.2,0.160621,0.16223437,0.0016133659400939804,0,0.010044551709265789
15/9-F-1,3339.3,0.165688,0.16644996,7.619640464782695E-4,0,0.00459878836414387
15/9-F-1,3339.4,0.16534000000000001,0.1660378,6.977979278564306E-4,0,0.004220381806316865
15/9-F-1,3339.5,0.157377,0.1497918,-0.007585193063735951,0,-0.04819759598757094
15/9-F-1,3339.6,0.154879,0.15410912,-7.698796310424694E-4,0,-0.004970845828307708
15/9-F-1,3339.7,0.152152,0.15001622,-0.0021357815761566257,0,-0.014037157422555244
15/9-F-1,3339.8,0.151558,0.15514994,0.0035919366760253923,0,0.023700079679234303
15/9-F-1,3339.9,0.151063,0.15471834,0.0036553394432067843,0,0.0241974503565187
15/9-F-1,3340.0,0.149315,0.14671305,-0.002601951780319217,0,-0.017425923586506492
15/9-F-1,3340.1,0.149066,0.1214084,-0.027657597080230717,2,-0.18553927173353224
15/9-F-1,3340.2,0.149355,0.14991012,5.551221561432007E-4,0,0.0037167965996665712
15/9-F-1,3340.3,0.149445,0.12647593,-0.022969069786071772,1,-0.15369580639079108
15/9-F-1,3340.4,0.150119,0.1273601,-0.022758894485473635,1,-0.15160568938957517
15/9-F-1,3340.5,0.15168,0.15043688,-0.0012431217956543061,0,-0.008195686943923431
15/9-F-1,3340.6,0.153575,0.14617643,-0.007398572397232045,0,-0.04817563013011262
15/9-F-1,3340.7,0.157692,0.17254138,0.014849379928588868,1,0.09416698328760412
15/9-F-1,3340.8,0.160825,0.1507797,-0.010045305681228633,0,-0.062461095484089124
15/9-F-1,3340.9,0.164901,0.15889776,-0.00600324246978759,0,-0.03640513077414685
15/9-F-1,3341.0,0.166459,0.16377458,-0.0026844202365875203,0,-0.016126615182041948
15/9-F-1,3341.1,0.173994,0.17412099,1.2699242210387207E-4,0,7.298666741604427E-4
15/9-F-1,3341.2,0.174798,0.16927132,-0.00552667989540101,0,-0.031617523629566754
15/9-F-1,3341.3,0.172396,0.16789663,-0.004499371620178216,0,-0.026099048818871762
15/9-F-1,3341.4,0.17209000000000002,0.15691087,-0.015179133501052877,1,-0.08820462258732567
15/9-F-1,3341.5,0.167691,0.15396652,-0.01372448374366761,1,-0.08184388991459057
15/9-F-1,3341.6,0.156487,0.15019825,-0.0062887489910125605,0,-0.0401870378434794
15/9-F-1,3341.7,0.147887,0.15339476,0.005507758701324472,0,0.03724302136985991
15/9-F-1,3341.8,0.136122,0.1366277,5.057039051055978E-4,0,0.0037150784230734037
15/9-F-1,3341.9,0.126212,0.13090852,0.004696519029617319,0,0.03721135097785725
15/9-F-1,3342.0,0.120354,0.12300512,0.0026511219463348362,0,0.022027701167678982
15/9-F-1,3342.1,0.11308599999999999,0.12142083,0.008334830488204964,0,0.07370346893695917
15/9-F-1,3342.2,0.10715999999999999,0.118721634,0.0115616341495514,0,0.10789132278416762
15/9-F-1,3342.3,0.10319500000000001,0.12726548,0.024070483140945426,2,0.2332524166960165
15/9-F-1,3342.4,0.102442,0.12281299,0.020370986373901362,1,0.19885385265712657
15/9-F-1,3342.5,0.09979360000000001,0.13265902,0.03286541803970336,2,0.32933392561951225
15/9-F-1,3342.6,0.0961049,0.12536699,0.029262085797882087,2,0.3044806851459404
15/9-F-1,3342.7,0.0949103,0.11591318,0.021002882497024533,1,0.22129191981296584
15/9-F-1,3342.8,0.09868339999999999,0.111557364,0.012873964463806162,1,0.13045724472207243
15/9-F-1,3342.9,0.099995,0.10003349,3.849184989929144E-5,0,3.849377458802084E-4
15/9-F-1,3343.0,0.10267799999999999,0.10238844,-2.895584373474036E-4,0,-0.002820063084082312
15/9-F-1,3343.1,0.10835,0.08399364,-0.02435635647773743,2,-0.22479332236029007
15/9-F-1,3343.2,0.116645,0.091697395,-0.024947605152130126,2,-0.21387633548056176
15/9-F-1,3343.3,0.12196199999999999,0.09621301,-0.025748987066268908,2,-0.21112303066749405
15/9-F-1,3343.4,0.12923900000000002,0.12106922,-0.008169777311325094,0,-0.0632144887481727
15/9-F-1,3343.5,0.13351,0.12861714,-0.004892862329483022,0,-0.03664790899170865
15/9-F-1,3343.6,0.143397,0.14064607,-0.002750929758071896,0,-0.019184011925437047
15/9-F-1,3343.7,0.14944100000000002,0.14060006,-0.00884094454383852,0,-0.05916010026591443
15/9-F-1,3343.8,0.15371700000000002,0.13378194,-0.01993506025505068,1,-0.12968676369595214
15/9-F-1,3343.9,0.151195,0.12981105,-0.021383951492309566,1,-0.14143292762531542
15/9-F-1,3344.0,0.147397,0.117176116,-0.0302208844871521,2,-0.20503052631432186
15/9-F-1,3344.1,0.141087,0.119721234,-0.02136576615524291,1,-0.15143681668220965
15/9-F-1,3344.2,0.129118,0.12310028,-0.0060177192382812605,0,-0.04660635417433092
15/9-F-1,3344.3,0.11714000000000001,0.10471237,-0.012427632942199715,1,-0.1060921371196834
15/9-F-1,3344.4,0.09962649999999999,0.098811865,-8.146351470947194E-4,0,-0.00817689216317666
15/9-F-1,3344.5,0.08249110000000001,0.09930959,0.01681849343910216,1,0.20388252113382122
15/9-F-1,3344.6,0.061283699999999997,0.09106889,0.02978519367103577,2,0.48602146526785706
15/9-F-1,3344.7,0.039668199999999994,0.12873128,0.08906308056526185,7,2.2452009560620816
15/9-F-1,3344.8,0.028539799999999997,0.090655595,0.06211579506416321,5,2.1764621708688643
15/9-F-1,3344.9,0.017987,0.12170589,0.10371888970184326,8,5.766325107124215
15/9-F-1,3345.0,0.00957589,0.08123401,0.07165811807380676,5,7.483180996628695
15/9-F-1,3345.1,0.010488299999999999,0.04494354,0.034455241288375855,2,3.285112104762055
15/9-F-1,3345.2,0.0116402,0.030967593,0.0193273931930542,1,1.6604004392582774
15/9-F-1,3345.3,0.0139322,0.02599135,0.012059150412368774,1,0.8655596684205491
15/9-F-1,3345.4,0.0199645,0.027071297,0.00710679716873169,0,0.35597170821867263
15/9-F-1,3345.5,0.024159299999999998,0.038372725,0.014213425248336794,1,0.5883210709058952
15/9-F-1,3345.6,0.0342176,0.03650281,0.0022852083324432365,0,0.06678458841190606
15/9-F-1,3345.7,0.0390013,0.040552884,0.0015515843402862523,0,0.03978288775723507
15/9-F-1,3345.8,0.0439515,0.047891557,0.00394005721664429,0,0.08964556878933119
15/9-F-1,3345.9,0.0506776,0.052659005,0.0019814049266815154,0,0.0390982391960455
15/9-F-1,3346.0,0.05909119999999999,0.058683127,-4.080728351592913E-4,0,-0.006905813981765329
15/9-F-1,3346.1,0.0649758,0.06558955,6.137471572875974E-4,0,0.009445780695083362
15/9-F-1,3346.2,0.0672195,0.06678361,-4.358929939270034E-4,0,-0.0064846211877059995
15/9-F-1,3346.3,0.0657324,0.0641503,-0.0015820963977813685,0,-0.0240687453642552
15/9-F-1,3346.4,0.06850419999999999,0.052222103,-0.016282097119522082,1,-0.23768027536300088
15/9-F-1,3346.5,0.0702227,0.06830585,-0.0019168499710082998,0,-0.0272967284226938
15/9-F-1,3346.6,0.0760485,0.07530564,-7.428593025207569E-4,0,-0.009768230833228229
15/9-F-1,3346.7,0.0793924,0.078863084,-5.293156837463397E-4,0,-0.006667082538710755
15/9-F-1,3346.8,0.0780383,0.07869062,6.523182765960645E-4,0,0.008358950369191338
15/9-F-1,3346.9,0.0784908,0.066568136,-0.011922663784790039,0,-0.15189886948266598
15/9-F-1,3347.0,0.0806294,0.08166513,0.0010357284694671592,0,0.01284554355442505
15/9-F-1,3347.1,0.0837125,0.08436006,6.475630760192919E-4,0,0.007735560113714104
15/9-F-1,3347.2,0.0841376,0.08436006,2.2246307601928028E-4,0,0.0026440387652997025
15/9-F-1,3347.3,0.08413680000000001,0.08171019,-0.002426610419082653,0,-0.028841249240316398
15/9-F-1,3347.4,0.0815541,0.066827744,-0.01472635575447083,1,-0.1805716175455413
15/9-F-1,3347.5,0.07695260000000001,0.076499164,-4.5343589553833996E-4,0,-0.005892405136906874
15/9-F-1,3347.6,0.0698057,0.06464639,-0.005159306939315794,0,-0.07390953660397065
15/9-F-1,3347.7,0.0688902,0.06915116,2.609631011962904E-4,0,0.003788101953489617
15/9-F-1,3347.8,0.0750605,0.076042295,9.817945022582986E-4,0,0.013080042129459549
15/9-F-1,3347.9,0.08464189999999999,0.07892537,-0.005716528829956047,0,-0.06753781318656656
15/9-F-1,3348.0,0.0931846,0.070801646,-0.022382954482650763,1,-0.24020014554605335
15/9-F-1,3348.1,0.10335899999999999,0.09999961,-0.00335939339065551,0,-0.03250218549575277
15/9-F-1,3348.2,0.103967,0.10132614,-0.0026408622188568154,0,-0.025400965872409663
15/9-F-1,3348.3,0.10326700000000001,0.10483739,0.0015703878002166632,0,0.015207063245922348
15/9-F-1,3348.4,0.0971164,0.10253045,0.0054140496288299506,0,0.05574804697074799
15/9-F-1,3348.5,0.08809969999999999,0.09754363,0.00944392702369691,0,0.10719590445480418
15/9-F-1,3348.6,0.07814910000000001,0.09062466,0.012475560253524767,1,0.15963792613766206
