WELL,DEPTH,PERM,prediction,error,abs_error_decile,relative_error
15/9-F-1,3399.4,0.35141999999999995,5.147504506730918,4.796084506730918,0,13.64772780926219
15/9-F-1,3400.4,0.37904,5.1309746977363035,4.751934697736304,0,12.53676313248286
15/9-F-1,3401.0,0.10441500000000001,4.8875988745179635,4.783183874517963,0,45.809355691404136
15/9-F-1,3401.3,0.241105,4.8924806620145525,4.651375662014552,0,19.291908761803164
15/9-F-1,3401.6,0.10386400000000001,5.060087111407054,4.956223111407054,0,47.718392430553926
15/9-F-1,3401.9,0.0949139,5.375465565496598,5.280551665496598,0,55.63517741338833
15/9-F-1,3402.1,0.130179,5.905582419841377,5.775403419841377,0,44.36509283249508
15/9-F-1,3402.5,0.151084,5.493099628269793,5.342015628269793,0,35.357917637008505
15/9-F-1,3402.6,0.24795799999999998,5.067830153186603,4.819872153186603,0,19.43826032306521
15/9-F-1,3403.4,0.48714799999999997,4.903163721251811,4.416015721251811,0,9.065039210366892
15/9-F-1,3404.0,0.0139746,5.068823637308512,5.054849037308512,0,361.71690333236813
15/9-F-1,3404.3,0.0626275,6.030426858528777,5.967799358528778,0,95.29039732591556
15/9-F-1,3404.5,0.08416180000000001,4.980915781795672,4.896753981795672,0,58.18261945200401
15/9-F-1,3404.7,0.036397000000000006,4.881435643158382,4.845038643158382,0,133.1164283638317
15/9-F-1,3406.7,0.5039899999999999,4.881787218249235,4.377797218249235,0,8.686277938548852
15/9-F-1,3408.2,0.11458800000000001,5.1660190936437,5.0514310936437,0,44.083421419727195
15/9-F-1,3408.5,0.040273500000000004,4.808478201323454,4.768204701323454,0,118.39558770217275
15/9-F-1,3409.4,0.052060699999999994,4.868702107072338,4.816641407072338,0,92.51972038547962
15/9-F-1,3409.5,0.0545572,4.905162732363954,4.8506055323639545,0,88.90862310316429
15/9-F-1,3409.8,0.108555,4.89304864830337,4.78449364830337,0,44.074373804093504
15/9-F-1,3410.9,0.25896199999999997,5.635635499595542,5.376673499595542,0,20.762403362638313
15/9-F-1,3411.2,0.726913,4.774624058108013,4.047711058108013,0,5.568356953456621
15/9-F-1,3412.4,0.0574249,5.336166338780132,5.278741438780132,0,91.92426001229663
15/9-F-1,3412.6,0.046884300000000004,5.178202386039452,5.131318086039451,0,109.44640500208921
15/9-F-1,3413.2,0.623119,4.942218470019453,4.319099470019453,0,6.931419953523249
15/9-F-1,3413.9,0.092913,4.8825382759732,4.7896252759732,0,51.549570845556595
15/9-F-1,3414.0,0.075271,4.84213255417886,4.76686155417886,0,63.329324097977434
15/9-F-1,3414.8,0.0128911,5.148696015979357,5.135804915979357,0,398.3992767086871
15/9-F-1,3415.0,0.0515937,5.485172358961888,5.433578658961888,0,105.31477019407193
15/9-F-1,3415.7,0.221588,5.27165730315602,5.05006930315602,0,22.790355538910138
15/9-F-1,3415.8,0.329866,5.096906421991931,4.767040421991931,0,14.451445198935117
15/9-F-1,3416.3,0.5918100000000001,4.798077705860056,4.206267705860056,0,7.1074630470253215
15/9-F-1,3416.4,0.48512200000000005,4.820840436571523,4.335718436571524,0,8.937377477359352
15/9-F-1,3416.5,0.390002,4.958341224277986,4.568339224277986,0,11.713630248762792
15/9-F-1,3416.7,0.180335,5.485738457163324,5.305403457163323,0,29.419710301180157
15/9-F-1,3417.6,0.49781099999999995,5.306034728565399,4.808223728565399,0,9.658733391920627
15/9-F-1,3417.8,1.11276,5.814112927128553,4.7013529271285535,0,4.224947811862894
15/9-F-1,3418.6,0.4383,5.656512605705646,5.218212605705646,0,11.905572908294879
15/9-F-1,3419.0,1.3895600000000001,5.458640908190074,4.069080908190074,0,2.9283232880840506
15/9-F-1,3419.4,0.59318,4.799977645444915,4.206797645444914,0,7.091941140033234
15/9-F-1,3419.6,0.393784,4.743619849393298,4.349835849393298,0,11.04624832241355
15/9-F-1,3420.3,0.0583446,5.057538169409268,4.999193569409268,0,85.68391195430713
15/9-F-1,3420.6,0.07578889999999999,4.883915083029899,4.808126183029899,0,63.44103401724922
15/9-F-1,3421.6,0.08270160000000001,4.87387177544348,4.79117017544348,0,57.9332222767574
15/9-F-1,3421.8,0.06050509999999999,4.9214661663373604,4.86096106633736,0,80.33969146960109
15/9-F-1,3422.0,0.105163,4.897267373350923,4.792104373350923,0,45.568349831698626
15/9-F-1,3422.2,0.0512388,4.899877020056227,4.848638220056227,0,94.62825476116198
15/9-F-1,3422.9,0.00739069,5.9987189310650795,5.991328241065079,0,810.6588479648151
15/9-F-1,3423.0,0.00748269,5.672276013018107,5.664793323018107,0,757.0530548530149
15/9-F-1,3423.9,0.6495489999999999,5.3442829012842035,4.694733901284204,0,7.227682440099522
15/9-F-1,3424.7,0.425576,4.926624659918924,4.501048659918924,0,10.576368639018469
15/9-F-1,3424.8,0.370251,4.922065213358665,4.551814213358665,0,12.293860687367935
15/9-F-1,3425.3,0.0488505,4.9045510801399255,4.855700580139925,0,99.39919919222783
15/9-F-1,3425.6,0.00297472,4.928312713940593,4.925337993940593,0,1655.7316298477142
15/9-F-1,3425.9,9.80237E-4,4.88731181744538,4.88633158044538,0,4984.847113958544
15/9-F-1,3426.4,0.0020587,6.163651122952641,6.161592422952641,0,2992.953039759382
15/9-F-1,3426.9,0.199015,6.919064981847377,6.720049981847377,0,33.76655016881831
15/9-F-1,3427.5,1.28409,5.068762707704404,3.784672707704404,0,2.9473578235983493
15/9-F-1,3428.0,1.49111,4.894419033455463,3.4033090334554634,0,2.2823997112590377
15/9-F-1,3429.5,0.391816,5.422149995874019,5.0303339958740185,0,12.83851092317317
15/9-F-1,3429.6,0.339362,5.273305508605806,4.933943508605806,0,14.538880336059446
15/9-F-1,3430.6,0.168522,5.427457863084605,5.258935863084605,0,31.20622745448431
15/9-F-1,3431.0,0.11969500000000001,5.384901776493693,5.2652067764936925,0,43.988527311029635
15/9-F-1,3431.1,0.16135,5.299822058201711,5.138472058201711,0,31.846743465768277
15/9-F-1,3431.7,0.49049899999999996,5.591856745206449,5.10135774520645,0,10.400342804381761
15/9-F-1,3431.9,0.394523,5.016659425206613,4.622136425206612,0,11.715759094416834
15/9-F-1,3432.1,0.190323,4.921369417055663,4.731046417055663,0,24.85798572456121
15/9-F-1,3432.4,0.628718,5.123976931050005,4.495258931050005,0,7.149881077128386
15/9-F-1,3432.9,0.114699,4.885811685790712,4.771112685790712,0,41.59681153096986
15/9-F-1,3433.6,0.165185,4.905410535609949,4.740225535609949,0,28.696464785603712
15/9-F-1,3433.7,0.09102589999999999,4.86235206664539,4.77132616664539,0,52.417236925373885
15/9-F-1,3434.6,0.030601299999999998,5.100806814378939,5.070205514378939,0,165.6859517203171
15/9-F-1,3434.7,0.048794199999999996,5.265081863058821,5.2162876630588215,0,106.90384642147677
15/9-F-1,3434.8,0.044193199999999995,5.379944593140959,5.335751393140959,0,120.73693222353121
15/9-F-1,3435.4,0.112349,4.886778512702942,4.774429512702942,0,42.49641307624404
15/9-F-1,3435.5,0.16530899999999998,4.886778512702942,4.721469512702942,0,28.561478883200206
15/9-F-1,3435.9,0.44506999999999997,4.791761437958776,4.346691437958776,0,9.766309654568442
15/9-F-1,3436.9,0.0620946,6.078406662217289,6.016312062217289,0,96.88945676785565
15/9-F-1,3438.0,2.22579,5.330010332410763,3.1042203324107627,0,1.3946600229180484
15/9-F-1,3438.2,2.0177400000000003,5.0584589016638475,3.040718901663847,0,1.5069924279956024
15/9-F-1,3438.5,0.76603,5.445265489333304,4.679235489333304,0,6.108423285423944
15/9-F-1,3438.8,0.405812,5.607623736537237,5.201811736537237,0,12.818279736767854
15/9-F-1,3438.9,0.29656,4.825155456299209,4.528595456299208,0,15.270418992106853
15/9-F-1,3439.0,0.20945500000000003,4.268888802301469,4.059433802301469,0,19.380935295416528
15/9-F-1,3441.1,1.01871E-4,5.402305667918543,5.402203796918543,0,53029.84948531518
15/9-F-1,3441.5,0.228008,4.746840745531986,4.518832745531986,0,19.81874647175532
15/9-F-1,3441.8,0.41117200000000004,5.024982228237976,4.613810228237976,0,11.221119697445292
15/9-F-1,3444.8,0.32256,5.346204709549633,5.023644709549632,0,15.574295354506548
15/9-F-1,3445.2,0.166641,4.0954859515093,3.9288449515093,0,23.576700520936022
15/9-F-1,3445.6,0.21664899999999998,5.064864629284566,4.8482156292845655,0,22.378204511835115
15/9-F-1,3446.1,3.5100000000000006E-5,4.089845235553072,4.089810135553072,0,116518.80728071427
15/9-F-1,3446.8,0.15774000000000002,4.973687218582241,4.815947218582241,0,30.5309193519858
15/9-F-1,3446.9,0.023266299999999997,5.023406039815304,5.000139739815304,0,214.90910629602922
15/9-F-1,3447.8,0.146776,5.644207923070513,5.497431923070513,0,37.454569705336795
15/9-F-1,3449.7,4.0899999999999997E-7,12.397250922785116,12.397250513785115,0,3.0311125950574856E7
15/9-F-1,3450.8,12.5574,11.278819403272513,-1.2785805967274868,0,-0.10181889537065689
15/9-F-1,3451.1,12.6674,11.060935961538647,-1.606464038461354,0,-0.12681876616048707
15/9-F-1,3451.3,10.3779,11.208716868046917,0.8308168680469166,0,0.08005635707097934
15/9-F-1,3451.6,11.2316,13.34622323996191,2.11462323996191,0,0.18827444353092254
15/9-F-1,3452.1,11.0361,8.783232692159288,-2.2528673078407113,0,-0.20413618106402728
15/9-F-1,3453.7,5.7737099999999995,8.50515020374975,2.7314402037497505,0,0.4730823341923565
15/9-F-1,3454.5,10.652000000000001,14.560541271146054,3.9085412711460528,0,0.36693027329572403
15/9-F-1,3454.6,6.2824,10.715854788326487,4.433454788326487,0,0.7056944461235335
15/9-F-1,3455.5,8.02213,6.494070898443248,-1.528059101556753,0,-0.19048047109143743
15/9-F-1,3457.0,0.553355,15.035353168345148,14.481998168345148,0,26.171261068112056
15/9-F-1,3457.1,0.91899,16.139541254759806,15.220551254759805,0,16.562259931838003
15/9-F-1,3457.5,3.3226400000000003,16.55883795343294,13.236197953432939,0,3.9836388996198617
15/9-F-1,3458.2,16.6773,10.854946879776067,-5.822353120223932,0,-0.349118449642564
15/9-F-1,3458.6,16.5367,8.930844639738359,-7.605855360261641,0,-0.4599379174963349
15/9-F-1,3459.1,8.53817,6.95858128548265,-1.5795887145173495,0,-0.18500319325070239
15/9-F-1,3459.2,6.804880000000001,6.218835636057387,-0.586044363942614,0,-0.08612119007868088
15/9-F-1,3459.4,5.1771,5.4732871414497275,0.29618714144972724,0,0.05721101416811095
15/9-F-1,3459.7,7.302289999999999,10.684717311787573,3.3824273117875734,0,0.4632009016058762
15/9-F-1,3459.9,3.36935,16.260931937464157,12.891581937464156,0,3.8261332118848315
15/9-F-1,3462.1,4.78958,15.101511018339133,10.311931018339134,0,2.152992750583378
15/9-F-1,3465.0,4.88671,10.159008593825794,5.272298593825794,0,1.0789055609655154
15/9-F-1,3465.2,2.02875,10.480611228783903,8.451861228783903,0,4.166043735691388
15/9-F-1,3465.4,1.08986,8.425260728194194,7.335400728194195,0,6.730589918149298
15/9-F-1,3465.5,0.977665,7.124757299972443,6.147092299972443,0,6.287524151905247
15/9-F-1,3465.6,1.1941700000000002,6.91427958934971,5.720109589349709,0,4.79002955136179
15/9-F-1,3467.1,2.2934,6.736112489421377,4.4427124894213765,0,1.937172970010193
15/9-F-1,3469.0,2.98405,5.89918267304726,2.9151326730472604,0,0.9769047680324594
15/9-F-1,3469.1,2.7631900000000003,5.607473983065823,2.844283983065823,0,1.029347957638028
15/9-F-1,3469.2,2.44804,5.485462867351088,3.0374228673510877,0,1.2407570412865343
15/9-F-1,3470.0,0.448981,4.784361002745158,4.335380002745159,0,9.656043357614594
15/9-F-1,3470.2,0.261843,4.933477770282113,4.671634770282113,0,17.841358257742666
15/9-F-1,3470.7,0.0553102,5.439684750520744,5.384374550520744,0,97.34867258698657
15/9-F-1,3470.9,0.0662291,6.037944875696192,5.971715775696192,0,90.16755135878628
15/9-F-1,3472.0,2.30689,10.462152614814485,8.155262614814486,0,3.5351761960104233
15/9-F-1,3472.1,3.3289999999999997,10.184868450592097,6.855868450592097,0,2.0594378043232493
