WELL,DEPTH,FACIES,prediction,prediction_correct
15/9-F-1,3319.0,,,
15/9-F-1,3319.1,,,
15/9-F-1,3319.2,,,
15/9-F-1,3319.3,,,
15/9-F-1,3319.4,,,
15/9-F-1,3319.5,,,
15/9-F-1,3319.6,,,
15/9-F-1,3319.7,,,
15/9-F-1,3319.8,,,
15/9-F-1,3319.9,,,
15/9-F-1,3320.0,,,
15/9-F-1,3320.1,,,
15/9-F-1,3320.2,,,
15/9-F-1,3320.3,,,
15/9-F-1,3320.4,,,
15/9-F-1,3320.5,,,
15/9-F-1,3320.6,,,
15/9-F-1,3320.7,,,
15/9-F-1,3320.8,,,
15/9-F-1,3320.9,,,
15/9-F-1,3321.0,,,
15/9-F-1,3321.1,,,
15/9-F-1,3321.2,,,
15/9-F-1,3321.3,,,
15/9-F-1,3321.4,,,
15/9-F-1,3321.5,,,
15/9-F-1,3321.6,,,
15/9-F-1,3321.7,,,
15/9-F-1,3321.8,,,
15/9-F-1,3321.9,,,
15/9-F-1,3322.0,,,
15/9-F-1,3322.1,,,
15/9-F-1,3322.2,,,
15/9-F-1,3322.3,,,
15/9-F-1,3322.4,,,
15/9-F-1,3322.5,,,
15/9-F-1,3322.6,,,
15/9-F-1,3322.7,,,
15/9-F-1,3322.8,,,
15/9-F-1,3322.9,,,
15/9-F-1,3323.0,,,
15/9-F-1,3323.1,,,
15/9-F-1,3323.2,,,
15/9-F-1,3323.3,,,
15/9-F-1,3323.4,,,
15/9-F-1,3323.5,,,
15/9-F-1,3323.6,,,
15/9-F-1,3323.7,,,
15/9-F-1,3323.8,,,
15/9-F-1,3323.9,,,
15/9-F-1,3324.0,,,
15/9-F-1,3324.1,,,
15/9-F-1,3324.2,,,
15/9-F-1,3324.3,,,
15/9-F-1,3324.4,,,
15/9-F-1,3324.5,,,
15/9-F-1,3324.6,,,
15/9-F-1,3324.7,,,
15/9-F-1,3324.8,,,
15/9-F-1,3324.9,,,
15/9-F-1,3325.0,,,
15/9-F-1,3325.1,,,
15/9-F-1,3325.2,,,
15/9-F-1,3325.3,,,
15/9-F-1,3325.4,,,
15/9-F-1,3325.5,,,
15/9-F-1,3325.6,,,
15/9-F-1,3325.7,,,
15/9-F-1,3325.8,,,
15/9-F-1,3325.9,,,
15/9-F-1,3326.0,,,
15/9-F-1,3326.1,,,
15/9-F-1,3326.2,,,
15/9-F-1,3326.3,,,
15/9-F-1,3326.4,,,
15/9-F-1,3326.5,,,
15/9-F-1,3326.6,,,
15/9-F-1,3326.7,,,
15/9-F-1,3326.8,,,
15/9-F-1,3326.9,,,
15/9-F-1,3327.0,,,
15/9-F-1,3327.1,,,
15/9-F-1,3327.2,,,
15/9-F-1,3327.3,,,
15/9-F-1,3327.4,,,
15/9-F-1,3327.5,,,
15/9-F-1,3327.6,,,
15/9-F-1,3327.7,,,
15/9-F-1,3327.8,,,
15/9-F-1,3327.9,,,
15/9-F-1,3328.0,,,
15/9-F-1,3328.1,,,
15/9-F-1,3328.2,,,
15/9-F-1,3328.3,,,
15/9-F-1,3328.4,,,
15/9-F-1,3328.5,,,
15/9-F-1,3328.6,,,
15/9-F-1,3328.7,,,
15/9-F-1,3328.8,,,
15/9-F-1,3328.9,,,
15/9-F-1,3329.0,,,
15/9-F-1,3329.1,,,
15/9-F-1,3329.2,,,
15/9-F-1,3329.3,,,
15/9-F-1,3329.4,,,
15/9-F-1,3329.5,,,
15/9-F-1,3329.6,,,
15/9-F-1,3329.7,,,
15/9-F-1,3329.8,,,
15/9-F-1,3329.9,,,
15/9-F-1,3330.0,,,
15/9-F-1,3330.1,,,
15/9-F-1,3330.2,,,
15/9-F-1,3330.3,,,
15/9-F-1,3330.4,,,
15/9-F-1,3330.5,,,
15/9-F-1,3330.6,,,
15/9-F-1,3330.7,,,
15/9-F-1,3330.8,,,
15/9-F-1,3330.9,,,
15/9-F-1,3331.0,,,
15/9-F-1,3331.1,,,
15/9-F-1,3331.2,,,
15/9-F-1,3331.3,,,
15/9-F-1,3331.4,,,
15/9-F-1,3331.5,,,
15/9-F-1,3331.6,,,
15/9-F-1,3331.7,,,
15/9-F-1,3331.8,,,
15/9-F-1,3331.9,,,
15/9-F-1,3332.0,,,
15/9-F-1,3332.1,,,
15/9-F-1,3332.2,,,
15/9-F-1,3332.3,,,
15/9-F-1,3332.4,,,
15/9-F-1,3332.5,,,
15/9-F-1,3332.6,,,
15/9-F-1,3332.7,,,
15/9-F-1,3332.8,,,
15/9-F-1,3332.9,,,
15/9-F-1,3333.0,,,
15/9-F-1,3333.1,,,
15/9-F-1,3333.2,,,
15/9-F-1,3333.3,,,
15/9-F-1,3333.4,,,
15/9-F-1,3333.5,,,
15/9-F-1,3333.6,,,
15/9-F-1,3333.7,,,
15/9-F-1,3333.8,,,
15/9-F-1,3333.9,,,
15/9-F-1,3334.0,,,
15/9-F-1,3334.1,,,
15/9-F-1,3334.2,,,
15/9-F-1,3334.3,,,
15/9-F-1,3334.4,,,
15/9-F-1,3334.5,,,
15/9-F-1,3334.6,,,
15/9-F-1,3334.7,,,
15/9-F-1,3334.8,,,
15/9-F-1,3334.9,,,
15/9-F-1,3335.0,,,
15/9-F-1,3335.1,,,
15/9-F-1,3335.2,,,
15/9-F-1,3335.3,,,
15/9-F-1,3335.4,,,
15/9-F-1,3335.5,,,
15/9-F-1,3335.6,,,
15/9-F-1,3335.7,,,
15/9-F-1,3335.8,,,
15/9-F-1,3335.9,,,
15/9-F-1,3336.0,,,
15/9-F-1,3336.1,,,
15/9-F-1,3336.2,,,
15/9-F-1,3336.3,,,
15/9-F-1,3336.4,,,
15/9-F-1,3336.5,,,
15/9-F-1,3336.6,,,
15/9-F-1,3336.7,,,
15/9-F-1,3336.8,,,
15/9-F-1,3336.9,,,
15/9-F-1,3337.0,,,
15/9-F-1,3337.1,,,
15/9-F-1,3337.2,,,
15/9-F-1,3337.3,,,
15/9-F-1,3337.4,,,
15/9-F-1,3337.5,,,
15/9-F-1,3337.6,,,
15/9-F-1,3337.7,,,
15/9-F-1,3337.8,,,
15/9-F-1,3337.9,,,
15/9-F-1,3338.0,,,
15/9-F-1,3338.1,,,
15/9-F-1,3338.2,,,
15/9-F-1,3338.3,,,
15/9-F-1,3338.4,,,
15/9-F-1,3338.5,,,
15/9-F-1,3338.6,,,
15/9-F-1,3338.7,,,
15/9-F-1,3338.8,,,
15/9-F-1,3338.9,,,
15/9-F-1,3339.0,,,
15/9-F-1,3339.1,,,
15/9-F-1,3339.2,,,
15/9-F-1,3339.3,,,
15/9-F-1,3339.4,,,
15/9-F-1,3339.5,,,
15/9-F-1,3339.6,,,
15/9-F-1,3339.7,,,
15/9-F-1,3339.8,,,
15/9-F-1,3339.9,,,
15/9-F-1,3340.0,,,
15/9-F-1,3340.1,,,
15/9-F-1,3340.2,,,
15/9-F-1,3340.3,,,
15/9-F-1,3340.4,,,
15/9-F-1,3340.5,,,
15/9-F-1,3340.6,,,
15/9-F-1,3340.7,,,
15/9-F-1,3340.8,,,
15/9-F-1,3340.9,,,
15/9-F-1,3341.0,,,
15/9-F-1,3341.1,,,
15/9-F-1,3341.2,,,
15/9-F-1,3341.3,,,
15/9-F-1,3341.4,,,
15/9-F-1,3341.5,,,
15/9-F-1,3341.6,,,
15/9-F-1,3341.7,,,
15/9-F-1,3341.8,,,
15/9-F-1,3341.9,,,
15/9-F-1,3342.0,,,
15/9-F-1,3342.1,,,
15/9-F-1,3342.2,,,
15/9-F-1,3342.3,,,
15/9-F-1,3342.4,,,
15/9-F-1,3342.5,,,
15/9-F-1,3342.6,,,
15/9-F-1,3342.7,,,
15/9-F-1,3342.8,,,
15/9-F-1,3342.9,,,
15/9-F-1,3343.0,,,
15/9-F-1,3343.1,,,
15/9-F-1,3343.2,,,
15/9-F-1,3343.3,,,
15/9-F-1,3343.4,,,
15/9-F-1,3343.5,,,
15/9-F-1,3343.6,,,
15/9-F-1,3343.7,,,
15/9-F-1,3343.8,,,
15/9-F-1,3343.9,,,
15/9-F-1,3344.0,,,
15/9-F-1,3344.1,,,
15/9-F-1,3344.2,,,
15/9-F-1,3344.3,,,
15/9-F-1,3344.4,,,
15/9-F-1,3344.5,,,
15/9-F-1,3344.6,,,
15/9-F-1,3344.7,,,
15/9-F-1,3344.8,,,
15/9-F-1,3344.9,,,
15/9-F-1,3345.0,,,
15/9-F-1,3345.1,,,
15/9-F-1,3345.2,,,
15/9-F-1,3345.3,,,
15/9-F-1,3345.4,,,
15/9-F-1,3345.5,,,
15/9-F-1,3345.6,,,
15/9-F-1,3345.7,,,
15/9-F-1,3345.8,,,
15/9-F-1,3345.9,,,
15/9-F-1,3346.0,,,
15/9-F-1,3346.1,,,
15/9-F-1,3346.2,,,
15/9-F-1,3346.3,,,
15/9-F-1,3346.4,,,
15/9-F-1,3346.5,,,
15/9-F-1,3346.6,,,
15/9-F-1,3346.7,,,
15/9-F-1,3346.8,,,
15/9-F-1,3346.9,,,
15/9-F-1,3347.0,,,
15/9-F-1,3347.1,,,
15/9-F-1,3347.2,,,
15/9-F-1,3347.3,,,
15/9-F-1,3347.4,,,
15/9-F-1,3347.5,,,
15/9-F-1,3347.6,,,
15/9-F-1,3347.7,,,
15/9-F-1,3347.8,,,
15/9-F-1,3347.9,,,
15/9-F-1,3348.0,,,
15/9-F-1,3348.1,,,
15/9-F-1,3348.2,,,
15/9-F-1,3348.3,,,
15/9-F-1,3348.4,,,
15/9-F-1,3348.5,,,
15/9-F-1,3348.6,,,
15/9-F-1,3348.7,,,
15/9-F-1,3348.8,,,
15/9-F-1,3348.9,,,
15/9-F-1,3349.0,,,
15/9-F-1,3349.1,,,
15/9-F-1,3349.2,,,
15/9-F-1,3349.3,,,
15/9-F-1,3349.4,,,
15/9-F-1,3349.5,,,
15/9-F-1,3349.6,,,
15/9-F-1,3349.7,,,
15/9-F-1,3349.8,,,
15/9-F-1,3349.9,,,
15/9-F-1,3350.0,,,
15/9-F-1,3350.1,,,
15/9-F-1,3350.2,,,
15/9-F-1,3350.3,,,
15/9-F-1,3350.4,,,
15/9-F-1,3350.5,,,
15/9-F-1,3350.6,,,
15/9-F-1,3350.7,,,
15/9-F-1,3350.8,,,
15/9-F-1,3350.9,,,
15/9-F-1,3351.0,,,
15/9-F-1,3351.1,,,
15/9-F-1,3351.2,,,
15/9-F-1,3351.3,,,
15/9-F-1,3351.4,,,
15/9-F-1,3351.5,,,
15/9-F-1,3351.6,,,
15/9-F-1,3351.7,,,
15/9-F-1,3351.8,,,
15/9-F-1,3351.9,,,
15/9-F-1,3352.0,,,
15/9-F-1,3352.1,,,
15/9-F-1,3352.2,,,
15/9-F-1,3352.3,,,
15/9-F-1,3352.4,,,
15/9-F-1,3352.5,,,
15/9-F-1,3352.6,,,
15/9-F-1,3352.7,,,
15/9-F-1,3352.8,,,
15/9-F-1,3352.9,,,
15/9-F-1,3353.0,,,
15/9-F-1,3353.1,,,
15/9-F-1,3353.2,,,
15/9-F-1,3353.3,,,
15/9-F-1,3353.4,,,
15/9-F-1,3353.5,,,
15/9-F-1,3353.6,,,
15/9-F-1,3353.7,,,
15/9-F-1,3353.8,,,
15/9-F-1,3353.9,,,
15/9-F-1,3354.0,,,
15/9-F-1,3354.1,,,
15/9-F-1,3354.2,,,
15/9-F-1,3354.3,,,
15/9-F-1,3354.4,,,
15/9-F-1,3354.5,,,
15/9-F-1,3354.6,,,
15/9-F-1,3354.7,,,
15/9-F-1,3354.8,,,
15/9-F-1,3354.9,,,
15/9-F-1,3355.0,,,
15/9-F-1,3355.1,,,
15/9-F-1,3355.2,,,
15/9-F-1,3355.3,,,
15/9-F-1,3355.4,,,
15/9-F-1,3355.5,,,
15/9-F-1,3355.6,,,
15/9-F-1,3355.7,,,
15/9-F-1,3355.8,,,
15/9-F-1,3355.9,,,
15/9-F-1,3356.0,,,
15/9-F-1,3356.1,,,
15/9-F-1,3356.2,,,
15/9-F-1,3356.3,,,
15/9-F-1,3356.4,,,
15/9-F-1,3356.5,,,
15/9-F-1,3356.6,,,
15/9-F-1,3356.7,,,
15/9-F-1,3356.8,,,
15/9-F-1,3356.9,,,
15/9-F-1,3357.0,,,
15/9-F-1,3357.1,,,
15/9-F-1,3357.2,,,
15/9-F-1,3357.3,,,
15/9-F-1,3357.4,,,
15/9-F-1,3357.5,,,
15/9-F-1,3357.6,,,
15/9-F-1,3357.7,,,
15/9-F-1,3357.8,,,
15/9-F-1,3357.9,,,
15/9-F-1,3358.0,,,
15/9-F-1,3358.1,,,
15/9-F-1,3358.2,,,
15/9-F-1,3358.3,,,
15/9-F-1,3358.4,,,
15/9-F-1,3358.5,,,
15/9-F-1,3358.6,,,
15/9-F-1,3358.7,,,
15/9-F-1,3358.8,,,
15/9-F-1,3358.9,,,
15/9-F-1,3359.0,,,
15/9-F-1,3359.1,,,
15/9-F-1,3359.2,,,
15/9-F-1,3359.3,,,
15/9-F-1,3359.4,,,
15/9-F-1,3359.5,,,
15/9-F-1,3359.6,,,
15/9-F-1,3359.7,,,
15/9-F-1,3359.8,,,
15/9-F-1,3359.9,,,
15/9-F-1,3360.0,,,
15/9-F-1,3360.1,,,
15/9-F-1,3360.2,,,
15/9-F-1,3360.3,,,
15/9-F-1,3360.4,,,
15/9-F-1,3360.5,,,
15/9-F-1,3360.6,,,
15/9-F-1,3360.7,,,
15/9-F-1,3360.8,,,
15/9-F-1,3360.9,,,
15/9-F-1,3361.0,,,
15/9-F-1,3361.1,,,
15/9-F-1,3361.2,,,
15/9-F-1,3361.3,,,
15/9-F-1,3361.4,,,
15/9-F-1,3361.5,,,
15/9-F-1,3361.6,,,
15/9-F-1,3361.7,,,
15/9-F-1,3361.8,,,
15/9-F-1,3361.9,,,
15/9-F-1,3362.0,,,
15/9-F-1,3362.1,,,
15/9-F-1,3362.2,,,
15/9-F-1,3362.3,,,
15/9-F-1,3362.4,,,
15/9-F-1,3362.5,,,
15/9-F-1,3362.6,,,
15/9-F-1,3362.7,,,
15/9-F-1,3362.8,,,
15/9-F-1,3362.9,,,
15/9-F-1,3363.0,,,
15/9-F-1,3363.1,,,
15/9-F-1,3363.2,,,
15/9-F-1,3363.3,,,
15/9-F-1,3363.4,,,
15/9-F-1,3363.5,,,
15/9-F-1,3363.6,,,
15/9-F-1,3363.7,,,
15/9-F-1,3363.8,,,
15/9-F-1,3363.9,,,
15/9-F-1,3364.0,,,
15/9-F-1,3364.1,,,
15/9-F-1,3364.2,,,
15/9-F-1,3364.3,,,
15/9-F-1,3364.4,,,
15/9-F-1,3364.5,,,
15/9-F-1,3364.6,,,
15/9-F-1,3364.7,,,
15/9-F-1,3364.8,,,
15/9-F-1,3364.9,,,
15/9-F-1,3365.0,,,
15/9-F-1,3365.1,,,
15/9-F-1,3365.2,,,
15/9-F-1,3365.3,,,
15/9-F-1,3365.4,,,
15/9-F-1,3365.5,,,
15/9-F-1,3365.6,,,
15/9-F-1,3365.7,,,
15/9-F-1,3365.8,,,
15/9-F-1,3365.9,,,
15/9-F-1,3366.0,,,
15/9-F-1,3366.1,,,
15/9-F-1,3366.2,,,
15/9-F-1,3366.3,,,
15/9-F-1,3366.4,,,
15/9-F-1,3366.5,,,
15/9-F-1,3366.6,,,
15/9-F-1,3366.7,,,
15/9-F-1,3366.8,,,
15/9-F-1,3366.9,,,
15/9-F-1,3367.0,,,
15/9-F-1,3367.1,,,
15/9-F-1,3367.2,,,
15/9-F-1,3367.3,,,
15/9-F-1,3367.4,,,
15/9-F-1,3367.5,,,
15/9-F-1,3367.6,,,
15/9-F-1,3367.7,,,
15/9-F-1,3367.8,,,
15/9-F-1,3367.9,,,
15/9-F-1,3368.0,,,
15/9-F-1,3368.1,,,
15/9-F-1,3368.2,,,
15/9-F-1,3368.3,,,
15/9-F-1,3368.4,,,
15/9-F-1,3368.5,,,
15/9-F-1,3368.6,,,
15/9-F-1,3368.7,,,
15/9-F-1,3368.8,,,
15/9-F-1,3368.9,,,
15/9-F-1,3369.0,,,
15/9-F-1,3369.1,,,
15/9-F-1,3369.2,,,
15/9-F-1,3369.3,,,
15/9-F-1,3369.4,,,
15/9-F-1,3369.5,,,
15/9-F-1,3369.6,,,
15/9-F-1,3369.7,,,
15/9-F-1,3369.8,,,
15/9-F-1,3369.9,,,
15/9-F-1,3370.0,,,
15/9-F-1,3370.1,,,
15/9-F-1,3370.2,,,
15/9-F-1,3370.3,,,
15/9-F-1,3370.4,,,
15/9-F-1,3370.5,,,
15/9-F-1,3370.6,,,
15/9-F-1,3370.7,,,
15/9-F-1,3370.8,,,
15/9-F-1,3370.9,,,
15/9-F-1,3371.0,,,
15/9-F-1,3371.1,,,
15/9-F-1,3371.2,,,
15/9-F-1,3371.3,,,
15/9-F-1,3371.4,,,
15/9-F-1,3371.5,,,
15/9-F-1,3371.6,,,
15/9-F-1,3371.7,,,
15/9-F-1,3371.8,,,
15/9-F-1,3371.9,,,
15/9-F-1,3372.0,,,
15/9-F-1,3372.1,,,
15/9-F-1,3372.2,,,
15/9-F-1,3372.3,,,
15/9-F-1,3372.4,,,
15/9-F-1,3372.5,,,
15/9-F-1,3372.6,,,
15/9-F-1,3372.7,,,
15/9-F-1,3372.8,,,
15/9-F-1,3372.9,,,
15/9-F-1,3373.0,,,
15/9-F-1,3373.1,,,
15/9-F-1,3373.2,,,
15/9-F-1,3373.3,,,
15/9-F-1,3373.4,,,
15/9-F-1,3373.5,,,
15/9-F-1,3373.6,,,
15/9-F-1,3373.7,,,
15/9-F-1,3373.8,,,
15/9-F-1,3373.9,,,
15/9-F-1,3374.0,,,
15/9-F-1,3374.1,,,
15/9-F-1,3374.2,,,
15/9-F-1,3374.3,,,
15/9-F-1,3374.4,,,
15/9-F-1,3374.5,,,
15/9-F-1,3374.6,,,
15/9-F-1,3374.7,,,
15/9-F-1,3374.8,,,
15/9-F-1,3374.9,,,
15/9-F-1,3375.0,,,
15/9-F-1,3375.1,,,
15/9-F-1,3375.2,,,
15/9-F-1,3375.3,,,
15/9-F-1,3375.4,,,
15/9-F-1,3375.5,,,
15/9-F-1,3375.6,,,
15/9-F-1,3375.7,,,
15/9-F-1,3375.8,,,
15/9-F-1,3375.9,,,
15/9-F-1,3376.0,,,
15/9-F-1,3376.1,,,
15/9-F-1,3376.2,,,
15/9-F-1,3376.3,,,
15/9-F-1,3376.4,,,
15/9-F-1,3376.5,,,
15/9-F-1,3376.6,,,
15/9-F-1,3376.7,,,
15/9-F-1,3376.8,,,
15/9-F-1,3376.9,,,
15/9-F-1,3377.0,,,
15/9-F-1,3377.1,,,
15/9-F-1,3377.2,,,
15/9-F-1,3377.3,,,
15/9-F-1,3377.4,,,
15/9-F-1,3377.5,,,
15/9-F-1,3377.6,,,
15/9-F-1,3377.7,,,
15/9-F-1,3377.8,,,
15/9-F-1,3377.9,,,
15/9-F-1,3378.0,,,
15/9-F-1,3378.1,,,
15/9-F-1,3378.2,,,
15/9-F-1,3378.3,,,
15/9-F-1,3378.4,,,
15/9-F-1,3378.5,,,
15/9-F-1,3378.6,,,
15/9-F-1,3378.7,,,
15/9-F-1,3378.8,,,
15/9-F-1,3378.9,,,
15/9-F-1,3379.0,,,
15/9-F-1,3379.1,,,
15/9-F-1,3379.2,,,
15/9-F-1,3379.3,,,
15/9-F-1,3379.4,,,
15/9-F-1,3379.5,,,
15/9-F-1,3379.6,,,
15/9-F-1,3379.7,,,
15/9-F-1,3379.8,,,
15/9-F-1,3379.9,,,
15/9-F-1,3380.0,,,
15/9-F-1,3380.1,,,
15/9-F-1,3380.2,,,
15/9-F-1,3380.3,,,
15/9-F-1,3380.4,,,
15/9-F-1,3380.5,,,
15/9-F-1,3380.6,,,
15/9-F-1,3380.7,,,
15/9-F-1,3380.8,,,
15/9-F-1,3380.9,,,
15/9-F-1,3381.0,,,
15/9-F-1,3381.1,,,
15/9-F-1,3381.2,,,
15/9-F-1,3381.3,,,
15/9-F-1,3381.4,,,
15/9-F-1,3381.5,,,
15/9-F-1,3381.6,,,
15/9-F-1,3381.7,,,
15/9-F-1,3381.8,,,
15/9-F-1,3381.9,,,
15/9-F-1,3382.0,,,
15/9-F-1,3382.1,,,
15/9-F-1,3382.2,,,
15/9-F-1,3382.3,,,
15/9-F-1,3382.4,,,
15/9-F-1,3382.5,,,
15/9-F-1,3382.6,,,
15/9-F-1,3382.7,,,
15/9-F-1,3382.8,,,
15/9-F-1,3382.9,,,
15/9-F-1,3383.0,,,
15/9-F-1,3383.1,,,
15/9-F-1,3383.2,,,
15/9-F-1,3383.3,,,
15/9-F-1,3383.4,,,
15/9-F-1,3383.5,,,
15/9-F-1,3383.6,,,
15/9-F-1,3383.7,,,
15/9-F-1,3383.8,,,
15/9-F-1,3383.9,,,
15/9-F-1,3384.0,,,
15/9-F-1,3384.1,,,
15/9-F-1,3384.2,,,
15/9-F-1,3384.3,,,
15/9-F-1,3384.4,,,
15/9-F-1,3384.5,,,
15/9-F-1,3384.6,,,
15/9-F-1,3384.7,,,
15/9-F-1,3384.8,,,
15/9-F-1,3384.9,,,
15/9-F-1,3385.0,,,
15/9-F-1,3385.1,,,
15/9-F-1,3385.2,,,
15/9-F-1,3385.3,,,
15/9-F-1,3385.4,,,
15/9-F-1,3385.5,,,
15/9-F-1,3385.6,,,
15/9-F-1,3385.7,,,
15/9-F-1,3385.8,,,
15/9-F-1,3385.9,,,
15/9-F-1,3386.0,,,
15/9-F-1,3386.1,,,
15/9-F-1,3386.2,,,
15/9-F-1,3386.3,,,
15/9-F-1,3386.4,,,
15/9-F-1,3386.5,,,
15/9-F-1,3386.6,,,
15/9-F-1,3386.7,,,
15/9-F-1,3386.8,,,
15/9-F-1,3386.9,,,
15/9-F-1,3387.0,,,
15/9-F-1,3387.1,,,
15/9-F-1,3387.2,,,
15/9-F-1,3387.3,,,
15/9-F-1,3387.4,,,
15/9-F-1,3387.5,,,
15/9-F-1,3387.6,,,
15/9-F-1,3387.7,,,
15/9-F-1,3387.8,,,
15/9-F-1,3387.9,,,
15/9-F-1,3388.0,,,
15/9-F-1,3388.1,,,
15/9-F-1,3388.2,,,
15/9-F-1,3388.3,,,
15/9-F-1,3388.4,,,
15/9-F-1,3388.5,,,
15/9-F-1,3388.6,,,
15/9-F-1,3388.7,,,
15/9-F-1,3388.8,,,
15/9-F-1,3388.9,,,
15/9-F-1,3389.0,,,
15/9-F-1,3389.1,,,
15/9-F-1,3389.2,,,
15/9-F-1,3389.3,,,
15/9-F-1,3389.4,,,
15/9-F-1,3389.5,,,
15/9-F-1,3389.6,,,
15/9-F-1,3389.7,,,
15/9-F-1,3389.8,,,
15/9-F-1,3389.9,,,
15/9-F-1,3390.0,,,
15/9-F-1,3390.1,,,
15/9-F-1,3390.2,,,
15/9-F-1,3390.3,,,
15/9-F-1,3390.4,,,
15/9-F-1,3390.5,,,
15/9-F-1,3390.6,,,
15/9-F-1,3390.7,,,
15/9-F-1,3390.8,,,
15/9-F-1,3390.9,,,
15/9-F-1,3391.0,,,
15/9-F-1,3391.1,,,
15/9-F-1,3391.2,,,
15/9-F-1,3391.3,,,
15/9-F-1,3391.4,,,
15/9-F-1,3391.5,,,
15/9-F-1,3391.6,,,
15/9-F-1,3391.7,,,
15/9-F-1,3391.8,,,
15/9-F-1,3391.9,,,
15/9-F-1,3392.0,,,
15/9-F-1,3392.1,,,
15/9-F-1,3392.2,,,
15/9-F-1,3392.3,,,
15/9-F-1,3392.4,,,
15/9-F-1,3392.5,,,
15/9-F-1,3392.6,,,
15/9-F-1,3392.7,,,
15/9-F-1,3392.8,,,
15/9-F-1,3392.9,,,
15/9-F-1,3393.0,,,
15/9-F-1,3393.1,,,
15/9-F-1,3393.2,,,
15/9-F-1,3393.3,,,
15/9-F-1,3393.4,,,
15/9-F-1,3393.5,,,
15/9-F-1,3393.6,,,
15/9-F-1,3393.7,,,
15/9-F-1,3393.8,,,
15/9-F-1,3393.9,,,
15/9-F-1,3394.0,,,
15/9-F-1,3394.1,,,
15/9-F-1,3394.2,,,
15/9-F-1,3394.3,,,
15/9-F-1,3394.4,,,
15/9-F-1,3394.5,,,
15/9-F-1,3394.6,,,
15/9-F-1,3394.7,,,
15/9-F-1,3394.8,,,
15/9-F-1,3394.9,,,
15/9-F-1,3395.0,,,
15/9-F-1,3395.1,,,
15/9-F-1,3395.2,,,
15/9-F-1,3395.3,,,
15/9-F-1,3395.4,,,
15/9-F-1,3395.5,,,
15/9-F-1,3395.6,,,
15/9-F-1,3395.7,,,
15/9-F-1,3395.8,,,
15/9-F-1,3395.9,,,
15/9-F-1,3396.0,,,
15/9-F-1,3396.1,,,
15/9-F-1,3396.2,,,
15/9-F-1,3396.3,,,
15/9-F-1,3396.4,,,
15/9-F-1,3396.5,,,
15/9-F-1,3396.6,,,
15/9-F-1,3396.7,,,
15/9-F-1,3396.8,,,
15/9-F-1,3396.9,,,
15/9-F-1,3397.0,,,
15/9-F-1,3397.1,,,
15/9-F-1,3397.2,,,
15/9-F-1,3397.3,,,
15/9-F-1,3397.4,,,
15/9-F-1,3397.5,,,
15/9-F-1,3397.6,,,
15/9-F-1,3397.7,,,
15/9-F-1,3397.8,,,
15/9-F-1,3397.9,,,
15/9-F-1,3398.0,,,
15/9-F-1,3398.1,,,
15/9-F-1,3398.2,,,
15/9-F-1,3398.3,,,
15/9-F-1,3398.4,,,
15/9-F-1,3398.5,,,
15/9-F-1,3398.6,,,
15/9-F-1,3398.7,,,
15/9-F-1,3398.8,,,
15/9-F-1,3398.9,,,
15/9-F-1,3399.0,,,
15/9-F-1,3399.1,,,
15/9-F-1,3399.2,,,
15/9-F-1,3399.3,,,
15/9-F-1,3399.4,,,
15/9-F-1,3399.5,,,
15/9-F-1,3399.6,,,
15/9-F-1,3399.7,,,
15/9-F-1,3399.8,,,
15/9-F-1,3399.9,,,
15/9-F-1,3400.0,,,
15/9-F-1,3400.1,,,
15/9-F-1,3400.2,,,
15/9-F-1,3400.3,,,
15/9-F-1,3400.4,,,
15/9-F-1,3400.5,,,
15/9-F-1,3400.6,,,
15/9-F-1,3400.7,,,
15/9-F-1,3400.8,,,
15/9-F-1,3400.9,,,
15/9-F-1,3401.0,,,
15/9-F-1,3401.1,,,
15/9-F-1,3401.2,,,
15/9-F-1,3401.3,,,
15/9-F-1,3401.4,,,
15/9-F-1,3401.5,,,
15/9-F-1,3401.6,,,
15/9-F-1,3401.7,,,
15/9-F-1,3401.8,,,
15/9-F-1,3401.9,,,
15/9-F-1,3402.0,,,
15/9-F-1,3402.1,,,
15/9-F-1,3402.2,,,
15/9-F-1,3402.3,,,
15/9-F-1,3402.4,,,
15/9-F-1,3402.5,,,
15/9-F-1,3402.6,,,
15/9-F-1,3402.7,,,
15/9-F-1,3402.8,,,
15/9-F-1,3402.9,,,
15/9-F-1,3403.0,,,
15/9-F-1,3403.1,,,
15/9-F-1,3403.2,,,
15/9-F-1,3403.3,,,
15/9-F-1,3403.4,,,
15/9-F-1,3403.5,,,
15/9-F-1,3403.6,,,
15/9-F-1,3403.7,,,
15/9-F-1,3403.8,,,
15/9-F-1,3403.9,,,
15/9-F-1,3404.0,,,
15/9-F-1,3404.1,,,
15/9-F-1,3404.2,,,
15/9-F-1,3404.3,,,
15/9-F-1,3404.4,,,
15/9-F-1,3404.5,,,
15/9-F-1,3404.6,,,
15/9-F-1,3404.7,,,
15/9-F-1,3404.8,,,
15/9-F-1,3404.9,,,
15/9-F-1,3405.0,,,
15/9-F-1,3405.1,,,
15/9-F-1,3405.2,,,
15/9-F-1,3405.3,,,
15/9-F-1,3405.4,,,
15/9-F-1,3405.5,,,
15/9-F-1,3405.6,,,
15/9-F-1,3405.7,,,
15/9-F-1,3405.8,,,
15/9-F-1,3405.9,,,
15/9-F-1,3406.0,,,
15/9-F-1,3406.1,,,
15/9-F-1,3406.2,,,
