WELL,DEPTH,SW,prediction,error,abs_error_decile,relative_error
15/9-F-1,3367.2,1.0,1.0154057,0.015405654907226562,0,0.015405654907226562
15/9-F-1,3367.4,1.0,0.99614763,-0.003852367401123047,0,-0.003852367401123047
15/9-F-1,3367.6,1.0,1.0060692,0.006069183349609375,0,0.006069183349609375
15/9-F-1,3367.7,1.0,1.0001434,1.4340877532958984E-4,0,1.4340877532958984E-4
15/9-F-1,3369.5,1.0,1.0027299,0.0027298927307128906,0,0.0027298927307128906
15/9-F-1,3370.1,1.0,0.9804329,-0.01956707239151001,0,-0.01956707239151001
15/9-F-1,3370.3,1.0,1.0071299,0.0071299076080322266,0,0.0071299076080322266
15/9-F-1,3370.4,1.0,0.990767,-0.00923299789428711,0,-0.00923299789428711
15/9-F-1,3370.5,1.0,1.0007539,7.538795471191406E-4,0,7.538795471191406E-4
15/9-F-1,3370.7,1.0,0.99974763,-2.523660659790039E-4,0,-2.523660659790039E-4
15/9-F-1,3370.8,1.0,1.0044239,0.004423856735229492,0,0.004423856735229492
15/9-F-1,3371.5,1.0,0.9897965,-0.01020348072052002,0,-0.01020348072052002
15/9-F-1,3371.7,1.0,1.0009809,9.808540344238281E-4,0,9.808540344238281E-4
15/9-F-1,3371.9,1.0,1.0072831,0.0072830915451049805,0,0.0072830915451049805
15/9-F-1,3373.5,1.0,0.9986516,-0.0013483762741088867,0,-0.0013483762741088867
15/9-F-1,3373.6,1.0,1.0017228,0.0017228126525878906,0,0.0017228126525878906
15/9-F-1,3373.8,1.0,1.0007741,7.741451263427734E-4,0,7.741451263427734E-4
15/9-F-1,3374.8,1.0,0.97605664,-0.02394336462020874,0,-0.02394336462020874
15/9-F-1,3375.8,1.0,0.9968768,-0.0031232237815856934,0,-0.0031232237815856934
15/9-F-1,3376.2,1.0,0.95582855,-0.04417145252227783,0,-0.04417145252227783
15/9-F-1,3376.3,1.0,0.9472282,-0.052771806716918945,1,-0.052771806716918945
15/9-F-1,3376.5,1.0,0.9981016,-0.0018984079360961914,0,-0.0018984079360961914
15/9-F-1,3376.7,1.0,0.9968661,-0.0031338930130004883,0,-0.0031338930130004883
15/9-F-1,3377.0,1.0,0.99825126,-0.0017487406730651855,0,-0.0017487406730651855
15/9-F-1,3377.5,1.0,1.00091,9.100437164306641E-4,0,9.100437164306641E-4
15/9-F-1,3377.6,1.0,0.9963036,-0.0036963820457458496,0,-0.0036963820457458496
15/9-F-1,3377.9,1.0,1.0003188,3.1876564025878906E-4,0,3.1876564025878906E-4
15/9-F-1,3378.3,1.0,0.99785084,-0.0021491646766662598,0,-0.0021491646766662598
15/9-F-1,3378.7,1.0,0.9898113,-0.010188698768615723,0,-0.010188698768615723
15/9-F-1,3379.1,1.0,1.0064442,0.006444215774536133,0,0.006444215774536133
15/9-F-1,3380.0,1.0,1.0006268,6.268024444580078E-4,0,6.268024444580078E-4
15/9-F-1,3380.3,1.0,0.9994141,-5.859136581420898E-4,0,-5.859136581420898E-4
15/9-F-1,3380.6,1.0,1.0016629,0.0016628503799438477,0,0.0016628503799438477
15/9-F-1,3380.8,1.0,1.000351,3.509521484375E-4,0,3.509521484375E-4
15/9-F-1,3381.4,1.0,0.99678344,-0.003216564655303955,0,-0.003216564655303955
15/9-F-1,3381.5,1.0,0.99456173,-0.005438268184661865,0,-0.005438268184661865
15/9-F-1,3381.6,1.0,0.9813877,-0.018612325191497803,0,-0.018612325191497803
15/9-F-1,3381.8,1.0,0.99754727,-0.0024527311325073242,0,-0.0024527311325073242
15/9-F-1,3382.0,1.0,0.98154545,-0.018454551696777344,0,-0.018454551696777344
15/9-F-1,3382.1,1.0,0.9811547,-0.018845319747924805,0,-0.018845319747924805
15/9-F-1,3382.3,1.0,0.99123913,-0.00876086950302124,0,-0.00876086950302124
15/9-F-1,3384.0,1.0,1.0020423,0.0020422935485839844,0,0.0020422935485839844
15/9-F-1,3384.2,1.0,1.0051999,0.005199909210205078,0,0.005199909210205078
15/9-F-1,3384.4,1.0,1.0035396,0.003539562225341797,0,0.003539562225341797
15/9-F-1,3384.9,1.0,1.0012019,0.0012018680572509766,0,0.0012018680572509766
15/9-F-1,3385.9,1.0,0.9951358,-0.004864215850830078,0,-0.004864215850830078
15/9-F-1,3386.6,1.0,0.9928465,-0.007153511047363281,0,-0.007153511047363281
15/9-F-1,3387.9,1.0,1.0036744,0.0036743879318237305,0,0.0036743879318237305
15/9-F-1,3388.3,1.0,0.9402567,-0.059743285179138184,1,-0.059743285179138184
15/9-F-1,3388.4,1.0,0.9493699,-0.05063009262084961,0,-0.05063009262084961
15/9-F-1,3388.5,1.0,0.9463146,-0.05368542671203613,1,-0.05368542671203613
15/9-F-1,3388.9,1.0,0.7548152,-0.2451847791671753,4,-0.2451847791671753
15/9-F-1,3389.3,1.0,0.99845994,-0.001540064811706543,0,-0.001540064811706543
15/9-F-1,3389.6,1.0,0.99915934,-8.406639099121094E-4,0,-8.406639099121094E-4
15/9-F-1,3390.2,1.0,0.9975949,-0.002405107021331787,0,-0.002405107021331787
15/9-F-1,3391.4,1.0,0.99576575,-0.004234254360198975,0,-0.004234254360198975
15/9-F-1,3391.6,1.0,1.0027996,0.0027996301651000977,0,0.0027996301651000977
15/9-F-1,3392.2,1.0,1.0012007,0.0012006759643554688,0,0.0012006759643554688
15/9-F-1,3393.0,1.0,0.9994251,-5.748867988586426E-4,0,-5.748867988586426E-4
15/9-F-1,3393.3,1.0,0.99885917,-0.0011408329010009766,0,-0.0011408329010009766
15/9-F-1,3393.6,1.0,0.989228,-0.010771989822387695,0,-0.010771989822387695
15/9-F-1,3395.1,1.0,1.001919,0.0019190311431884766,0,0.0019190311431884766
15/9-F-1,3395.5,1.0,1.0003241,3.241300582885742E-4,0,3.241300582885742E-4
15/9-F-1,3396.2,1.0,1.0060284,0.006028413772583008,0,0.006028413772583008
15/9-F-1,3396.5,1.0,1.003156,0.003155946731567383,0,0.003155946731567383
15/9-F-1,3396.6,1.0,0.9693746,-0.03062540292739868,0,-0.03062540292739868
15/9-F-1,3397.4,1.0,1.0008539,8.538961410522461E-4,0,8.538961410522461E-4
15/9-F-1,3397.7,1.0,1.0039835,0.003983497619628906,0,0.003983497619628906
15/9-F-1,3397.9,1.0,1.0028965,0.002896547317504883,0,0.002896547317504883
15/9-F-1,3398.1,1.0,0.99101305,-0.008986949920654297,0,-0.008986949920654297
15/9-F-1,3399.1,1.0,0.9988867,-0.001113295555114746,0,-0.001113295555114746
15/9-F-1,3399.2,1.0,0.9991396,-8.603930473327637E-4,0,-8.603930473327637E-4
15/9-F-1,3399.4,1.0,0.9536674,-0.046332597732543945,0,-0.046332597732543945
15/9-F-1,3400.4,1.0,1.0000662,6.61611557006836E-5,0,6.61611557006836E-5
15/9-F-1,3401.0,1.0,1.0019906,0.0019905567169189453,0,0.0019905567169189453
15/9-F-1,3401.3,1.0,1.0032427,0.0032427310943603516,0,0.0032427310943603516
15/9-F-1,3401.6,1.0,0.9950642,-0.004935801029205322,0,-0.004935801029205322
15/9-F-1,3401.9,1.0,1.0022421,0.0022420883178710938,0,0.0022420883178710938
15/9-F-1,3402.1,1.0,1.0031757,0.0031757354736328125,0,0.0031757354736328125
15/9-F-1,3402.5,1.0,1.0012386,0.0012385845184326172,0,0.0012385845184326172
15/9-F-1,3402.6,1.0,0.99861807,-0.0013819336891174316,0,-0.0013819336891174316
15/9-F-1,3403.4,1.0,0.9831055,-0.016894519329071045,0,-0.016894519329071045
15/9-F-1,3404.0,1.0,1.0021298,0.002129793167114258,0,0.002129793167114258
15/9-F-1,3404.3,1.0,0.9984348,-0.0015652179718017578,0,-0.0015652179718017578
15/9-F-1,3404.5,1.0,0.9853673,-0.014632701873779297,0,-0.014632701873779297
15/9-F-1,3404.7,1.0,0.9972315,-0.0027685165405273438,0,-0.0027685165405273438
15/9-F-1,3406.7,1.0,1.003442,0.003442049026489258,0,0.003442049026489258
15/9-F-1,3408.2,1.0,0.9937135,-0.006286501884460449,0,-0.006286501884460449
15/9-F-1,3408.5,1.0,0.9965308,-0.003469228744506836,0,-0.003469228744506836
15/9-F-1,3409.4,1.0,0.9909295,-0.009070515632629395,0,-0.009070515632629395
15/9-F-1,3409.5,1.0,1.0022328,0.002232789993286133,0,0.002232789993286133
15/9-F-1,3409.8,1.0,0.99686325,-0.003136754035949707,0,-0.003136754035949707
15/9-F-1,3410.9,1.0,0.9186638,-0.08133620023727417,1,-0.08133620023727417
15/9-F-1,3411.2,1.0,0.9649801,-0.035019874572753906,0,-0.035019874572753906
15/9-F-1,3412.4,1.0,0.973398,-0.02660202980041504,0,-0.02660202980041504
15/9-F-1,3412.6,1.0,1.0059329,0.005932927131652832,0,0.005932927131652832
15/9-F-1,3413.2,1.0,1.0021386,0.0021386146545410156,0,0.0021386146545410156
15/9-F-1,3413.9,1.0,1.0012313,0.0012313127517700195,0,0.0012313127517700195
15/9-F-1,3414.0,1.0,0.991724,-0.008275985717773438,0,-0.008275985717773438
15/9-F-1,3414.8,1.0,0.9982184,-0.0017815828323364258,0,-0.0017815828323364258
15/9-F-1,3415.0,1.0,0.999616,-3.839731216430664E-4,0,-3.839731216430664E-4
15/9-F-1,3415.7,1.0,1.0001208,1.207590103149414E-4,0,1.207590103149414E-4
15/9-F-1,3415.8,1.0,1.0012262,0.001226186752319336,0,0.001226186752319336
15/9-F-1,3416.3,1.0,0.9918535,-0.008146524429321289,0,-0.008146524429321289
15/9-F-1,3416.4,1.0,0.9993161,-6.83903694152832E-4,0,-6.83903694152832E-4
15/9-F-1,3416.5,1.0,1.0036391,0.0036391019821166992,0,0.0036391019821166992
15/9-F-1,3416.7,1.0,1.0003972,3.972053527832031E-4,0,3.972053527832031E-4
15/9-F-1,3417.6,1.0,1.0030961,0.0030961036682128906,0,0.0030961036682128906
15/9-F-1,3417.8,1.0,0.9984306,-0.0015693902969360352,0,-0.0015693902969360352
15/9-F-1,3418.6,1.0,0.94917494,-0.05082505941390991,0,-0.05082505941390991
15/9-F-1,3419.0,1.0,0.997659,-0.002340972423553467,0,-0.002340972423553467
15/9-F-1,3419.4,1.0,0.99775904,-0.0022409558296203613,0,-0.0022409558296203613
15/9-F-1,3419.6,1.0,0.9463309,-0.053669095039367676,1,-0.053669095039367676
15/9-F-1,3420.3,1.0,0.984453,-0.015546977519989014,0,-0.015546977519989014
15/9-F-1,3420.6,1.0,1.0018543,0.0018543004989624023,0,0.0018543004989624023
15/9-F-1,3421.6,1.0,0.9887068,-0.011293172836303711,0,-0.011293172836303711
15/9-F-1,3421.8,1.0,1.0010717,0.0010716915130615234,0,0.0010716915130615234
15/9-F-1,3422.0,1.0,1.0069134,0.006913423538208008,0,0.006913423538208008
15/9-F-1,3422.2,1.0,0.9976938,-0.002306222915649414,0,-0.002306222915649414
15/9-F-1,3422.9,1.0,0.9987396,-0.0012603998184204102,0,-0.0012603998184204102
15/9-F-1,3423.0,1.0,0.99233675,-0.007663249969482422,0,-0.007663249969482422
15/9-F-1,3423.9,1.0,1.0010583,0.001058340072631836,0,0.001058340072631836
15/9-F-1,3424.7,1.0,0.99297047,-0.007029533386230469,0,-0.007029533386230469
15/9-F-1,3424.8,1.0,0.9992087,-7.913112640380859E-4,0,-7.913112640380859E-4
15/9-F-1,3425.3,1.0,0.99883795,-0.0011620521545410156,0,-0.0011620521545410156
15/9-F-1,3425.6,1.0,0.9826357,-0.017364323139190674,0,-0.017364323139190674
15/9-F-1,3425.9,1.0,1.0051558,0.005155801773071289,0,0.005155801773071289
15/9-F-1,3426.4,1.0,0.9975102,-0.002489805221557617,0,-0.002489805221557617
15/9-F-1,3426.9,1.0,1.0024335,0.0024335384368896484,0,0.0024335384368896484
15/9-F-1,3427.5,1.0,0.9939203,-0.006079673767089844,0,-0.006079673767089844
15/9-F-1,3428.0,1.0,0.7680217,-0.23197829723358154,4,-0.23197829723358154
15/9-F-1,3429.5,1.0,0.9952873,-0.004712700843811035,0,-0.004712700843811035
15/9-F-1,3429.6,1.0,1.0014675,0.0014674663543701172,0,0.0014674663543701172
15/9-F-1,3430.6,1.0,0.9917234,-0.008276581764221191,0,-0.008276581764221191
15/9-F-1,3431.0,1.0,1.0033431,0.0033431053161621094,0,0.0033431053161621094
15/9-F-1,3431.1,1.0,0.9995231,-4.768967628479004E-4,0,-4.768967628479004E-4
15/9-F-1,3431.7,1.0,1.0014815,0.0014815330505371094,0,0.0014815330505371094
15/9-F-1,3431.9,1.0,0.99574065,-0.004259347915649414,0,-0.004259347915649414
15/9-F-1,3432.1,1.0,0.9996873,-3.126859664916992E-4,0,-3.126859664916992E-4
15/9-F-1,3432.4,1.0,0.99753284,-0.0024671554565429688,0,-0.0024671554565429688
15/9-F-1,3432.9,1.0,1.0005368,5.36799430847168E-4,0,5.36799430847168E-4
15/9-F-1,3433.6,1.0,1.0034626,0.003462553024291992,0,0.003462553024291992
15/9-F-1,3433.7,1.0,0.98785806,-0.012141942977905273,0,-0.012141942977905273
15/9-F-1,3434.6,1.0,0.99568045,-0.004319548606872559,0,-0.004319548606872559
15/9-F-1,3434.7,1.0,0.9967622,-0.003237783908843994,0,-0.003237783908843994
15/9-F-1,3434.8,1.0,0.99863577,-0.0013642311096191406,0,-0.0013642311096191406
15/9-F-1,3435.4,1.0,0.9983854,-0.0016145706176757812,0,-0.0016145706176757812
15/9-F-1,3435.5,1.0,0.9970914,-0.0029085874557495117,0,-0.0029085874557495117
15/9-F-1,3435.9,1.0,0.9498533,-0.05014669895172119,0,-0.05014669895172119
15/9-F-1,3436.9,1.0,1.0052834,0.005283355712890625,0,0.005283355712890625
15/9-F-1,3438.0,1.0,0.9952019,-0.00479811429977417,0,-0.00479811429977417
15/9-F-1,3438.2,1.0,0.98429394,-0.01570606231689453,0,-0.01570606231689453
15/9-F-1,3438.5,1.0,1.0003228,3.228187561035156E-4,0,3.228187561035156E-4
15/9-F-1,3438.8,1.0,0.99900603,-9.93967056274414E-4,0,-9.93967056274414E-4
15/9-F-1,3438.9,1.0,0.98953974,-0.010460257530212402,0,-0.010460257530212402
15/9-F-1,3439.0,1.0,0.95337814,-0.046621859073638916,0,-0.046621859073638916
15/9-F-1,3441.1,1.0,0.9952184,-0.004781603813171387,0,-0.004781603813171387
15/9-F-1,3441.5,1.0,1.0006841,6.841421127319336E-4,0,6.841421127319336E-4
15/9-F-1,3441.8,1.0,0.97492254,-0.025077462196350098,0,-0.025077462196350098
15/9-F-1,3444.8,1.0,0.9995931,-4.069209098815918E-4,0,-4.069209098815918E-4
15/9-F-1,3445.2,1.0,1.0014751,0.0014750957489013672,0,0.0014750957489013672
15/9-F-1,3445.6,1.0,1.0010996,0.0010995864868164062,0,0.0010995864868164062
15/9-F-1,3446.1,1.0,1.0013444,0.001344442367553711,0,0.001344442367553711
15/9-F-1,3446.8,1.0,0.95243585,-0.047564148902893066,0,-0.047564148902893066
15/9-F-1,3446.9,1.0,0.98894906,-0.011050939559936523,0,-0.011050939559936523
15/9-F-1,3447.8,1.0,0.9947164,-0.0052835941314697266,0,-0.0052835941314697266
15/9-F-1,3449.7,1.0,0.9832075,-0.016792476177215576,0,-0.016792476177215576
15/9-F-1,3450.8,1.0,1.002547,0.002547025680541992,0,0.002547025680541992
15/9-F-1,3451.1,1.0,0.96286166,-0.03713834285736084,0,-0.03713834285736084
15/9-F-1,3451.3,1.0,0.9744738,-0.025526225566864014,0,-0.025526225566864014
15/9-F-1,3451.6,1.0,0.99238205,-0.007617950439453125,0,-0.007617950439453125
15/9-F-1,3452.1,1.0,0.84976804,-0.1502319574356079,2,-0.1502319574356079
15/9-F-1,3453.7,1.0,1.0017354,0.0017354488372802734,0,0.0017354488372802734
15/9-F-1,3454.5,1.0,0.9366092,-0.06339079141616821,1,-0.06339079141616821
15/9-F-1,3454.6,1.0,0.8244673,-0.17553269863128662,3,-0.17553269863128662
15/9-F-1,3455.5,1.0,0.9478886,-0.05211138725280762,1,-0.05211138725280762
15/9-F-1,3457.0,1.0,0.9859587,-0.014041304588317871,0,-0.014041304588317871
15/9-F-1,3457.1,1.0,0.9752096,-0.024790406227111816,0,-0.024790406227111816
15/9-F-1,3457.5,1.0,1.0167961,0.016796112060546875,0,0.016796112060546875
15/9-F-1,3458.2,1.0,0.9849898,-0.015010178089141846,0,-0.015010178089141846
15/9-F-1,3458.6,1.0,0.98889893,-0.011101067066192627,0,-0.011101067066192627
15/9-F-1,3459.1,1.0,0.9963304,-0.0036696195602416992,0,-0.0036696195602416992
15/9-F-1,3459.2,1.0,0.9941866,-0.005813419818878174,0,-0.005813419818878174
15/9-F-1,3459.4,1.0,0.99582136,-0.004178643226623535,0,-0.004178643226623535
15/9-F-1,3459.7,1.0,0.9017278,-0.09827220439910889,1,-0.09827220439910889
15/9-F-1,3459.9,1.0,0.99238694,-0.007613062858581543,0,-0.007613062858581543
15/9-F-1,3462.1,1.0,0.98912245,-0.010877549648284912,0,-0.010877549648284912
15/9-F-1,3465.0,1.0,0.97676563,-0.02323436737060547,0,-0.02323436737060547
15/9-F-1,3465.2,1.0,1.003964,0.003963947296142578,0,0.003963947296142578
15/9-F-1,3465.4,1.0,0.93538094,-0.06461906433105469,1,-0.06461906433105469
15/9-F-1,3465.5,1.0,1.0059578,0.005957841873168945,0,0.005957841873168945
15/9-F-1,3465.6,1.0,0.9536147,-0.04638528823852539,0,-0.04638528823852539
15/9-F-1,3467.1,1.0,0.91663,-0.08336997032165527,1,-0.08336997032165527
15/9-F-1,3469.0,1.0,1.008414,0.008414030075073242,0,0.008414030075073242
15/9-F-1,3469.1,1.0,0.9852792,-0.014720797538757324,0,-0.014720797538757324
15/9-F-1,3469.2,1.0,1.0069878,0.006987810134887695,0,0.006987810134887695
15/9-F-1,3470.0,1.0,1.009767,0.00976705551147461,0,0.00976705551147461
15/9-F-1,3470.2,1.0,0.8650062,-0.1349937915802002,2,-0.1349937915802002
15/9-F-1,3470.7,1.0,0.9438735,-0.05612647533416748,1,-0.05612647533416748
15/9-F-1,3470.9,1.0,0.9810189,-0.018981099128723145,0,-0.018981099128723145
15/9-F-1,3472.0,1.0,0.79589796,-0.2041020393371582,3,-0.2041020393371582
15/9-F-1,3472.1,1.0,0.8620174,-0.13798260688781738,2,-0.13798260688781738
15/9-F-1,3472.2,1.0,0.9171438,-0.0828561782836914,1,-0.0828561782836914
