WELL,DEPTH,HC,prediction,prediction_correct
15/9-F-12,1707.4896,0.0,0.0,True
15/9-F-12,1707.9468,0.0,0.0,True
15/9-F-12,1710.5376,0.0,0.0,True
15/9-F-12,1711.2996,0.0,0.0,True
15/9-F-12,1711.4520000000002,0.0,0.0,True
15/9-F-12,1713.7379999999998,0.0,0.0,True
15/9-F-12,1713.8904,0.0,0.0,True
15/9-F-12,1714.5,0.0,0.0,True
15/9-F-12,1714.9572,0.0,0.0,True
15/9-F-12,1715.5668,0.0,0.0,True
15/9-F-12,1715.7192,0.0,0.0,True
15/9-F-12,1716.3288,0.0,0.0,True
15/9-F-12,1718.9196,0.0,0.0,True
15/9-F-12,1719.3768,0.0,0.0,True
15/9-F-12,1719.9864,0.0,0.0,True
15/9-F-12,1720.4436,0.0,0.0,True
15/9-F-12,1721.0532,0.0,0.0,True
15/9-F-12,1722.5772,0.0,0.0,True
15/9-F-12,1723.3392,0.0,0.0,True
15/9-F-12,1723.644,0.0,0.0,True
15/9-F-12,1724.406,0.0,0.0,True
15/9-F-12,1724.7108,0.0,0.0,True
15/9-F-12,1724.8632,0.0,0.0,True
15/9-F-12,1725.7776,0.0,0.0,True
15/9-F-12,1728.8256,0.0,0.0,True
15/9-F-12,1730.3496,0.0,0.0,True
15/9-F-12,1731.264,0.0,0.0,True
15/9-F-12,1731.7212,0.0,0.0,True
15/9-F-12,1732.3308,0.0,0.0,True
15/9-F-12,1735.3788,0.0,0.0,True
15/9-F-12,1735.9884,0.0,0.0,True
15/9-F-12,1736.1408,0.0,0.0,True
15/9-F-12,1736.2932,0.0,0.0,True
15/9-F-12,1736.598,0.0,0.0,True
15/9-F-12,1736.9028,0.0,0.0,True
15/9-F-12,1737.9696,0.0,0.0,True
15/9-F-12,1739.3412,0.0,0.0,True
15/9-F-12,1739.9508,0.0,0.0,True
15/9-F-12,1741.7796,0.0,0.0,True
15/9-F-12,1742.0844,0.0,0.0,True
15/9-F-12,1742.8464,0.0,0.0,True
15/9-F-12,1743.4560000000001,0.0,0.0,True
15/9-F-12,1743.7608,0.0,0.0,True
15/9-F-12,1746.504,0.0,0.0,True
15/9-F-12,1748.9424,0.0,0.0,True
15/9-F-12,1749.5520000000001,0.0,0.0,True
15/9-F-12,1750.7712,0.0,0.0,True
15/9-F-12,1751.2284,0.0,0.0,True
15/9-F-12,1751.9904,0.0,0.0,True
15/9-F-12,1752.2952,0.0,0.0,True
15/9-F-12,1753.5144,0.0,0.0,True
15/9-F-12,1754.124,0.0,0.0,True
15/9-F-12,1755.8004,0.0,0.0,True
15/9-F-12,1756.41,0.0,0.0,True
15/9-F-12,1756.5624,0.0,0.0,True
15/9-F-12,1757.934,0.0,0.0,True
15/9-F-12,1759.3056,0.0,0.0,True
15/9-F-12,1759.7628,0.0,0.0,True
15/9-F-12,1760.22,0.0,0.0,True
15/9-F-12,1760.9820000000002,0.0,0.0,True
15/9-F-12,1761.1344,0.0,0.0,True
15/9-F-12,1763.1156,0.0,0.0,True
15/9-F-12,1763.4204,0.0,0.0,True
15/9-F-12,1763.8776,0.0,0.0,True
15/9-F-12,1764.7920000000001,0.0,0.0,True
15/9-F-12,1766.4684,0.0,0.0,True
15/9-F-12,1766.6208,0.0,0.0,True
15/9-F-12,1766.7732,0.0,0.0,True
15/9-F-12,1767.6876,0.0,0.0,True
15/9-F-12,1767.84,0.0,0.0,True
15/9-F-12,1767.9924,0.0,0.0,True
15/9-F-12,1769.6688,0.0,0.0,True
15/9-F-12,1769.8212,0.0,0.0,True
15/9-F-12,1770.2784,0.0,0.0,True
15/9-F-12,1771.3452,0.0,0.0,True
15/9-F-12,1772.1072,0.0,0.0,True
15/9-F-12,1772.412,0.0,0.0,True
15/9-F-12,1773.6312,0.0,0.0,True
15/9-F-12,1773.7836,0.0,0.0,True
15/9-F-12,1774.5456,0.0,0.0,True
15/9-F-12,1774.6979999999999,0.0,0.0,True
15/9-F-12,1775.46,0.0,0.0,True
15/9-F-12,1775.6124,0.0,0.0,True
15/9-F-12,1776.5268,0.0,0.0,True
15/9-F-12,1776.8316,0.0,0.0,True
15/9-F-12,1777.5936,0.0,0.0,True
15/9-F-12,1777.746,0.0,0.0,True
15/9-F-12,1778.5079999999998,0.0,0.0,True
15/9-F-12,1779.5748,0.0,0.0,True
15/9-F-12,1780.1844,0.0,0.0,True
15/9-F-12,1782.9276,0.0,0.0,True
15/9-F-12,1783.08,0.0,0.0,True
15/9-F-12,1783.2324,0.0,0.0,True
15/9-F-12,1785.0612,0.0,0.0,True
15/9-F-12,1786.128,0.0,0.0,True
15/9-F-12,1787.1948,0.0,0.0,True
15/9-F-12,1788.8712,0.0,0.0,True
15/9-F-12,1789.0236,0.0,0.0,True
15/9-F-12,1789.6332,0.0,0.0,True
15/9-F-12,1790.5476,0.0,0.0,True
15/9-F-12,1791.1572,0.0,0.0,True
15/9-F-12,1791.3096,0.0,0.0,True
15/9-F-12,1791.7668,0.0,0.0,True
15/9-F-12,1792.6812,0.0,0.0,True
15/9-F-12,1793.5956,0.0,0.0,True
15/9-F-12,1794.51,0.0,0.0,True
15/9-F-12,1796.3388,0.0,0.0,True
15/9-F-12,1796.796,0.0,0.0,True
15/9-F-12,1796.9484,0.0,0.0,True
15/9-F-12,1797.2532,0.0,0.0,True
15/9-F-12,1797.4056,0.0,0.0,True
15/9-F-12,1797.558,0.0,0.0,True
15/9-F-12,1797.7104,0.0,0.0,True
15/9-F-12,1799.3868,0.0,0.0,True
15/9-F-12,1799.6916,0.0,0.0,True
15/9-F-12,1799.844,0.0,0.0,True
15/9-F-12,1800.1488,0.0,0.0,True
15/9-F-12,1800.3012,0.0,0.0,True
15/9-F-12,1801.2156,0.0,0.0,True
15/9-F-12,1801.8252,0.0,0.0,True
15/9-F-12,1801.9776,0.0,0.0,True
15/9-F-12,1804.2636,0.0,0.0,True
15/9-F-12,1806.0924,0.0,0.0,True
15/9-F-12,1806.8544,0.0,0.0,True
15/9-F-12,1807.7688,0.0,0.0,True
15/9-F-12,1808.3784,0.0,0.0,True
15/9-F-12,1809.9024,0.0,0.0,True
15/9-F-12,1810.3596,0.0,0.0,True
15/9-F-12,1810.5120000000002,0.0,0.0,True
15/9-F-12,1811.7312,0.0,0.0,True
15/9-F-12,1813.4076,0.0,0.0,True
15/9-F-12,1814.3220000000001,0.0,0.0,True
15/9-F-12,1814.9316,0.0,0.0,True
15/9-F-12,1815.6936,0.0,0.0,True
15/9-F-12,1817.0652,0.0,0.0,True
15/9-F-12,1817.37,0.0,0.0,True
15/9-F-12,1817.5224,0.0,0.0,True
15/9-F-12,1818.894,0.0,0.0,True
15/9-F-12,1819.1988,0.0,0.0,True
15/9-F-12,1820.1132,0.0,0.0,True
15/9-F-12,1821.942,0.0,0.0,True
15/9-F-12,1822.0944,0.0,0.0,True
15/9-F-12,1823.6184,0.0,0.0,True
15/9-F-12,1824.2279999999998,0.0,0.0,True
15/9-F-12,1825.4472,0.0,0.0,True
15/9-F-12,1825.5996,0.0,0.0,True
15/9-F-12,1825.7520000000002,0.0,0.0,True
15/9-F-12,1825.9044,0.0,0.0,True
15/9-F-12,1826.9712,0.0,0.0,True
15/9-F-12,1828.0379999999998,0.0,0.0,True
15/9-F-12,1828.1904,0.0,0.0,True
15/9-F-12,1828.8,0.0,0.0,True
15/9-F-12,1829.8668,0.0,0.0,True
15/9-F-12,1830.0192,0.0,0.0,True
15/9-F-12,1831.848,0.0,0.0,True
15/9-F-12,1833.6768,0.0,0.0,True
15/9-F-12,1834.4388,0.0,0.0,True
15/9-F-12,1835.0484,0.0,0.0,True
15/9-F-12,1835.3532,0.0,0.0,True
15/9-F-12,1835.8104,0.0,0.0,True
15/9-F-12,1836.7248,0.0,0.0,True
15/9-F-12,1837.3344,0.0,0.0,True
15/9-F-12,1837.6392,0.0,0.0,True
15/9-F-12,1838.8584,0.0,0.0,True
15/9-F-12,1839.7728,0.0,0.0,True
15/9-F-12,1840.0776,0.0,0.0,True
15/9-F-12,1840.23,0.0,0.0,True
15/9-F-12,1840.6872,0.0,0.0,True
15/9-F-12,1842.2112,0.0,0.0,True
15/9-F-12,1842.3636,0.0,0.0,True
15/9-F-12,1844.3448,0.0,0.0,True
15/9-F-12,1844.9544,0.0,0.0,True
15/9-F-12,1845.1068,0.0,0.0,True
15/9-F-12,1846.6308,0.0,0.0,True
15/9-F-12,1848.612,0.0,0.0,True
15/9-F-12,1848.7644,0.0,0.0,True
15/9-F-12,1849.0692,0.0,0.0,True
15/9-F-12,1849.2216,0.0,0.0,True
15/9-F-12,1849.8312,0.0,0.0,True
15/9-F-12,1849.9836,0.0,0.0,True
15/9-F-12,1850.2884,0.0,0.0,True
15/9-F-12,1850.7456,0.0,0.0,True
15/9-F-12,1850.898,0.0,0.0,True
15/9-F-12,1852.1172,0.0,0.0,True
15/9-F-12,1852.7268,0.0,0.0,True
15/9-F-12,1852.8792,0.0,0.0,True
15/9-F-12,1853.4888,0.0,0.0,True
15/9-F-12,1853.6412,0.0,0.0,True
15/9-F-12,1854.0984,0.0,0.0,True
15/9-F-12,1857.1464,0.0,0.0,True
15/9-F-12,1857.2988,0.0,0.0,True
15/9-F-12,1857.6036,0.0,0.0,True
15/9-F-12,1858.3656,0.0,0.0,True
15/9-F-12,1858.8228,0.0,0.0,True
15/9-F-12,1860.6516,0.0,0.0,True
15/9-F-12,1861.8708,0.0,0.0,True
15/9-F-12,1864.1568,0.0,0.0,True
15/9-F-12,1864.3092,0.0,0.0,True
15/9-F-12,1865.0712,0.0,0.0,True
15/9-F-12,1865.2236,0.0,0.0,True
15/9-F-12,1865.8332,0.0,0.0,True
15/9-F-12,1868.5764,0.0,0.0,True
15/9-F-12,1869.6432,0.0,0.0,True
15/9-F-12,1869.7956,0.0,0.0,True
15/9-F-12,1870.1004,0.0,0.0,True
15/9-F-12,1870.5576,0.0,0.0,True
15/9-F-12,1871.6244,0.0,0.0,True
15/9-F-12,1871.9292,0.0,0.0,True
15/9-F-12,1872.5388,0.0,0.0,True
15/9-F-12,1872.6912,0.0,0.0,True
15/9-F-12,1873.1484,0.0,0.0,True
15/9-F-12,1873.4532,0.0,0.0,True
15/9-F-12,1873.9104,0.0,0.0,True
15/9-F-12,1874.0628,0.0,0.0,True
15/9-F-12,1874.9772,0.0,0.0,True
15/9-F-12,1876.1964,0.0,0.0,True
15/9-F-12,1877.1108,0.0,0.0,True
15/9-F-12,1877.7204,0.0,0.0,True
15/9-F-12,1878.1776,0.0,0.0,True
15/9-F-12,1878.33,0.0,0.0,True
15/9-F-12,1881.378,0.0,0.0,True
15/9-F-12,1881.6828,0.0,0.0,True
15/9-F-12,1881.8352,0.0,0.0,True
15/9-F-12,1883.2068,0.0,0.0,True
15/9-F-12,1883.664,0.0,0.0,True
15/9-F-12,1883.8164,0.0,0.0,True
15/9-F-12,1884.7308,0.0,0.0,True
15/9-F-12,1885.0356,0.0,0.0,True
15/9-F-12,1885.6452,0.0,0.0,True
15/9-F-12,1885.7976,0.0,0.0,True
15/9-F-12,1887.6264,0.0,0.0,True
15/9-F-12,1887.9312,0.0,0.0,True
15/9-F-12,1888.5408,0.0,0.0,True
15/9-F-12,1888.8456,0.0,0.0,True
15/9-F-12,1889.3028,0.0,0.0,True
15/9-F-12,1889.6076,0.0,0.0,True
15/9-F-12,1890.2172,0.0,0.0,True
15/9-F-12,1890.6744,0.0,0.0,True
15/9-F-12,1892.1984,0.0,0.0,True
15/9-F-12,1892.3508,0.0,0.0,True
15/9-F-12,1892.9604,0.0,0.0,True
15/9-F-12,1893.2652,0.0,0.0,True
15/9-F-12,1895.7036,0.0,0.0,True
15/9-F-12,1896.1608,0.0,0.0,True
15/9-F-12,1896.3132,0.0,0.0,True
15/9-F-12,1897.2276,0.0,0.0,True
15/9-F-12,1897.9896,0.0,0.0,True
15/9-F-12,1898.2944,0.0,0.0,True
15/9-F-12,1901.19,0.0,0.0,True
15/9-F-12,1901.9520000000002,0.0,0.0,True
15/9-F-12,1902.2568,0.0,0.0,True
15/9-F-12,1902.4092,0.0,0.0,True
15/9-F-12,1902.5616,0.0,0.0,True
15/9-F-12,1904.0856,0.0,0.0,True
15/9-F-12,1906.2192,0.0,0.0,True
15/9-F-12,1908.2004,0.0,0.0,True
15/9-F-12,1908.81,0.0,0.0,True
15/9-F-12,1909.7244,0.0,0.0,True
15/9-F-12,1911.4008,0.0,0.0,True
15/9-F-12,1912.3152,0.0,0.0,True
15/9-F-12,1912.62,0.0,0.0,True
15/9-F-12,1913.6868,0.0,0.0,True
15/9-F-12,1914.4488,0.0,0.0,True
15/9-F-12,1916.7348,0.0,0.0,True
15/9-F-12,1917.4968,0.0,0.0,True
15/9-F-12,1918.5636,0.0,0.0,True
15/9-F-12,1919.3256,0.0,0.0,True
15/9-F-12,1919.4779999999998,0.0,0.0,True
15/9-F-12,1919.6304,0.0,0.0,True
15/9-F-12,1919.9352,0.0,0.0,True
15/9-F-12,1921.9164,0.0,0.0,True
15/9-F-12,1922.2212,0.0,0.0,True
15/9-F-12,1923.5928,0.0,0.0,True
15/9-F-12,1924.2024,0.0,0.0,True
15/9-F-12,1924.3548,0.0,0.0,True
15/9-F-12,1925.1168,0.0,0.0,True
15/9-F-12,1925.2692,0.0,0.0,True
15/9-F-12,1925.7264,0.0,0.0,True
15/9-F-12,1926.4884,0.0,0.0,True
15/9-F-12,1927.2504,0.0,0.0,True
15/9-F-12,1927.5552,0.0,0.0,True
15/9-F-12,1928.0124,0.0,0.0,True
15/9-F-12,1928.9268,0.0,0.0,True
15/9-F-12,1929.0792,0.0,0.0,True
15/9-F-12,1929.9936,0.0,0.0,True
15/9-F-12,1930.6032,0.0,0.0,True
15/9-F-12,1931.0604,0.0,0.0,True
15/9-F-12,1931.2128,0.0,0.0,True
15/9-F-12,1932.1272,0.0,0.0,True
15/9-F-12,1932.432,0.0,0.0,True
15/9-F-12,1932.8892,0.0,0.0,True
15/9-F-12,1933.4988,0.0,0.0,True
15/9-F-12,1935.1752,0.0,0.0,True
15/9-F-12,1935.48,0.0,0.0,True
15/9-F-12,1935.9372,0.0,0.0,True
15/9-F-12,1936.0896,0.0,0.0,True
15/9-F-12,1937.4612,0.0,0.0,True
15/9-F-12,1937.6136,0.0,0.0,True
15/9-F-12,1938.0708,0.0,0.0,True
15/9-F-12,1939.5948,0.0,0.0,True
15/9-F-12,1941.7284,0.0,0.0,True
15/9-F-12,1942.1856,0.0,0.0,True
15/9-F-12,1943.5572,0.0,0.0,True
15/9-F-12,1944.3192,0.0,0.0,True
15/9-F-12,1944.7764,0.0,0.0,True
15/9-F-12,1945.2336,0.0,0.0,True
15/9-F-12,1945.5384,0.0,0.0,True
15/9-F-12,1946.4528,0.0,0.0,True
15/9-F-12,1947.0624,0.0,0.0,True
15/9-F-12,1947.8244,0.0,0.0,True
15/9-F-12,1949.1960000000001,0.0,0.0,True
15/9-F-12,1949.3484,0.0,0.0,True
15/9-F-12,1949.5008,0.0,0.0,True
15/9-F-12,1951.1772,0.0,0.0,True
15/9-F-12,1951.3296,0.0,0.0,True
15/9-F-12,1951.4820000000002,0.0,0.0,True
15/9-F-12,1951.7868,0.0,0.0,True
15/9-F-12,1951.9392,0.0,0.0,True
15/9-F-12,1952.244,0.0,0.0,True
15/9-F-12,1953.4632,0.0,0.0,True
15/9-F-12,1953.7679999999998,0.0,0.0,True
15/9-F-12,1954.3776,0.0,0.0,True
15/9-F-12,1954.9872,0.0,0.0,True
15/9-F-12,1955.5968,0.0,0.0,True
15/9-F-12,1955.9016,0.0,0.0,True
15/9-F-12,1956.3588,0.0,0.0,True
15/9-F-12,1956.6636,0.0,0.0,True
15/9-F-12,1956.816,0.0,0.0,True
15/9-F-12,1957.8828,0.0,0.0,True
15/9-F-12,1959.2544,0.0,0.0,True
15/9-F-12,1960.1688,0.0,0.0,True
15/9-F-12,1960.9308,0.0,0.0,True
15/9-F-12,1961.388,0.0,0.0,True
15/9-F-12,1961.8452,0.0,0.0,True
15/9-F-12,1963.8264,0.0,0.0,True
15/9-F-12,1965.3504,0.0,0.0,True
15/9-F-12,1965.6552,0.0,0.0,True
15/9-F-12,1966.8744,0.0,0.0,True
15/9-F-12,1967.1792,0.0,0.0,True
15/9-F-12,1967.6364,0.0,0.0,True
15/9-F-12,1968.3984,0.0,0.0,True
15/9-F-12,1969.0079999999998,0.0,0.0,True
15/9-F-12,1969.77,0.0,0.0,True
15/9-F-12,1971.1416,0.0,0.0,True
15/9-F-12,1971.7512,0.0,0.0,True
15/9-F-12,1972.6656,0.0,0.0,True
15/9-F-12,1972.9704,0.0,0.0,True
15/9-F-12,1973.1228,0.0,0.0,True
15/9-F-12,1973.2752,0.0,0.0,True
15/9-F-12,1973.4276,0.0,0.0,True
15/9-F-12,1975.5612,0.0,0.0,True
15/9-F-12,1976.1708,0.0,0.0,True
15/9-F-12,1976.9328,0.0,0.0,True
15/9-F-12,1977.8472,0.0,0.0,True
15/9-F-12,1977.9996,0.0,0.0,True
15/9-F-12,1978.152,0.0,0.0,True
15/9-F-12,1978.3044,0.0,0.0,True
15/9-F-12,1978.4568,0.0,0.0,True
15/9-F-12,1979.9808,0.0,0.0,True
15/9-F-12,1981.8096,0.0,0.0,True
15/9-F-12,1982.5716,0.0,0.0,True
15/9-F-12,1983.3336,0.0,0.0,True
15/9-F-12,1983.486,0.0,0.0,True
15/9-F-12,1983.6384,0.0,0.0,True
15/9-F-12,1983.7908,0.0,0.0,True
15/9-F-12,1985.3148,0.0,0.0,True
15/9-F-12,1985.9244,0.0,0.0,True
15/9-F-12,1986.9912,0.0,0.0,True
15/9-F-12,1987.4484,0.0,0.0,True
15/9-F-12,1987.6008,0.0,0.0,True
15/9-F-12,1987.7532,0.0,0.0,True
15/9-F-12,1988.2104,0.0,0.0,True
15/9-F-12,1988.82,0.0,0.0,True
15/9-F-12,1989.7344,0.0,0.0,True
15/9-F-12,1991.5632,0.0,0.0,True
15/9-F-12,1991.868,0.0,0.0,True
15/9-F-12,1992.4776,0.0,0.0,True
15/9-F-12,1992.7824,0.0,0.0,True
15/9-F-12,1993.2396,0.0,0.0,True
15/9-F-12,1993.5444,0.0,0.0,True
15/9-F-12,1994.4588,0.0,0.0,True
15/9-F-12,1994.7636,0.0,0.0,True
15/9-F-12,1995.0684,0.0,0.0,True
15/9-F-12,1995.6779999999999,0.0,0.0,True
15/9-F-12,1996.8972,0.0,0.0,True
15/9-F-12,1997.0496,0.0,0.0,True
15/9-F-12,1997.2020000000002,0.0,0.0,True
15/9-F-12,1997.6592,0.0,0.0,True
15/9-F-12,1997.8116,0.0,0.0,True
15/9-F-12,1997.964,0.0,0.0,True
15/9-F-12,1998.4212,0.0,0.0,True
15/9-F-12,1999.6404,0.0,0.0,True
15/9-F-12,1999.7928,0.0,0.0,True
15/9-F-12,2000.5548,0.0,0.0,True
15/9-F-12,2001.4692,0.0,0.0,True
15/9-F-12,2001.774,0.0,0.0,True
15/9-F-12,2002.2312,0.0,0.0,True
15/9-F-12,2002.536,0.0,0.0,True
15/9-F-12,2003.2979999999998,0.0,0.0,True
15/9-F-12,2003.4504,0.0,0.0,True
15/9-F-12,2003.9076,0.0,0.0,True
15/9-F-12,2004.6696,0.0,0.0,True
15/9-F-12,2007.5652,0.0,0.0,True
15/9-F-12,2008.1748,0.0,0.0,True
15/9-F-12,2008.3272,0.0,0.0,True
15/9-F-12,2009.0892,0.0,0.0,True
15/9-F-12,2009.8512,0.0,0.0,True
15/9-F-12,2011.0704,0.0,0.0,True
15/9-F-12,2011.2228,0.0,0.0,True
15/9-F-12,2011.3752,0.0,0.0,True
15/9-F-12,2012.442,0.0,0.0,True
15/9-F-12,2015.6424,0.0,0.0,True
15/9-F-12,2016.0996,0.0,0.0,True
15/9-F-12,2017.1664,0.0,0.0,True
15/9-F-12,2017.3188,0.0,0.0,True
15/9-F-12,2017.4712,0.0,0.0,True
15/9-F-12,2018.0808,0.0,0.0,True
15/9-F-12,2018.2332,0.0,0.0,True
15/9-F-12,2021.586,0.0,0.0,True
15/9-F-12,2022.9576,0.0,0.0,True
15/9-F-12,2023.11,0.0,0.0,True
15/9-F-12,2023.7196,0.0,0.0,True
15/9-F-12,2024.3292,0.0,0.0,True
15/9-F-12,2024.7864,0.0,0.0,True
15/9-F-12,2025.0912,0.0,0.0,True
15/9-F-12,2025.8532,0.0,0.0,True
15/9-F-12,2028.444,0.0,0.0,True
15/9-F-12,2028.5964,0.0,0.0,True
15/9-F-12,2029.8156,0.0,0.0,True
15/9-F-12,2030.2728,0.0,0.0,True
15/9-F-12,2030.4252,0.0,0.0,True
15/9-F-12,2031.6444,0.0,0.0,True
15/9-F-12,2032.4064,0.0,0.0,True
15/9-F-12,2033.016,0.0,0.0,True
15/9-F-12,2033.7779999999998,0.0,0.0,True
15/9-F-12,2034.3876,0.0,0.0,True
15/9-F-12,2035.3020000000001,0.0,0.0,True
15/9-F-12,2036.0639999999999,0.0,0.0,True
15/9-F-12,2036.2164,0.0,0.0,True
15/9-F-12,2036.3688,0.0,0.0,True
15/9-F-12,2036.9784,0.0,0.0,True
15/9-F-12,2037.7404,0.0,0.0,True
15/9-F-12,2038.1976,0.0,0.0,True
15/9-F-12,2038.5024,0.0,0.0,True
15/9-F-12,2038.8072,0.0,0.0,True
15/9-F-12,2040.0264,0.0,0.0,True
15/9-F-12,2042.3124,0.0,0.0,True
15/9-F-12,2042.7696,0.0,0.0,True
15/9-F-12,2044.5984,0.0,0.0,True
15/9-F-12,2044.7508,0.0,0.0,True
15/9-F-12,2047.0368,0.0,0.0,True
15/9-F-12,2047.7988,0.0,0.0,True
15/9-F-12,2051.6088,0.0,0.0,True
15/9-F-12,2053.7424,0.0,0.0,True
15/9-F-12,2057.8572,0.0,0.0,True
15/9-F-12,2058.3144,0.0,0.0,True
15/9-F-12,2059.3812,0.0,0.0,True
15/9-F-12,2059.5336,0.0,0.0,True
15/9-F-12,2060.448,0.0,0.0,True
15/9-F-12,2060.7528,0.0,0.0,True
15/9-F-12,2061.3624,0.0,0.0,True
15/9-F-12,2061.8196,0.0,0.0,True
15/9-F-12,2062.2768,0.0,0.0,True
15/9-F-12,2062.734,0.0,0.0,True
15/9-F-12,2063.8008,0.0,0.0,True
15/9-F-12,2063.9532,0.0,0.0,True
15/9-F-12,2064.258,0.0,0.0,True
15/9-F-12,2065.3248,0.0,0.0,True
15/9-F-12,2065.4772,0.0,0.0,True
15/9-F-12,2065.6296,0.0,0.0,True
15/9-F-12,2066.3916,0.0,0.0,True
15/9-F-12,2066.6964,0.0,0.0,True
15/9-F-12,2067.7632,0.0,0.0,True
15/9-F-12,2068.5252,0.0,0.0,True
15/9-F-12,2068.9824,0.0,0.0,True
15/9-F-12,2069.8968,0.0,0.0,True
15/9-F-12,2070.2016,0.0,0.0,True
15/9-F-12,2070.5064,0.0,0.0,True
15/9-F-12,2070.6588,0.0,0.0,True
15/9-F-12,2071.4208,0.0,0.0,True
15/9-F-12,2071.5732,0.0,0.0,True
15/9-F-12,2072.3352,0.0,0.0,True
15/9-F-12,2072.64,0.0,0.0,True
15/9-F-12,2073.0972,0.0,0.0,True
15/9-F-12,2074.926,0.0,0.0,True
15/9-F-12,2075.2308,0.0,0.0,True
15/9-F-12,2077.212,0.0,0.0,True
15/9-F-12,2077.8216,0.0,0.0,True
15/9-F-12,2079.0408,0.0,0.0,True
15/9-F-12,2079.6504,0.0,0.0,True
15/9-F-12,2080.1076,0.0,0.0,True
15/9-F-12,2080.5648,0.0,0.0,True
15/9-F-12,2081.4792,0.0,0.0,True
15/9-F-12,2083.0032,0.0,0.0,True
15/9-F-12,2083.1556,0.0,0.0,True
15/9-F-12,2084.9844,0.0,0.0,True
15/9-F-12,2085.7464,0.0,0.0,True
15/9-F-12,2087.118,0.0,0.0,True
15/9-F-12,2087.7276,0.0,0.0,True
15/9-F-12,2088.7944,0.0,0.0,True
15/9-F-12,2089.5564,0.0,0.0,True
15/9-F-12,2089.7088,0.0,0.0,True
15/9-F-12,2090.928,0.0,0.0,True
15/9-F-12,2091.3852,0.0,0.0,True
15/9-F-12,2092.1472,0.0,0.0,True
15/9-F-12,2092.452,0.0,0.0,True
15/9-F-12,2092.7568,0.0,0.0,True
15/9-F-12,2093.0616,0.0,0.0,True
15/9-F-12,2094.1284,0.0,0.0,True
15/9-F-12,2094.2808,0.0,0.0,True
15/9-F-12,2095.9572,0.0,0.0,True
15/9-F-12,2096.8716,0.0,0.0,True
15/9-F-12,2097.6336,0.0,0.0,True
15/9-F-12,2098.0908,0.0,0.0,True
15/9-F-12,2098.548,0.0,0.0,True
15/9-F-12,2098.7004,0.0,0.0,True
15/9-F-12,2099.7672,0.0,0.0,True
15/9-F-12,2100.2244,0.0,0.0,True
15/9-F-12,2101.4436,0.0,0.0,True
15/9-F-12,2101.596,0.0,0.0,True
15/9-F-12,2102.3579999999997,0.0,0.0,True
15/9-F-12,2102.8152,0.0,0.0,True
15/9-F-12,2102.9676,0.0,0.0,True
15/9-F-12,2103.4248,0.0,0.0,True
15/9-F-12,2103.882,0.0,0.0,True
15/9-F-12,2104.3392,0.0,0.0,True
15/9-F-12,2104.4916,0.0,0.0,True
15/9-F-12,2104.9488,0.0,0.0,True
15/9-F-12,2105.406,0.0,0.0,True
15/9-F-12,2105.8632,0.0,0.0,True
15/9-F-12,2107.0824,0.0,0.0,True
15/9-F-12,2107.3872,0.0,0.0,True
15/9-F-12,2107.8444,0.0,0.0,True
15/9-F-12,2108.4539999999997,0.0,0.0,True
15/9-F-12,2109.0636,0.0,0.0,True
15/9-F-12,2111.502,0.0,0.0,True
15/9-F-12,2111.6544,0.0,0.0,True
15/9-F-12,2112.1116,0.0,0.0,True
15/9-F-12,2112.5688,0.0,0.0,True
15/9-F-12,2112.8736,0.0,0.0,True
15/9-F-12,2114.0928,0.0,0.0,True
15/9-F-12,2114.55,0.0,0.0,True
15/9-F-12,2114.7024,0.0,0.0,True
15/9-F-12,2116.6836,0.0,0.0,True
15/9-F-12,2118.36,0.0,0.0,True
15/9-F-12,2119.7316,0.0,0.0,True
15/9-F-12,2121.2556,0.0,0.0,True
15/9-F-12,2122.3224,0.0,0.0,True
15/9-F-12,2123.0844,0.0,0.0,True
15/9-F-12,2123.5416,0.0,0.0,True
15/9-F-12,2124.3036,0.0,0.0,True
15/9-F-12,2125.3704,0.0,0.0,True
15/9-F-12,2125.6752,0.0,0.0,True
15/9-F-12,2126.1324,0.0,0.0,True
15/9-F-12,2126.742,0.0,0.0,True
15/9-F-12,2127.1992,0.0,0.0,True
15/9-F-12,2128.1136,0.0,0.0,True
15/9-F-12,2128.4184,0.0,0.0,True
15/9-F-12,2129.79,0.0,0.0,True
15/9-F-12,2130.2472,0.0,0.0,True
15/9-F-12,2131.0092,0.0,0.0,True
15/9-F-12,2132.3808,0.0,0.0,True
15/9-F-12,2133.2952,0.0,0.0,True
15/9-F-12,2134.6668,0.0,0.0,True
15/9-F-12,2134.8192,0.0,0.0,True
15/9-F-12,2136.3432,0.0,0.0,True
15/9-F-12,2136.4956,0.0,0.0,True
15/9-F-12,2136.9528,0.0,0.0,True
15/9-F-12,2137.8672,0.0,0.0,True
15/9-F-12,2138.172,0.0,0.0,True
15/9-F-12,2138.9339999999997,0.0,0.0,True
15/9-F-12,2139.5436,0.0,0.0,True
15/9-F-12,2140.1532,0.0,0.0,True
15/9-F-12,2140.3056,0.0,0.0,True
15/9-F-12,2141.22,0.0,0.0,True
15/9-F-12,2142.4392,0.0,0.0,True
15/9-F-12,2142.8964,0.0,0.0,True
15/9-F-12,2143.3536,0.0,0.0,True
15/9-F-12,2143.506,0.0,0.0,True
15/9-F-12,2144.268,0.0,0.0,True
15/9-F-12,2145.03,0.0,0.0,True
