DEPTH,GR,ILD,NPHI,RHOB,WELL
3536.5,7.7331,7.897,0.0675,2.5842,15/9-F-4
3537.0,7.5982,7.4953,0.0621,2.5903,15/9-F-4
3537.5,6.8144,8.1688,0.0604,2.6044,15/9-F-4
3538.0,7.7065,8.8827,0.0605,2.6147,15/9-F-4
3538.5,7.6446,8.7227,0.0566,2.6193,15/9-F-4
3539.0,8.4347,8.6802,0.0549,2.6153,15/9-F-4
3539.5,8.0419,8.9707,0.0572,2.6006,15/9-F-4
3540.0,7.9766,8.935,0.059,2.6011,15/9-F-4
3540.5,8.2263,8.9724,0.0574,2.5935,15/9-F-4
3541.0,8.3265,9.0339,0.0595,2.6065,15/9-F-4
3541.5,9.26,8.8123,0.0594,2.5928,15/9-F-4
3542.0,9.5215,9.4988,0.0528,2.6038,15/9-F-4
3542.5,9.8347,7.8981,0.049,2.605,15/9-F-4
3543.0,9.5028,9.6878,0.0526,2.6175,15/9-F-4
3543.5,9.862,8.766,0.0587,2.6083,15/9-F-4
3544.0,10.6842,7.5971,0.0595,2.606,15/9-F-4
3544.5,11.2869,6.9824,0.0573,2.6117,15/9-F-4
3545.0,10.1749,7.9907,0.0569,2.6298,15/9-F-4
3545.5,8.8343,9.1875,0.0515,2.6236,15/9-F-4
3546.0,7.845,9.4617,0.0503,2.6239,15/9-F-4
3546.5,7.5853,9.5481,0.0516,2.6196,15/9-F-4
3547.0,7.2153,9.5502,0.0504,2.6237,15/9-F-4
3547.5,6.3307,9.2334,0.0536,2.6129,15/9-F-4
3548.0,6.737,8.9755,0.0563,2.6104,15/9-F-4
3548.5,6.8335,8.7722,0.0562,2.6098,15/9-F-4
3549.0,7.4812,8.684,0.053,2.6091,15/9-F-4
3549.5,6.9112,8.3145,0.051,2.5973,15/9-F-4
3550.0,7.0231,7.8706,0.0518,2.5988,15/9-F-4
3550.5,6.9134,7.2424,0.0604,2.587,15/9-F-4
3551.0,6.9222,6.4645,0.0651,2.5844,15/9-F-4
3551.5,7.2485,5.6461,0.0719,2.5486,15/9-F-4
3552.0,6.9522,5.0947,0.0888,2.5372,15/9-F-4
3552.5,7.0106,4.2058,0.1019,2.517,15/9-F-4
3553.0,6.7504,3.7597,0.0936,2.5271,15/9-F-4
3553.5,7.6122,3.9141,0.1009,2.5359,15/9-F-4
3554.0,7.4513,4.2063,0.0882,2.5609,15/9-F-4
3554.5,7.9228,5.1455,0.0797,2.5805,15/9-F-4
3555.0,7.5058,5.4609,0.0685,2.5981,15/9-F-4
3555.5,8.1466,6.1705,0.0662,2.596,15/9-F-4
3556.0,7.5943,6.3443,0.0633,2.5902,15/9-F-4
3556.5,7.5696,6.7102,0.0653,2.5916,15/9-F-4
3557.0,7.8277,6.8531,0.066,2.5961,15/9-F-4
3557.5,7.8858,7.3308,0.064,2.5986,15/9-F-4
3558.0,7.8335,7.8254,0.0671,2.5966,15/9-F-4
3558.5,7.0983,7.8246,0.0631,2.59,15/9-F-4
3559.0,6.8923,8.0925,0.0571,2.5937,15/9-F-4
3559.5,6.8596,8.2778,0.0591,2.5927,15/9-F-4
3560.0,7.8271,8.549,0.0593,2.6085,15/9-F-4
3560.5,7.7648,8.399,0.0565,2.6211,15/9-F-4
3561.0,8.1472,8.6158,0.0555,2.6237,15/9-F-4
3561.5,7.6379,8.4856,0.0549,2.6163,15/9-F-4
3562.0,7.9319,8.2366,0.0593,2.6072,15/9-F-4
3562.5,7.9321,8.0474,0.0567,2.6122,15/9-F-4
3563.0,7.2104,8.1592,0.0537,2.6114,15/9-F-4
3563.5,7.5937,8.6824,0.0584,2.6114,15/9-F-4
3564.0,7.5135,8.0979,0.0596,2.597,15/9-F-4
3564.5,7.4821,6.9474,0.0599,2.5941,15/9-F-4
3565.0,6.7462,7.4692,0.0621,2.5917,15/9-F-4
3565.5,6.562,7.7307,0.0615,2.6,15/9-F-4
3566.0,7.2391,7.402,0.0617,2.6086,15/9-F-4
3566.5,6.8938,8.0247,0.0573,2.6029,15/9-F-4
3567.0,5.8949,8.4555,0.0569,2.5988,15/9-F-4
3567.5,6.3868,7.7386,0.0595,2.5951,15/9-F-4
3568.0,7.146,8.2414,0.055,2.605,15/9-F-4
3568.5,7.783,8.5411,0.0564,2.6087,15/9-F-4
3569.0,7.16,8.7852,0.0571,2.6131,15/9-F-4
3569.5,7.2766,8.1891,0.0527,2.6146,15/9-F-4
3570.0,8.0424,9.0651,0.0512,2.6301,15/9-F-4
3570.5,8.2662,9.1093,0.0502,2.6396,15/9-F-4
3571.0,8.2587,9.1476,0.0531,2.6393,15/9-F-4
3571.5,8.2753,8.9026,0.0522,2.624,15/9-F-4
3572.0,8.0595,8.5055,0.0529,2.6188,15/9-F-4
3572.5,8.0742,9.5325,0.0529,2.615,15/9-F-4
3573.0,7.0356,9.7626,0.0555,2.6111,15/9-F-4
3573.5,6.3083,8.5767,0.0493,2.6053,15/9-F-4
3574.0,5.5944,9.4802,0.0473,2.6064,15/9-F-4
3574.5,6.5114,9.3176,0.0561,2.6158,15/9-F-4
3575.0,7.8083,8.7864,0.055,2.6165,15/9-F-4
3575.5,9.2144,8.8709,0.0531,2.6232,15/9-F-4
3576.0,9.594,9.0101,0.0556,2.6193,15/9-F-4
3576.5,8.853,8.8799,0.054,2.6197,15/9-F-4
3577.0,8.3013,8.9479,0.0542,2.6205,15/9-F-4
3577.5,7.5677,8.8936,0.0514,2.6371,15/9-F-4
3578.0,7.921,9.5495,0.0476,2.6447,15/9-F-4
3578.5,8.1399,9.4276,0.0532,2.6411,15/9-F-4
3579.0,8.4626,8.8386,0.0536,2.6235,15/9-F-4
3579.5,9.0797,8.7187,0.0516,2.6158,15/9-F-4
3580.0,8.0352,9.3508,0.0477,2.6093,15/9-F-4
3580.5,7.9174,10.2213,0.0533,2.611,15/9-F-4
3581.0,7.8072,9.268,0.0562,2.6129,15/9-F-4
3581.5,8.4848,9.2178,0.0519,2.6059,15/9-F-4
3582.0,9.0929,9.2819,0.0505,2.6067,15/9-F-4
3582.5,9.1763,8.7539,0.0536,2.6165,15/9-F-4
3583.0,9.2449,8.9473,0.0571,2.6356,15/9-F-4
3583.5,8.9209,8.5664,0.0508,2.6407,15/9-F-4
3584.0,8.5358,8.9028,0.0476,2.6355,15/9-F-4
3584.5,8.2169,9.1197,0.0546,2.6254,15/9-F-4
3585.0,7.8675,8.5881,0.0538,2.615,15/9-F-4
3585.5,7.8178,8.7476,0.0517,2.6043,15/9-F-4
3586.0,8.7381,8.1558,0.0532,2.6047,15/9-F-4
3586.5,9.2207,7.988,0.0622,2.6048,15/9-F-4
3587.0,9.8284,7.9929,0.0588,2.6105,15/9-F-4
3587.5,9.4676,7.4932,0.0622,2.6157,15/9-F-4
3588.0,9.7484,7.5388,0.0639,2.6181,15/9-F-4
3588.5,9.4569,7.0712,0.0625,2.6126,15/9-F-4
3589.0,9.2917,7.3751,0.0672,2.5923,15/9-F-4
3589.5,8.5328,7.2288,0.0701,2.5818,15/9-F-4
3590.0,8.3701,7.1841,0.0728,2.5733,15/9-F-4
3590.5,8.9181,6.9065,0.0664,2.5866,15/9-F-4
3591.0,8.9067,7.1039,0.0658,2.5904,15/9-F-4
3591.5,8.2092,7.4855,0.0616,2.6014,15/9-F-4
3592.0,8.7718,7.5088,0.064,2.6041,15/9-F-4
3592.5,8.9943,7.3395,0.0565,2.6158,15/9-F-4
3593.0,8.8257,7.6435,0.0575,2.6177,15/9-F-4
3593.5,7.7487,7.7184,0.0596,2.6089,15/9-F-4
3594.0,7.8994,7.6223,0.0618,2.5961,15/9-F-4
3594.5,9.8087,7.1213,0.0614,2.5858,15/9-F-4
3595.0,9.2317,7.1096,0.063,2.5823,15/9-F-4
3595.5,8.7221,7.167,0.0683,2.5754,15/9-F-4
3596.0,7.3731,7.058,0.0714,2.5793,15/9-F-4
3596.5,7.4816,6.6626,0.0738,2.5847,15/9-F-4
3597.0,7.726,6.6374,0.0706,2.5958,15/9-F-4
3597.5,8.0104,6.6064,0.069,2.5962,15/9-F-4
3598.0,8.8352,6.6291,0.0692,2.5904,15/9-F-4
3598.5,9.1321,6.573,0.0703,2.5835,15/9-F-4
3599.0,8.6446,6.8379,0.0692,2.5806,15/9-F-4
3599.5,7.837,6.9522,0.0669,2.5873,15/9-F-4
3600.0,7.4612,6.8517,0.0661,2.5994,15/9-F-4
3600.5,7.4501,6.6819,0.0684,2.5981,15/9-F-4
3601.0,7.6311,6.4957,0.0674,2.5963,15/9-F-4
3601.5,6.9756,6.417,0.071,2.5864,15/9-F-4
3602.0,7.5393,6.2137,0.071,2.5856,15/9-F-4
3602.5,7.2731,6.0003,0.0756,2.5686,15/9-F-4
3603.0,8.5581,5.7681,0.0738,2.563,15/9-F-4
3603.5,8.0447,5.8574,0.0741,2.5653,15/9-F-4
3604.0,8.4627,6.0104,0.0713,2.5811,15/9-F-4
3604.5,8.2852,6.2481,0.0706,2.5961,15/9-F-4
3605.0,8.5396,6.13,0.0698,2.5908,15/9-F-4
3605.5,9.4299,5.6314,0.0736,2.5902,15/9-F-4
3606.0,9.3254,5.2904,0.0743,2.571,15/9-F-4
3606.5,9.3808,5.2904,0.0772,2.5848,15/9-F-4
3607.0,8.0317,5.2904,0.0793,2.5779,15/9-F-4
3607.5,7.4558,5.2054,0.0797,2.5788,15/9-F-4
3608.0,7.7703,4.9761,0.0829,2.57,15/9-F-4
3608.5,8.1543,4.5788,0.086,2.5607,15/9-F-4
3609.0,8.1915,4.5032,0.0895,2.5613,15/9-F-4
3609.5,6.8275,4.8045,0.0883,2.5608,15/9-F-4
3610.0,6.8598,4.8713,0.0774,2.5668,15/9-F-4
3610.5,6.8298,4.691,0.0785,2.5753,15/9-F-4
3611.0,8.0228,4.7874,0.0838,2.584,15/9-F-4
3611.5,8.4095,5.0668,0.0772,2.5858,15/9-F-4
3612.0,8.4991,5.2953,0.0754,2.5842,15/9-F-4
3612.5,8.2092,5.1925,0.0744,2.5711,15/9-F-4
3613.0,7.7456,5.2877,0.0833,2.5709,15/9-F-4
3613.5,8.2516,5.0551,0.086,2.5734,15/9-F-4
3614.0,8.9771,5.0624,0.0799,2.5786,15/9-F-4
3614.5,10.2622,5.0458,0.0799,2.5872,15/9-F-4
3615.0,11.997,5.2241,0.0761,2.5942,15/9-F-4
3615.5,12.2602,5.3057,0.0718,2.6035,15/9-F-4
3616.0,10.5749,5.2677,0.071,2.5902,15/9-F-4
3616.5,8.7543,5.5581,0.0709,2.5761,15/9-F-4
3617.0,8.1633,5.5726,0.0726,2.5681,15/9-F-4
3617.5,8.7895,5.8251,0.0728,2.5728,15/9-F-4
3618.0,8.8964,5.5443,0.0791,2.5706,15/9-F-4
3618.5,8.3689,5.227,0.0848,2.5603,15/9-F-4
3619.0,8.2153,5.0177,0.0842,2.5591,15/9-F-4
3619.5,7.4156,4.9795,0.0825,2.5597,15/9-F-4
3620.0,7.2817,5.2316,0.0877,2.5778,15/9-F-4
3620.5,6.9385,5.4613,0.0786,2.5877,15/9-F-4
3621.0,7.1412,5.6167,0.0714,2.5992,15/9-F-4
3621.5,7.9111,5.9796,0.0695,2.6026,15/9-F-4
3622.0,9.1856,5.9387,0.0752,2.6062,15/9-F-4
3622.5,9.8692,6.2326,0.0693,2.6044,15/9-F-4
3623.0,9.9676,6.4812,0.0665,2.5982,15/9-F-4
3623.5,9.3787,6.6072,0.0687,2.5906,15/9-F-4
3624.0,10.2187,6.676,0.0637,2.5804,15/9-F-4
3624.5,10.921,6.2596,0.0724,2.5828,15/9-F-4
3625.0,12.811,6.1788,0.0758,2.5782,15/9-F-4
3625.5,14.2778,6.1598,0.0723,2.5699,15/9-F-4
3626.0,16.6533,5.4669,0.0804,2.5665,15/9-F-4
3626.5,18.1022,4.9042,0.0822,2.5636,15/9-F-4
3627.0,17.9159,4.5737,0.0912,2.5728,15/9-F-4
3627.5,16.3189,4.4806,0.0903,2.5611,15/9-F-4
3628.0,14.4712,4.1885,0.085,2.5715,15/9-F-4
3628.5,14.3926,4.3366,0.087,2.5679,15/9-F-4
3629.0,15.0638,3.9711,0.086,2.5731,15/9-F-4
3629.5,16.7261,3.3712,0.0871,2.5731,15/9-F-4
3630.0,16.9584,3.7662,0.0909,2.5789,15/9-F-4
3630.5,18.5213,3.6338,0.0974,2.5775,15/9-F-4
3631.0,18.3717,3.1667,0.0973,2.5777,15/9-F-4
3631.5,17.2677,3.4561,0.0966,2.5733,15/9-F-4
3632.0,15.3857,4.0553,0.0986,2.5733,15/9-F-4
3632.5,14.0979,3.9591,0.0955,2.5637,15/9-F-4
3633.0,14.316,4.1189,0.0993,2.5526,15/9-F-4
3633.5,14.0767,3.8427,0.1105,2.5467,15/9-F-4
3634.0,14.2735,3.7436,0.1096,2.5425,15/9-F-4
3634.5,14.6905,3.7153,0.1105,2.5534,15/9-F-4
3635.0,14.8498,3.4487,0.1027,2.5518,15/9-F-4
3635.5,13.6981,3.8321,0.1038,2.5505,15/9-F-4
3636.0,12.1758,3.5686,0.1104,2.5404,15/9-F-4
3636.5,10.7043,3.3016,0.112,2.537,15/9-F-4
3637.0,10.7806,3.1238,0.1076,2.531,15/9-F-4
3637.5,12.4477,2.965,0.1146,2.533,15/9-F-4
3638.0,13.7607,3.0003,0.1169,2.5359,15/9-F-4
3638.5,15.6909,3.0639,0.115,2.5466,15/9-F-4
3639.0,15.4959,3.1951,0.1049,2.5481,15/9-F-4
3639.5,16.1964,3.5447,0.1102,2.5526,15/9-F-4
3640.0,15.351,3.0491,0.1172,2.5438,15/9-F-4
3640.5,16.6933,3.1518,0.1193,2.544,15/9-F-4
3641.0,18.1858,2.9721,0.1196,2.5395,15/9-F-4
3641.5,19.368,2.9083,0.1179,2.5529,15/9-F-4
3642.0,19.4666,3.0867,0.1096,2.56,15/9-F-4
3642.5,17.4289,3.599,0.1037,2.5707,15/9-F-4
3643.0,15.831,3.8754,0.1002,2.5701,15/9-F-4
3643.5,12.8541,3.9409,0.087,2.577,15/9-F-4
3644.0,10.9568,4.0259,0.0775,2.5811,15/9-F-4
3644.5,10.7067,4.2846,0.0791,2.5881,15/9-F-4
3645.0,12.2129,4.1245,0.0859,2.5875,15/9-F-4
3645.5,13.929,4.0433,0.0908,2.5752,15/9-F-4
3646.0,15.4868,3.3672,0.1005,2.5653,15/9-F-4
3646.5,16.7277,2.9298,0.1028,2.5605,15/9-F-4
3647.0,17.4133,2.5966,0.1099,2.5554,15/9-F-4
3647.5,16.0692,2.8583,0.1149,2.5532,15/9-F-4
3648.0,14.0126,2.798,0.1044,2.5387,15/9-F-4
3648.5,13.6759,3.1435,0.1176,2.5343,15/9-F-4
3649.0,13.8904,2.6358,0.1203,2.5241,15/9-F-4
3649.5,14.3512,2.4547,0.117,2.525,15/9-F-4
3650.0,13.3055,2.6294,0.1154,2.5196,15/9-F-4
3650.5,14.2599,2.6226,0.1328,2.5143,15/9-F-4
3651.0,15.8512,2.3944,0.134,2.5148,15/9-F-4
3651.5,18.0536,2.2771,0.1266,2.5214,15/9-F-4
3652.0,18.0492,2.2451,0.1381,2.5181,15/9-F-4
3652.5,16.075,2.4033,0.1342,2.5144,15/9-F-4
3653.0,13.6933,2.4782,0.1367,2.5124,15/9-F-4
3653.5,12.7671,2.4158,0.1337,2.5196,15/9-F-4
3654.0,13.6277,2.3687,0.1304,2.5257,15/9-F-4
3654.5,14.7857,2.393,0.1284,2.5222,15/9-F-4
3655.0,15.127,2.4712,0.1353,2.5214,15/9-F-4
3655.5,15.1042,2.4782,0.1292,2.5176,15/9-F-4
3656.0,14.2784,2.4341,0.1299,2.5237,15/9-F-4
3656.5,13.1501,2.5004,0.1244,2.5286,15/9-F-4
3657.0,12.9913,2.5503,0.1352,2.5205,15/9-F-4
3657.5,12.8719,2.4097,0.1378,2.5015,15/9-F-4
3658.0,13.371,1.9914,0.1553,2.4735,15/9-F-4
3658.5,11.9144,1.9041,0.1525,2.4708,15/9-F-4
3659.0,11.4398,1.8238,0.162,2.4671,15/9-F-4
3659.5,10.1506,1.7967,0.1542,2.4782,15/9-F-4
3660.0,9.2757,1.9033,0.1494,2.4733,15/9-F-4
3660.5,9.2669,1.9348,0.151,2.4821,15/9-F-4
3661.0,9.9117,2.1807,0.1385,2.4922,15/9-F-4
3661.5,10.487,2.4852,0.1258,2.5123,15/9-F-4
3662.0,10.9215,2.9831,0.1252,2.5364,15/9-F-4
3662.5,11.2787,3.035,0.1199,2.5477,15/9-F-4
3663.0,12.2318,2.9817,0.1211,2.543,15/9-F-4
3663.5,12.7993,2.8932,0.1189,2.5158,15/9-F-4
3664.0,12.2272,2.6181,0.1276,2.5075,15/9-F-4
3664.5,12.6781,2.7551,0.117,2.5108,15/9-F-4
3665.0,12.5068,2.9559,0.1154,2.5452,15/9-F-4
3665.5,13.1039,3.2612,0.1217,2.5622,15/9-F-4
3666.0,14.1981,3.0395,0.1284,2.5462,15/9-F-4
3666.5,13.6036,2.5608,0.1282,2.5145,15/9-F-4
3667.0,12.0127,2.64,0.1216,2.498,15/9-F-4
3667.5,8.8776,2.886,0.1171,2.5044,15/9-F-4
3668.0,7.3071,3.1761,0.1141,2.5232,15/9-F-4
3668.5,8.3645,3.3581,0.1091,2.5331,15/9-F-4
3669.0,9.5387,3.5384,0.0938,2.5448,15/9-F-4
3669.5,11.3412,3.8819,0.0922,2.544,15/9-F-4
3670.0,11.1646,3.8264,0.0975,2.5571,15/9-F-4
3670.5,11.8141,3.6892,0.0943,2.5674,15/9-F-4
3671.0,12.0498,3.7313,0.0929,2.5701,15/9-F-4
3671.5,12.6962,3.8246,0.0946,2.5664,15/9-F-4
3672.0,13.2556,3.825,0.0934,2.5664,15/9-F-4
3672.5,12.8319,3.7477,0.0978,2.5722,15/9-F-4
3673.0,12.6938,3.601,0.0897,2.572,15/9-F-4
3673.5,11.9689,3.5826,0.0985,2.568,15/9-F-4
3674.0,11.7407,3.3477,0.0989,2.5503,15/9-F-4
3674.5,12.1435,3.2105,0.1149,2.5292,15/9-F-4
3675.0,12.4887,2.7097,0.1273,2.5077,15/9-F-4
3675.5,12.6466,2.3657,0.134,2.496,15/9-F-4
3676.0,12.7461,2.1506,0.1473,2.4854,15/9-F-4
3676.5,12.9764,2.1239,0.1629,2.4754,15/9-F-4
3677.0,13.8535,1.8052,0.1571,2.4843,15/9-F-4
3677.5,14.3788,1.9175,0.1509,2.4907,15/9-F-4
3678.0,14.4024,2.1867,0.1475,2.5052,15/9-F-4
3678.5,13.9309,2.2207,0.1444,2.515,15/9-F-4
3679.0,13.8168,2.6085,0.1275,2.5169,15/9-F-4
3679.5,14.0734,2.6062,0.1331,2.5209,15/9-F-4
3680.0,14.6504,2.6763,0.1243,2.5224,15/9-F-4
3680.5,14.0789,2.7802,0.1194,2.531,15/9-F-4
3681.0,13.5827,2.7849,0.1272,2.5213,15/9-F-4
3681.5,11.8704,2.7575,0.1316,2.5169,15/9-F-4
3682.0,11.4522,2.8308,0.1173,2.5199,15/9-F-4
3682.5,10.4382,2.9317,0.1119,2.5372,15/9-F-4
3683.0,12.3545,3.0659,0.1133,2.5398,15/9-F-4
3683.5,13.6726,2.9688,0.1136,2.5418,15/9-F-4
3684.0,15.743,2.77,0.1178,2.5246,15/9-F-4
3684.5,15.8192,2.5939,0.1226,2.5205,15/9-F-4
3685.0,16.3251,2.3633,0.1526,2.5123,15/9-F-4
3685.5,14.3697,1.9723,0.1585,2.5049,15/9-F-4
3686.0,12.4632,2.1145,0.1497,2.4804,15/9-F-4
3686.5,9.4505,2.1011,0.1605,2.467,15/9-F-4
3687.0,9.541,1.8465,0.1489,2.4596,15/9-F-4
3687.5,10.5491,1.9252,0.1585,2.4734,15/9-F-4
3688.0,12.6787,1.8405,0.1574,2.4728,15/9-F-4
3688.5,14.5332,1.9264,0.1426,2.4909,15/9-F-4
3689.0,15.6616,2.0951,0.1509,2.4981,15/9-F-4
3689.5,15.327,2.1319,0.1526,2.5118,15/9-F-4
3690.0,14.8088,2.2121,0.1408,2.5038,15/9-F-4
3690.5,13.9965,2.2876,0.1411,2.505,15/9-F-4
3691.0,13.4762,2.2865,0.1418,2.5023,15/9-F-4
3691.5,12.3223,2.3878,0.1308,2.5124,15/9-F-4
3692.0,11.8422,2.6246,0.1258,2.522,15/9-F-4
3692.5,12.419,3.1344,0.1287,2.5283,15/9-F-4
3693.0,13.3281,2.6391,0.1218,2.5267,15/9-F-4
3693.5,14.2974,2.9247,0.1328,2.5173,15/9-F-4
3694.0,13.8571,2.7912,0.1301,2.5138,15/9-F-4
3694.5,12.9792,2.8715,0.1221,2.5108,15/9-F-4
3695.0,12.142,2.8229,0.1156,2.538,15/9-F-4
3695.5,11.7734,3.3317,0.0931,2.5597,15/9-F-4
3696.0,11.6323,4.2698,0.0806,2.595,15/9-F-4
3696.5,11.5861,4.8372,0.0743,2.6039,15/9-F-4
3697.0,11.2825,4.742,0.0762,2.5949,15/9-F-4
3697.5,11.4237,4.5721,0.0789,2.5823,15/9-F-4
3698.0,10.877,4.2355,0.0785,2.5673,15/9-F-4
3698.5,12.6821,4.0199,0.0886,2.5721,15/9-F-4
3699.0,13.9523,4.2038,0.0921,2.582,15/9-F-4
3699.5,14.5404,3.7311,0.0864,2.5816,15/9-F-4
3700.0,13.5402,4.3599,0.0888,2.5806,15/9-F-4
3700.5,12.83,3.6795,0.0937,2.5719,15/9-F-4
3701.0,12.1895,3.8533,0.0847,2.5759,15/9-F-4
3701.5,11.1895,4.2411,0.087,2.585,15/9-F-4
3702.0,10.0492,4.7268,0.0813,2.5956,15/9-F-4
3702.5,10.1479,4.5984,0.0777,2.5933,15/9-F-4
3703.0,11.733,4.2345,0.0865,2.5825,15/9-F-4
3703.5,13.9051,4.1434,0.0852,2.5694,15/9-F-4
3704.0,15.2679,3.9968,0.0879,2.5717,15/9-F-4
3704.5,14.1537,4.3009,0.0829,2.5792,15/9-F-4
3705.0,12.4497,5.1963,0.0746,2.6046,15/9-F-4
3705.5,10.1891,5.4571,0.0679,2.6124,15/9-F-4
3706.0,9.9334,6.0522,0.0638,2.6243,15/9-F-4
3706.5,9.885,5.543,0.0677,2.612,15/9-F-4
3707.0,10.7655,6.0391,0.0668,2.6195,15/9-F-4
3707.5,11.4569,6.1954,0.0652,2.612,15/9-F-4
3708.0,11.2139,6.6796,0.0628,2.6205,15/9-F-4
3708.5,10.6452,7.2455,0.0583,2.6238,15/9-F-4
3709.0,9.1001,7.7722,0.0548,2.6276,15/9-F-4
3709.5,9.31,7.6277,0.0534,2.6352,15/9-F-4
3710.0,9.7556,7.8161,0.052,2.6272,15/9-F-4
3710.5,10.5012,8.0546,0.0514,2.6373,15/9-F-4
3711.0,9.8812,8.2459,0.0486,2.6283,15/9-F-4
3711.5,9.481,8.5067,0.0473,2.629,15/9-F-4
3712.0,9.7189,9.1694,0.0457,2.6221,15/9-F-4
3712.5,10.4296,8.4817,0.0505,2.6168,15/9-F-4
3713.0,10.8237,7.8886,0.0511,2.6156,15/9-F-4
3713.5,11.2849,7.3582,0.0553,2.6051,15/9-F-4
3714.0,12.2013,7.0943,0.0614,2.601,15/9-F-4
3714.5,13.3358,6.4321,0.0626,2.6083,15/9-F-4
3715.0,13.2337,5.7009,0.0605,2.6162,15/9-F-4
3715.5,12.1068,6.1769,0.06,2.62,15/9-F-4
3716.0,10.4626,6.116,0.0609,2.6078,15/9-F-4
3716.5,10.2042,5.9401,0.0634,2.5971,15/9-F-4
3717.0,11.1438,5.4378,0.0773,2.5848,15/9-F-4
3717.5,13.228,4.1113,0.0853,2.5708,15/9-F-4
3718.0,14.1888,3.6804,0.0876,2.5684,15/9-F-4
3718.5,14.6371,4.0096,0.0927,2.5672,15/9-F-4
3719.0,13.1148,3.7043,0.102,2.5707,15/9-F-4
3719.5,12.7443,3.8023,0.0982,2.5781,15/9-F-4
3720.0,12.1058,3.8638,0.0851,2.5747,15/9-F-4
3720.5,12.8869,4.4913,0.0856,2.5858,15/9-F-4
3721.0,12.7802,4.505,0.0832,2.5805,15/9-F-4
3721.5,12.51,4.9108,0.0725,2.5948,15/9-F-4
3722.0,10.9599,5.4941,0.0684,2.5965,15/9-F-4
3722.5,10.681,5.6367,0.0686,2.6034,15/9-F-4
3723.0,10.3795,5.7386,0.0656,2.5991,15/9-F-4
3723.5,10.3981,5.817,0.0625,2.5965,15/9-F-4
3724.0,9.9311,6.0415,0.0655,2.5984,15/9-F-4
3724.5,9.7683,5.7925,0.0705,2.6,15/9-F-4
3725.0,10.4119,5.5328,0.0688,2.5943,15/9-F-4
3725.5,11.9933,5.41,0.0741,2.5917,15/9-F-4
3726.0,12.1556,5.0067,0.0834,2.5862,15/9-F-4
3726.5,13.5953,4.2714,0.0854,2.5905,15/9-F-4
3727.0,12.1072,4.0921,0.083,2.586,15/9-F-4
3727.5,11.3837,5.285,0.0812,2.5854,15/9-F-4
3728.0,10.4077,5.1666,0.0841,2.5793,15/9-F-4
3728.5,11.5247,4.2057,0.0841,2.5801,15/9-F-4
3729.0,12.1939,4.7114,0.0767,2.585,15/9-F-4
3729.5,11.7628,5.2703,0.0786,2.591,15/9-F-4
3730.0,10.0745,5.9244,0.0712,2.5998,15/9-F-4
3730.5,8.5556,6.4013,0.0669,2.6059,15/9-F-4
3731.0,7.6887,7.0229,0.0593,2.6129,15/9-F-4
3731.5,7.293,7.3719,0.0569,2.6113,15/9-F-4
3732.0,8.1156,7.4119,0.0526,2.614,15/9-F-4
3732.5,8.3487,7.4102,0.0551,2.6112,15/9-F-4
3733.0,9.558,7.0934,0.0681,2.6049,15/9-F-4
3733.5,10.2798,6.483,0.0655,2.5948,15/9-F-4
3734.0,11.7359,6.0522,0.0698,2.5945,15/9-F-4
3734.5,11.8644,5.7435,0.0728,2.5972,15/9-F-4
3735.0,12.2618,5.5777,0.072,2.6028,15/9-F-4
3735.5,12.1694,5.589,0.0702,2.6079,15/9-F-4
3736.0,12.1853,5.3399,0.0674,2.6171,15/9-F-4
3736.5,12.4301,5.3608,0.0698,2.6126,15/9-F-4
3737.0,11.9879,6.0304,0.072,2.6008,15/9-F-4
3737.5,11.7992,5.5509,0.0665,2.5952,15/9-F-4
3738.0,10.5099,5.5802,0.063,2.5927,15/9-F-4
3738.5,10.5163,5.6586,0.0674,2.6003,15/9-F-4
3739.0,10.776,5.378,0.0709,2.6013,15/9-F-4
3739.5,12.2163,5.1336,0.0701,2.6082,15/9-F-4
3740.0,12.032,5.0425,0.0685,2.6162,15/9-F-4
3740.5,11.3572,5.7015,0.0686,2.6069,15/9-F-4
3741.0,11.1646,5.3045,0.0689,2.5983,15/9-F-4
3741.5,13.63,5.1644,0.0759,2.5942,15/9-F-4
3742.0,15.8977,4.7512,0.073,2.5981,15/9-F-4
3742.5,15.8549,4.4132,0.0702,2.6058,15/9-F-4
3743.0,14.4039,5.0343,0.0738,2.6003,15/9-F-4
3743.5,13.0872,5.1307,0.0741,2.6024,15/9-F-4
3744.0,12.185,5.5042,0.064,2.6049,15/9-F-4
3744.5,11.1841,5.955,0.0583,2.6092,15/9-F-4
3745.0,9.7872,6.4261,0.0585,2.6115,15/9-F-4
3745.5,10.2951,6.4823,0.0602,2.6028,15/9-F-4
3746.0,10.3528,6.5632,0.0606,2.6075,15/9-F-4
3746.5,10.9882,6.3108,0.0649,2.5928,15/9-F-4
3747.0,11.2754,6.107,0.0708,2.6069,15/9-F-4
3747.5,11.4559,5.8413,0.0727,2.595,15/9-F-4
3748.0,12.0316,5.5712,0.0695,2.6026,15/9-F-4
3748.5,11.5743,5.5154,0.073,2.5923,15/9-F-4
3749.0,11.8502,5.3622,0.0757,2.5884,15/9-F-4
3749.5,12.3148,4.918,0.0782,2.5844,15/9-F-4
3750.0,13.3834,4.5855,0.0762,2.589,15/9-F-4
