DEPTH,GR,ILD,NPHI,RHOB,WELL
3750.5,13.7207,4.4826,0.081,2.5927,15/9-F-4
3751.0,12.8919,4.2983,0.0869,2.5921,15/9-F-4
3751.5,12.4149,3.9682,0.0922,2.5714,15/9-F-4
3752.0,11.4491,3.717,0.0948,2.5579,15/9-F-4
3752.5,11.657,3.6487,0.0931,2.5486,15/9-F-4
3753.0,12.3085,3.7336,0.1035,2.5335,15/9-F-4
3753.5,12.7834,3.3343,0.1306,2.5133,15/9-F-4
3754.0,13.131,2.5899,0.1361,2.4979,15/9-F-4
3754.5,12.5944,2.4869,0.1241,2.5058,15/9-F-4
3755.0,11.978,2.5996,0.1221,2.5182,15/9-F-4
3755.5,11.4825,3.0628,0.1265,2.5335,15/9-F-4
3756.0,10.5889,3.3675,0.1191,2.535,15/9-F-4
3756.5,10.848,3.2509,0.1103,2.5548,15/9-F-4
3757.0,11.0455,3.8898,0.1038,2.5662,15/9-F-4
3757.5,11.8399,4.2164,0.0906,2.5873,15/9-F-4
3758.0,12.3908,4.4185,0.0838,2.5861,15/9-F-4
3758.5,12.5506,4.5922,0.0807,2.5976,15/9-F-4
3759.0,12.2818,4.8731,0.075,2.5897,15/9-F-4
3759.5,13.0701,4.9605,0.0781,2.5946,15/9-F-4
3760.0,12.6126,4.8427,0.0808,2.5839,15/9-F-4
3760.5,12.3835,4.638,0.0822,2.5852,15/9-F-4
3761.0,10.9275,4.5452,0.0894,2.5784,15/9-F-4
3761.5,11.7728,4.4963,0.0874,2.5783,15/9-F-4
3762.0,12.4826,4.4564,0.0859,2.5791,15/9-F-4
3762.5,13.3966,4.6027,0.0851,2.5733,15/9-F-4
3763.0,12.5084,4.4893,0.0796,2.5755,15/9-F-4
3763.5,12.7471,4.7162,0.0784,2.578,15/9-F-4
3764.0,13.0371,4.6457,0.0834,2.5683,15/9-F-4
3764.5,13.9432,4.4129,0.0885,2.5594,15/9-F-4
3765.0,13.8248,3.9436,0.0977,2.5552,15/9-F-4
3765.5,14.5851,3.8965,0.0993,2.5672,15/9-F-4
3766.0,14.2019,3.7084,0.0884,2.579,15/9-F-4
3766.5,13.2311,3.9939,0.0804,2.5767,15/9-F-4
3767.0,11.8222,4.474,0.0901,2.5775,15/9-F-4
3767.5,11.1312,4.343,0.0862,2.5622,15/9-F-4
3768.0,12.1416,4.4102,0.0889,2.56,15/9-F-4
3768.5,11.6649,4.2068,0.091,2.5582,15/9-F-4
3769.0,12.0305,4.2613,0.0872,2.572,15/9-F-4
3769.5,11.8999,4.3933,0.0815,2.5712,15/9-F-4
3770.0,12.7848,4.342,0.0871,2.5823,15/9-F-4
3770.5,13.4834,4.6059,0.0833,2.5846,15/9-F-4
3771.0,12.3459,4.6552,0.0763,2.5873,15/9-F-4
3771.5,11.3504,4.8734,0.0803,2.5802,15/9-F-4
3772.0,10.4578,4.7662,0.0799,2.5718,15/9-F-4
3772.5,12.6213,4.6076,0.0859,2.5781,15/9-F-4
3773.0,14.7058,4.6835,0.0878,2.583,15/9-F-4
3773.5,15.7319,4.5154,0.0791,2.5942,15/9-F-4
3774.0,14.2578,4.8187,0.0752,2.6008,15/9-F-4
3774.5,13.1056,5.2385,0.0742,2.5941,15/9-F-4
3775.0,11.4558,5.5045,0.071,2.5957,15/9-F-4
3775.5,11.1062,5.6505,0.0701,2.5987,15/9-F-4
3776.0,11.5738,5.6744,0.0684,2.608,15/9-F-4
3776.5,13.0367,5.7733,0.0706,2.6059,15/9-F-4
3777.0,13.1625,5.7834,0.0692,2.5977,15/9-F-4
3777.5,12.1872,6.0234,0.0673,2.5924,15/9-F-4
3778.0,11.372,6.0589,0.0711,2.5817,15/9-F-4
3778.5,11.1874,5.7904,0.0715,2.5825,15/9-F-4
3779.0,10.4244,5.979,0.0709,2.587,15/9-F-4
3779.5,10.6834,6.1852,0.0701,2.6,15/9-F-4
3780.0,11.1764,6.4864,0.0671,2.6122,15/9-F-4
3780.5,11.9394,6.3995,0.061,2.6161,15/9-F-4
3781.0,12.4245,6.5798,0.0613,2.6181,15/9-F-4
3781.5,12.4851,6.5405,0.0614,2.6125,15/9-F-4
3782.0,12.8848,6.6588,0.0625,2.6121,15/9-F-4
3782.5,12.3283,6.3599,0.0643,2.612,15/9-F-4
3783.0,11.6432,6.415,0.0686,2.6113,15/9-F-4
3783.5,11.4732,5.8005,0.0699,2.6131,15/9-F-4
3784.0,12.1835,5.6911,0.0738,2.6098,15/9-F-4
3784.5,12.4845,5.9847,0.0643,2.6045,15/9-F-4
3785.0,12.2495,5.9488,0.0662,2.6028,15/9-F-4
3785.5,11.1592,6.2378,0.068,2.5991,15/9-F-4
3786.0,11.0953,6.3008,0.0627,2.6083,15/9-F-4
3786.5,10.9884,6.0271,0.0616,2.6063,15/9-F-4
3787.0,10.9537,6.2049,0.0674,2.6065,15/9-F-4
3787.5,11.4129,5.6278,0.0711,2.5977,15/9-F-4
3788.0,11.941,5.3741,0.0716,2.5999,15/9-F-4
3788.5,13.0254,5.1536,0.077,2.5969,15/9-F-4
3789.0,13.3644,5.0868,0.0796,2.5936,15/9-F-4
3789.5,12.9978,4.9653,0.0768,2.5906,15/9-F-4
3790.0,11.4807,5.2834,0.0793,2.5886,15/9-F-4
3790.5,10.888,5.1531,0.0766,2.5904,15/9-F-4
3791.0,11.775,5.2074,0.0773,2.5972,15/9-F-4
3791.5,12.9384,5.1797,0.0705,2.6024,15/9-F-4
3792.0,11.4552,5.5478,0.0633,2.6009,15/9-F-4
3792.5,10.3147,5.5961,0.0741,2.5903,15/9-F-4
3793.0,10.7213,5.3699,0.0727,2.5877,15/9-F-4
3793.5,12.7561,5.17,0.0758,2.5861,15/9-F-4
3794.0,12.4429,5.0633,0.08,2.5859,15/9-F-4
3794.5,11.7982,5.1008,0.0704,2.5915,15/9-F-4
3795.0,10.9578,5.4547,0.0722,2.6031,15/9-F-4
3795.5,10.9202,5.6878,0.0656,2.6122,15/9-F-4
3796.0,11.1007,5.9051,0.0652,2.6056,15/9-F-4
3796.5,11.096,6.1082,0.0651,2.5982,15/9-F-4
3797.0,11.224,6.142,0.0582,2.5943,15/9-F-4
3797.5,10.3278,6.471,0.0615,2.5957,15/9-F-4
3798.0,9.9779,6.3495,0.0644,2.6018,15/9-F-4
3798.5,9.9171,6.6847,0.0577,2.609,15/9-F-4
3799.0,10.7912,6.3454,0.0588,2.616,15/9-F-4
3799.5,12.3792,6.8942,0.0617,2.6152,15/9-F-4
3800.0,13.3172,6.1835,0.0653,2.6141,15/9-F-4
3800.5,12.7781,6.3004,0.0631,2.6072,15/9-F-4
3801.0,11.7956,5.3729,0.0675,2.6045,15/9-F-4
3801.5,11.9931,6.1072,0.0711,2.6004,15/9-F-4
3802.0,14.077,5.259,0.0698,2.5945,15/9-F-4
3802.5,14.0642,5.723,0.0709,2.5975,15/9-F-4
3803.0,12.8783,5.7774,0.0675,2.5932,15/9-F-4
3803.5,9.5231,6.6449,0.0625,2.608,15/9-F-4
3804.0,8.5636,6.8215,0.0604,2.6156,15/9-F-4
3804.5,8.7157,7.8134,0.0544,2.6327,15/9-F-4
3805.0,9.5168,7.7624,0.0541,2.6358,15/9-F-4
3805.5,9.5997,7.2565,0.0586,2.6318,15/9-F-4
3806.0,8.6584,7.5167,0.0618,2.6212,15/9-F-4
3806.5,8.1178,7.8685,0.0609,2.6191,15/9-F-4
3807.0,8.3708,8.336,0.0623,2.6183,15/9-F-4
3807.5,9.2415,8.0808,0.06,2.6187,15/9-F-4
3808.0,9.7914,7.7548,0.0602,2.6134,15/9-F-4
3808.5,9.7837,8.2435,0.0586,2.613,15/9-F-4
3809.0,8.7483,8.6267,0.0553,2.615,15/9-F-4
3809.5,9.2612,8.796,0.057,2.6214,15/9-F-4
3810.0,8.8219,8.3177,0.0543,2.6204,15/9-F-4
3810.5,8.6626,9.5287,0.0508,2.6197,15/9-F-4
3811.0,7.9925,9.5789,0.049,2.6217,15/9-F-4
3811.5,8.6554,9.8406,0.0506,2.6226,15/9-F-4
3812.0,9.3508,9.7312,0.0517,2.6243,15/9-F-4
3812.5,9.4375,9.2902,0.0487,2.6297,15/9-F-4
3813.0,9.1794,10.2186,0.0511,2.6413,15/9-F-4
3813.5,8.9708,9.2969,0.0471,2.6409,15/9-F-4
3814.0,8.9101,10.6227,0.0487,2.6354,15/9-F-4
3814.5,9.511,10.0147,0.0515,2.6221,15/9-F-4
3815.0,10.1222,8.8572,0.0533,2.6231,15/9-F-4
3815.5,10.7661,9.0653,0.0552,2.6164,15/9-F-4
3816.0,10.3267,8.4633,0.0546,2.6198,15/9-F-4
3816.5,10.0491,9.1441,0.0531,2.6188,15/9-F-4
3817.0,9.3104,8.4522,0.052,2.6245,15/9-F-4
3817.5,9.1769,9.2128,0.0508,2.6209,15/9-F-4
3818.0,8.9236,8.834,0.0512,2.6119,15/9-F-4
3818.5,9.0661,8.3768,0.0502,2.601,15/9-F-4
3819.0,8.6673,8.5139,0.0558,2.6051,15/9-F-4
3819.5,9.188,7.625,0.0578,2.608,15/9-F-4
3820.0,10.301,7.5342,0.0589,2.6121,15/9-F-4
3820.5,10.3009,7.1035,0.0618,2.5956,15/9-F-4
3821.0,9.8298,7.037,0.066,2.5925,15/9-F-4
3821.5,8.6874,6.847,0.0731,2.5876,15/9-F-4
3822.0,8.8082,6.017,0.0707,2.5906,15/9-F-4
3822.5,9.3329,6.4033,0.073,2.5936,15/9-F-4
3823.0,9.9271,5.8703,0.0712,2.6014,15/9-F-4
3823.5,10.637,5.7951,0.0692,2.6052,15/9-F-4
3824.0,10.5825,6.2807,0.0668,2.6102,15/9-F-4
3824.5,10.295,6.3149,0.0671,2.601,15/9-F-4
3825.0,10.2837,6.2725,0.0658,2.5971,15/9-F-4
3825.5,10.3807,6.2006,0.064,2.5949,15/9-F-4
3826.0,10.3009,6.6065,0.0695,2.5997,15/9-F-4
3826.5,8.9736,6.7391,0.0667,2.5983,15/9-F-4
3827.0,7.7482,6.5011,0.0679,2.5918,15/9-F-4
3827.5,7.4046,6.6456,0.0649,2.5922,15/9-F-4
3828.0,9.692,6.7309,0.0672,2.6007,15/9-F-4
3828.5,12.9572,6.1724,0.0704,2.6006,15/9-F-4
3829.0,14.3003,6.0633,0.0705,2.6043,15/9-F-4
3829.5,14.2346,5.6266,0.0724,2.5978,15/9-F-4
3830.0,13.0814,5.6818,0.0709,2.5988,15/9-F-4
3830.5,12.9638,5.6599,0.0768,2.6002,15/9-F-4
3831.0,11.5253,5.8605,0.0697,2.5976,15/9-F-4
3831.5,9.87,5.9973,0.0665,2.6053,15/9-F-4
3832.0,9.1493,6.0704,0.0719,2.6026,15/9-F-4
3832.5,8.8867,6.1332,0.0673,2.6018,15/9-F-4
3833.0,9.338,6.0424,0.067,2.5928,15/9-F-4
3833.5,9.5973,5.6252,0.0725,2.5864,15/9-F-4
3834.0,10.4282,5.3818,0.0752,2.5737,15/9-F-4
3834.5,11.986,4.7458,0.0909,2.5625,15/9-F-4
3835.0,13.2807,4.2459,0.1001,2.5532,15/9-F-4
3835.5,13.0179,3.9237,0.0882,2.5509,15/9-F-4
3836.0,11.3649,4.7442,0.0898,2.5568,15/9-F-4
3836.5,9.6114,4.2394,0.0842,2.5674,15/9-F-4
3837.0,9.2074,5.5076,0.0695,2.585,15/9-F-4
3837.5,10.6925,5.1357,0.0718,2.5817,15/9-F-4
3838.0,12.1147,4.9649,0.0866,2.5757,15/9-F-4
3838.5,13.66,4.3815,0.0931,2.5513,15/9-F-4
3839.0,13.3503,4.0557,0.0937,2.5484,15/9-F-4
3839.5,12.7126,4.0194,0.0914,2.5504,15/9-F-4
3840.0,11.4297,4.1405,0.0954,2.5752,15/9-F-4
3840.5,9.3217,4.5485,0.0732,2.5896,15/9-F-4
3841.0,8.5865,5.1357,0.0751,2.5902,15/9-F-4
3841.5,8.4975,4.8606,0.0779,2.5869,15/9-F-4
3842.0,11.0585,4.6822,0.083,2.5688,15/9-F-4
3842.5,13.7396,4.1756,0.0931,2.569,15/9-F-4
3843.0,15.1062,3.7499,0.1063,2.5606,15/9-F-4
3843.5,14.5987,3.4845,0.1173,2.566,15/9-F-4
3844.0,14.077,3.2283,0.1032,2.5525,15/9-F-4
3844.5,13.5849,3.3634,0.1087,2.5545,15/9-F-4
3845.0,14.387,3.2464,0.1078,2.5515,15/9-F-4
3845.5,14.2437,3.4427,0.0998,2.5585,15/9-F-4
3846.0,14.7279,3.5428,0.1039,2.5545,15/9-F-4
3846.5,13.7667,3.6138,0.0974,2.5451,15/9-F-4
3847.0,11.7659,3.4717,0.1055,2.5261,15/9-F-4
3847.5,10.3057,3.3169,0.1068,2.5145,15/9-F-4
3848.0,10.5042,3.0556,0.1119,2.5159,15/9-F-4
3848.5,12.3956,3.1333,0.1215,2.5305,15/9-F-4
3849.0,13.4117,3.1952,0.1229,2.536,15/9-F-4
3849.5,13.0817,3.3577,0.1086,2.529,15/9-F-4
3850.0,12.1704,3.3501,0.1132,2.5282,15/9-F-4
3850.5,11.4071,2.9836,0.1129,2.525,15/9-F-4
3851.0,10.9423,3.4125,0.1097,2.5253,15/9-F-4
3851.5,10.4861,3.2908,0.121,2.528,15/9-F-4
3852.0,10.7846,3.3552,0.1142,2.5343,15/9-F-4
3852.5,12.6324,3.5885,0.1076,2.5444,15/9-F-4
3853.0,13.6052,3.6103,0.0986,2.542,15/9-F-4
3853.5,13.1854,4.0665,0.0945,2.5568,15/9-F-4
3854.0,10.6,4.2479,0.0921,2.5534,15/9-F-4
3854.5,9.1249,4.4561,0.0903,2.5573,15/9-F-4
3855.0,9.5037,4.0284,0.0942,2.5333,15/9-F-4
3855.5,10.3987,3.9677,0.0949,2.5363,15/9-F-4
3856.0,10.208,3.8327,0.1019,2.5311,15/9-F-4
3856.5,10.3077,3.754,0.1023,2.5381,15/9-F-4
3857.0,10.2743,4.032,0.1009,2.5541,15/9-F-4
3857.5,11.1826,4.2253,0.0917,2.564,15/9-F-4
3858.0,11.0879,4.384,0.0891,2.5815,15/9-F-4
3858.5,12.1221,4.5524,0.0837,2.572,15/9-F-4
3859.0,12.7808,4.4179,0.0942,2.5768,15/9-F-4
3859.5,12.5322,4.2171,0.0977,2.569,15/9-F-4
3860.0,12.0103,4.3832,0.088,2.5743,15/9-F-4
3860.5,11.3611,4.4325,0.081,2.5705,15/9-F-4
3861.0,12.5351,4.4318,0.0885,2.5685,15/9-F-4
3861.5,12.8603,4.2505,0.0959,2.5604,15/9-F-4
3862.0,12.995,4.1321,0.0969,2.5549,15/9-F-4
3862.5,12.2026,4.1023,0.0949,2.5626,15/9-F-4
3863.0,11.1011,3.8415,0.0914,2.5601,15/9-F-4
3863.5,9.9223,3.9868,0.0958,2.5756,15/9-F-4
3864.0,9.1236,3.5667,0.0992,2.5591,15/9-F-4
3864.5,8.7272,3.4652,0.0982,2.5519,15/9-F-4
3865.0,9.5153,3.2711,0.1094,2.5227,15/9-F-4
3865.5,10.2492,2.8336,0.1268,2.4975,15/9-F-4
3866.0,11.3037,2.5972,0.1354,2.498,15/9-F-4
3866.5,10.633,2.177,0.13,2.4905,15/9-F-4
3867.0,10.2831,2.5947,0.1309,2.5043,15/9-F-4
3867.5,9.9318,2.4862,0.1343,2.499,15/9-F-4
3868.0,10.0182,2.5316,0.1281,2.51,15/9-F-4
3868.5,9.3799,3.081,0.1163,2.5127,15/9-F-4
3869.0,9.9604,3.1816,0.1184,2.5138,15/9-F-4
3869.5,10.0536,2.8612,0.1304,2.5051,15/9-F-4
3870.0,11.1375,2.8954,0.1228,2.5121,15/9-F-4
3870.5,11.1085,2.9369,0.1223,2.514,15/9-F-4
3871.0,10.6315,3.0434,0.1124,2.528,15/9-F-4
3871.5,9.4346,3.4188,0.1126,2.5366,15/9-F-4
3872.0,8.142,3.6927,0.0992,2.5443,15/9-F-4
3872.5,8.599,3.8836,0.0914,2.5535,15/9-F-4
3873.0,9.7289,4.1485,0.0975,2.5503,15/9-F-4
3873.5,11.0895,4.109,0.1054,2.5547,15/9-F-4
3874.0,11.1356,3.9946,0.1015,2.5588,15/9-F-4
3874.5,11.2003,3.9639,0.0907,2.5485,15/9-F-4
3875.0,9.3048,3.8931,0.1009,2.5538,15/9-F-4
3875.5,8.5477,3.8384,0.1096,2.5422,15/9-F-4
3876.0,7.7841,3.3671,0.1008,2.5375,15/9-F-4
3876.5,9.9036,3.5187,0.1077,2.52,15/9-F-4
3877.0,10.5155,3.1739,0.1187,2.4983,15/9-F-4
3877.5,10.8643,2.7922,0.1262,2.5104,15/9-F-4
3878.0,9.4,2.9676,0.129,2.4995,15/9-F-4
3878.5,9.8452,2.5956,0.1294,2.5211,15/9-F-4
3879.0,9.6821,2.7264,0.1307,2.5131,15/9-F-4
3879.5,10.7337,2.6683,0.1262,2.5186,15/9-F-4
3880.0,11.4069,2.629,0.1313,2.5119,15/9-F-4
3880.5,11.798,2.5368,0.1291,2.5229,15/9-F-4
3881.0,11.7646,2.5486,0.1199,2.5367,15/9-F-4
3881.5,11.9637,2.5316,0.1233,2.5293,15/9-F-4
3882.0,13.7707,2.5189,0.1285,2.5239,15/9-F-4
3882.5,14.7696,2.4461,0.138,2.5023,15/9-F-4
3883.0,15.7404,2.2592,0.1475,2.4939,15/9-F-4
3883.5,15.7371,2.1189,0.1387,2.4897,15/9-F-4
3884.0,15.762,2.0758,0.1436,2.4853,15/9-F-4
3884.5,14.6867,2.0845,0.1473,2.4874,15/9-F-4
3885.0,13.9144,2.0804,0.1485,2.4891,15/9-F-4
3885.5,13.9637,2.1582,0.1337,2.5037,15/9-F-4
3886.0,15.6547,2.2107,0.1479,2.5226,15/9-F-4
3886.5,18.0434,2.2203,0.1353,2.5396,15/9-F-4
3887.0,20.0409,2.3348,0.1307,2.5491,15/9-F-4
3887.5,21.1617,2.336,0.1305,2.5435,15/9-F-4
3888.0,20.8743,2.2876,0.1353,2.5386,15/9-F-4
3888.5,20.1387,2.2395,0.1333,2.532,15/9-F-4
3889.0,17.5909,2.3087,0.1355,2.5258,15/9-F-4
3889.5,15.283,2.3938,0.1222,2.5111,15/9-F-4
3890.0,13.6068,2.4149,0.1346,2.5062,15/9-F-4
3890.5,12.8283,2.3874,0.135,2.4977,15/9-F-4
3891.0,12.1706,2.423,0.1272,2.4909,15/9-F-4
3891.5,11.0156,2.342,0.1273,2.4898,15/9-F-4
3892.0,10.8139,2.2602,0.1391,2.4879,15/9-F-4
3892.5,10.7715,2.1808,0.1366,2.4916,15/9-F-4
3893.0,12.3875,2.2656,0.1429,2.4954,15/9-F-4
3893.5,14.5904,2.2317,0.1286,2.5003,15/9-F-4
3894.0,15.5039,2.3702,0.129,2.5017,15/9-F-4
3894.5,14.1025,2.2697,0.1421,2.4887,15/9-F-4
3895.0,11.8517,2.2188,0.1364,2.4918,15/9-F-4
3895.5,11.3459,2.2509,0.1407,2.4893,15/9-F-4
3896.0,12.3374,2.2586,0.1379,2.4924,15/9-F-4
3896.5,14.1422,2.3948,0.1307,2.4976,15/9-F-4
3897.0,14.3475,2.5794,0.128,2.5115,15/9-F-4
3897.5,13.4369,2.6245,0.1301,2.524,15/9-F-4
3898.0,13.835,2.6206,0.1191,2.5295,15/9-F-4
3898.5,15.2983,2.6021,0.1303,2.5299,15/9-F-4
3899.0,16.4297,2.534,0.1293,2.5246,15/9-F-4
3899.5,16.0097,2.4798,0.1276,2.5124,15/9-F-4
3900.0,14.5569,2.3686,0.1424,2.4957,15/9-F-4
3900.5,14.2363,2.2152,0.1386,2.4786,15/9-F-4
3901.0,13.084,2.1588,0.1404,2.4727,15/9-F-4
3901.5,13.461,2.1973,0.1463,2.4804,15/9-F-4
3902.0,15.0271,2.2131,0.1385,2.4995,15/9-F-4
3902.5,15.0737,2.2795,0.13,2.5143,15/9-F-4
3903.0,15.8916,2.3123,0.1415,2.5142,15/9-F-4
3903.5,15.1494,2.3558,0.1398,2.5075,15/9-F-4
3904.0,15.4963,2.3934,0.1359,2.5124,15/9-F-4
3904.5,13.9608,2.4175,0.1309,2.5181,15/9-F-4
3905.0,13.0199,2.5527,0.1316,2.5323,15/9-F-4
3905.5,12.1795,2.6074,0.127,2.5301,15/9-F-4
3906.0,12.604,2.6417,0.1289,2.5218,15/9-F-4
3906.5,12.9303,2.6351,0.1288,2.5073,15/9-F-4
3907.0,14.1721,2.563,0.131,2.5096,15/9-F-4
3907.5,14.753,2.5191,0.139,2.5117,15/9-F-4
3908.0,14.3175,2.498,0.139,2.515,15/9-F-4
3908.5,15.2284,2.5284,0.1309,2.5146,15/9-F-4
3909.0,15.3262,2.4061,0.1354,2.5238,15/9-F-4
3909.5,17.5976,2.3753,0.1423,2.5237,15/9-F-4
3910.0,16.4083,2.1937,0.1526,2.5192,15/9-F-4
3910.5,16.1033,2.1247,0.142,2.5085,15/9-F-4
3911.0,13.7414,2.1981,0.1418,2.5004,15/9-F-4
3911.5,13.1835,2.1739,0.1499,2.4813,15/9-F-4
3912.0,12.1735,1.8926,0.1518,2.4694,15/9-F-4
3912.5,11.4592,1.8215,0.1587,2.4608,15/9-F-4
3913.0,10.2261,1.7698,0.1467,2.4533,15/9-F-4
3913.5,9.9848,1.8101,0.1671,2.455,15/9-F-4
3914.0,10.35,1.7803,0.1552,2.4653,15/9-F-4
3914.5,11.2831,1.8478,0.1468,2.4795,15/9-F-4
3915.0,11.8134,1.9721,0.141,2.4862,15/9-F-4
3915.5,12.0043,2.1327,0.138,2.4874,15/9-F-4
3916.0,13.2146,2.1856,0.1454,2.4915,15/9-F-4
3916.5,13.3326,2.0749,0.1472,2.4849,15/9-F-4
3917.0,13.8235,2.0129,0.1534,2.477,15/9-F-4
3917.5,13.3559,1.8897,0.1552,2.4691,15/9-F-4
3918.0,14.2633,1.9088,0.1549,2.4747,15/9-F-4
3918.5,13.1232,1.9351,0.1515,2.483,15/9-F-4
3919.0,12.2137,2.0112,0.15,2.4795,15/9-F-4
3919.5,11.5762,1.9801,0.1553,2.471,15/9-F-4
3920.0,12.3913,1.9235,0.1439,2.483,15/9-F-4
3920.5,14.7418,1.999,0.1519,2.4966,15/9-F-4
3921.0,15.8987,1.9865,0.158,2.5063,15/9-F-4
3921.5,17.0384,1.977,0.1537,2.4923,15/9-F-4
3922.0,16.0304,1.9517,0.1527,2.4778,15/9-F-4
3922.5,14.8692,1.88,0.1632,2.4789,15/9-F-4
3923.0,13.5147,1.8864,0.1528,2.4732,15/9-F-4
3923.5,13.3887,1.9197,0.1444,2.488,15/9-F-4
3924.0,15.4641,2.0269,0.1505,2.4884,15/9-F-4
3924.5,16.7962,2.0048,0.14,2.495,15/9-F-4
3925.0,16.0562,1.931,0.1486,2.4734,15/9-F-4
3925.5,12.4172,1.7612,0.1539,2.4597,15/9-F-4
3926.0,11.3777,1.6905,0.1598,2.4523,15/9-F-4
3926.5,11.3306,1.7105,0.1605,2.4563,15/9-F-4
3927.0,12.4069,1.8143,0.148,2.4674,15/9-F-4
3927.5,11.9858,1.861,0.1473,2.4681,15/9-F-4
3928.0,12.6621,1.8452,0.1474,2.4819,15/9-F-4
3928.5,13.6442,1.9294,0.1446,2.4741,15/9-F-4
3929.0,13.7416,2.0096,0.1493,2.4842,15/9-F-4
3929.5,12.9486,2.0407,0.1434,2.4922,15/9-F-4
3930.0,12.5761,2.1968,0.1344,2.5117,15/9-F-4
3930.5,13.484,2.3249,0.1386,2.5217,15/9-F-4
3931.0,13.6591,2.2712,0.1287,2.5315,15/9-F-4
3931.5,14.2434,2.2784,0.1245,2.5379,15/9-F-4
3932.0,14.0945,2.2873,0.1383,2.5307,15/9-F-4
3932.5,14.9219,2.2038,0.1389,2.5162,15/9-F-4
3933.0,15.2453,2.2104,0.1318,2.5066,15/9-F-4
3933.5,15.1241,2.2395,0.1378,2.5069,15/9-F-4
3934.0,14.2515,2.1847,0.1443,2.5013,15/9-F-4
3934.5,14.5776,2.0943,0.1447,2.4926,15/9-F-4
3935.0,13.9563,1.9131,0.1644,2.4851,15/9-F-4
3935.5,13.8558,1.8415,0.1529,2.4786,15/9-F-4
3936.0,11.4593,1.7355,0.1443,2.4713,15/9-F-4
3936.5,12.1259,1.7241,0.1527,2.4755,15/9-F-4
3937.0,13.6109,1.8242,0.1577,2.4757,15/9-F-4
3937.5,15.7051,1.8317,0.1522,2.4826,15/9-F-4
3938.0,16.1834,1.7931,0.1602,2.4824,15/9-F-4
3938.5,14.6977,1.6837,0.1565,2.4734,15/9-F-4
3939.0,13.0681,1.6127,0.164,2.467,15/9-F-4
3939.5,12.6602,1.6353,0.1638,2.4521,15/9-F-4
3940.0,12.9961,1.6228,0.1606,2.4584,15/9-F-4
3940.5,14.2873,1.6478,0.1508,2.4596,15/9-F-4
3941.0,14.4941,1.6468,0.1531,2.4655,15/9-F-4
3941.5,16.0553,1.6371,0.1647,2.4718,15/9-F-4
3942.0,16.8986,1.6223,0.1644,2.4831,15/9-F-4
3942.5,20.3184,1.7097,0.1538,2.4878,15/9-F-4
3943.0,21.6603,1.722,0.1547,2.4855,15/9-F-4
3943.5,21.6803,1.6844,0.1636,2.4675,15/9-F-4
3944.0,18.2502,1.7257,0.1559,2.4548,15/9-F-4
3944.5,16.5086,1.6843,0.1609,2.447,15/9-F-4
3945.0,15.5884,1.6422,0.1664,2.4477,15/9-F-4
3945.5,15.8455,1.6227,0.1532,2.4497,15/9-F-4
3946.0,16.6728,1.6992,0.1479,2.462,15/9-F-4
3946.5,17.9492,1.7443,0.1566,2.4813,15/9-F-4
3947.0,18.7817,1.7848,0.1524,2.4902,15/9-F-4
3947.5,17.9338,1.9093,0.1464,2.4911,15/9-F-4
3948.0,17.6597,1.9312,0.1506,2.4853,15/9-F-4
3948.5,18.3079,1.8918,0.1448,2.4958,15/9-F-4
3949.0,19.2953,1.8549,0.1477,2.492,15/9-F-4
3949.5,18.7661,1.7646,0.1487,2.4854,15/9-F-4
3950.0,17.2155,1.7053,0.1478,2.4703,15/9-F-4
3950.5,15.3771,1.6233,0.1612,2.4591,15/9-F-4
3951.0,14.3207,1.5485,0.1618,2.4458,15/9-F-4
3951.5,13.0361,1.5173,0.1695,2.4463,15/9-F-4
3952.0,12.7267,1.4719,0.1697,2.4546,15/9-F-4
3952.5,12.8825,1.5876,0.1629,2.4657,15/9-F-4
3953.0,13.4618,1.7208,0.1641,2.4692,15/9-F-4
3953.5,15.1445,1.6599,0.1616,2.4686,15/9-F-4
3954.0,16.6363,1.6239,0.1641,2.4708,15/9-F-4
3954.5,17.6749,1.661,0.1707,2.4669,15/9-F-4
3955.0,17.1143,1.7178,0.145,2.4703,15/9-F-4
3955.5,15.2966,1.746,0.1555,2.4691,15/9-F-4
3956.0,14.3103,1.8806,0.1535,2.4705,15/9-F-4
3956.5,13.7395,1.8441,0.1483,2.4701,15/9-F-4
3957.0,14.7758,1.8414,0.1542,2.4662,15/9-F-4
3957.5,14.4203,1.8651,0.1418,2.473,15/9-F-4
3958.0,12.4736,1.8085,0.1524,2.4746,15/9-F-4
3958.5,11.1052,1.861,0.1462,2.4796,15/9-F-4
3959.0,11.4041,1.9708,0.1429,2.4818,15/9-F-4
3959.5,13.2253,1.9848,0.1423,2.4908,15/9-F-4
3960.0,15.8243,2.1993,0.1423,2.5032,15/9-F-4
3960.5,19.8054,2.226,0.142,2.5107,15/9-F-4
3961.0,23.1442,2.2275,0.1364,2.5123,15/9-F-4
3961.5,23.4574,2.2245,0.1398,2.5229,15/9-F-4
3962.0,20.5368,2.429,0.1156,2.5273,15/9-F-4
3962.5,17.4883,2.586,0.115,2.5308,15/9-F-4
3963.0,16.4843,2.6656,0.1138,2.5333,15/9-F-4
3963.5,16.3542,2.8608,0.1184,2.5399,15/9-F-4
3964.0,15.3687,2.8916,0.1205,2.5373,15/9-F-4
