DEPTH,GR,NPHI,RHOB,ILD,WELL,SW,PHIE,VSH,PERM
FEET,GAPI,V/V,G/C3,OHMM,,V/V,V/V,V/V,MD
16291,28.6034,0.114904,2.56,3.5254,15/9-F-10,1.08448,0.0722756,0.123201,0.0954253
16291.5,27.5158,0.110325,2.56,3.4902,15/9-F-10,1.07765,0.0712955,0.115999,0.0882822
16292,25.3278,0.108547,2.5499,3.6202,15/9-F-10,1.02132,0.0768825,0.101509,0.120004
16292.5,25.101,0.112725,2.54,3.6388,15/9-F-10,0.974993,0.0823333,0.100007,0.171241
16293,24.3771,0.106058,2.54,3.5911,15/9-F-10,1.01652,0.0805399,0.0952126,0.145867
16293.5,25.0147,0.104313,2.54,3.6198,15/9-F-10,1.01633,0.0788025,0.0994351,0.133475
16294,23.749,0.106838,2.54,3.5399,15/9-F-10,1.01032,0.081835,0.091053,0.155292
16294.5,23.6254,0.111423,2.5402,3.5291,15/9-F-10,0.952006,0.0839374,0.0902344,0.191717
16295,23.854,0.108185,2.5497,3.491,15/9-F-10,1.01703,0.0790234,0.0917483,0.132888
16295.5,24.1766,0.107605,2.5401,3.3812,15/9-F-10,1.00002,0.0814858,0.0938848,0.153285
16296,23.6478,0.113676,2.55,3.2902,15/9-F-10,1.01741,0.0823002,0.0903828,0.159069
16296.5,23.2584,0.109336,2.55,3.3286,15/9-F-10,1.07706,0.0803169,0.087804,0.141728
16297,24.1347,0.115813,2.55,3.2619,15/9-F-10,1.02669,0.082769,0.0936073,0.16435
16297.5,26.1136,0.113237,2.55,3.112,15/9-F-10,1.05303,0.0777373,0.106713,0.1276
16298,27.68,0.1153,2.54,3.01,15/9-F-10,1.0729,0.0795405,0.117086,0.144814
16298.5,29.4297,0.127958,2.54,2.9081,15/9-F-10,1.05749,0.0832812,0.128674,0.182852
16299,32.1348,0.131101,2.54,2.8033,15/9-F-10,1.04581,0.0805334,0.146588,0.163899
16299.5,35.2015,0.13799,2.54,2.6819,15/9-F-10,1.06295,0.0794269,0.166897,0.161606
16300,36.69,0.133,2.55,2.51,15/9-F-10,1.22869,0.0716174,0.176755,0.103878
16300.5,36.3063,0.142487,2.55,2.5597,15/9-F-10,1.13469,0.0779232,0.174214,0.150926
16301,36.0668,0.141514,2.5503,2.5448,15/9-F-10,1.08099,0.0776912,0.172628,0.148344
16301.5,35.6477,0.135608,2.5598,2.6972,15/9-F-10,1.10674,0.072782,0.169852,0.109849
16302,33.81,0.1287,2.55,2.83,15/9-F-10,1.09757,0.0739545,0.157682,0.114654
16302.5,32.3456,0.122783,2.5599,2.8993,15/9-F-10,1.18563,0.0706889,0.147984,0.0914504
16303,29.7477,0.12153,2.55,2.8552,15/9-F-10,1.1424,0.0765729,0.130779,0.125915
16303.5,27.938,0.122578,2.55,3.0362,15/9-F-10,1.06869,0.0803369,0.118795,0.152042
16304,24.7966,0.11146,2.55,3.3185,15/9-F-10,1.0454,0.0789246,0.0979907,0.133978
16304.5,23.5238,0.101195,2.5401,3.5021,15/9-F-10,1.02805,0.0796723,0.0895616,0.137209
16305,22.9535,0.101017,2.5503,3.7023,15/9-F-10,1.02571,0.0770802,0.0857848,0.117259
16305.5,23.0868,0.113114,2.5598,3.788,15/9-F-10,0.966134,0.0807516,0.0866675,0.155184
16306,22.713,0.096734,2.56,4.0182,15/9-F-10,1.06231,0.0723581,0.084192,0.0879192
16306.5,20.8125,0.098651,2.5501,4.1414,15/9-F-10,0.974334,0.0793698,0.071606,0.136637
16307,19.8663,0.092582,2.5602,4.3109,15/9-F-10,1.03353,0.0748069,0.0653397,0.0980459
16307.5,19.2852,0.09182,2.5697,4.349,15/9-F-10,1.06428,0.0722149,0.0614914,0.0829745
16308,20.5363,0.10011,2.57,4.35,15/9-F-10,1.01128,0.0749377,0.0697768,0.0997646
16308.5,20.8697,0.100379,2.5599,4.2998,15/9-F-10,0.983111,0.0767735,0.0719848,0.115647
16309,20.7826,0.096402,2.55,4.2598,15/9-F-10,0.974312,0.0784643,0.071408,0.129712
16309.5,19.0014,0.096497,2.55,4.2503,15/9-F-10,0.976085,0.0812169,0.0596119,0.14717
16310,19.6012,0.092455,2.55,4.2007,15/9-F-10,1.00104,0.0785297,0.0635841,0.121539
16310.5,20.16,0.0979,2.55,4.06,15/9-F-10,0.985254,0.0800674,0.0672848,0.137707
16311,23.3803,0.09661,2.55,3.977,15/9-F-10,1.03408,0.074587,0.0886113,0.10176
16311.5,25.0281,0.10804,2.55,3.8151,15/9-F-10,1.01869,0.077084,0.0995238,0.120891
16312,28.1009,0.11086,2.55,3.5345,15/9-F-10,1.05923,0.0736478,0.119874,0.103069
16312.5,29.9,0.1229,2.56,3.26,15/9-F-10,1.11823,0.0749433,0.131788,0.114563
16313,30.9343,0.125813,2.5598,3.1244,15/9-F-10,1.04686,0.0749717,0.138638,0.116592
16313.5,31.2525,0.126795,2.55,2.7842,15/9-F-10,1.0923,0.0771979,0.140745,0.133654
16314,32.9194,0.132986,2.55,2.9176,15/9-F-10,1.08026,0.0780679,0.151784,0.144249
16314.5,33.18,0.1243,2.54,2.78,15/9-F-10,1.13532,0.0750982,0.15351,0.121644
16315,33.3484,0.117775,2.5401,2.9635,15/9-F-10,1.07938,0.0719731,0.154625,0.100732
16315.5,30.2004,0.115683,2.5503,3.2285,15/9-F-10,1.1084,0.0724557,0.133777,0.0988708
16316,27.7906,0.108158,2.5598,3.5238,15/9-F-10,1.08793,0.0696927,0.117819,0.0800253
16316.5,24.5471,0.102927,2.5699,4.0273,15/9-F-10,1.0448,0.0697236,0.0963384,0.0764183
16317,23.2718,0.106534,2.56,3.8487,15/9-F-10,1.00226,0.0763336,0.0878927,0.112753
16317.5,25.3625,0.10973,2.56,3.7218,15/9-F-10,0.956333,0.0746881,0.101738,0.115241
16318,28.1248,0.110873,2.56,3.4074,15/9-F-10,1.00372,0.0705739,0.120032,0.0851068
16318.5,32.0489,0.119729,2.5501,2.9834,15/9-F-10,1.08901,0.0714711,0.146019,0.0956513
16319,32.1931,0.114422,2.55,3.0926,15/9-F-10,1.1946,0.0689826,0.146974,0.081734
16319.5,30.075,0.11715,2.5502,3.4098,15/9-F-10,0.98949,0.0733112,0.132947,0.106256
16320,29.0177,0.119245,2.5597,3.4003,15/9-F-10,0.885813,0.0743041,0.125945,0.138611
16320.5,30.5531,0.132656,2.5303,3.3011,15/9-F-10,0.80581,0.086399,0.136113,0.337996
16321,38.5458,0.146072,2.5201,2.6868,15/9-F-10,0.977939,0.083104,0.189045,0.218615
16321.5,47.1908,0.159562,2.5306,2.0892,15/9-F-10,1.36898,0.0739726,0.246297,0.143356
16322,51.9914,0.162515,2.5592,2.0511,15/9-F-10,1.3764,0.0610862,0.278089,0.0660356
16322.5,48.9924,0.142472,2.5501,2.2868,15/9-F-10,1.23943,0.0560969,0.258228,0.0426269
16323,39.6,0.1307,2.56,2.55,15/9-F-10,1.07063,0.0630071,0.196026,0.0612027
16323.5,30.337,0.112025,2.5502,3.4484,15/9-F-10,0.824922,0.070692,0.134682,0.130314
16324,23.098,0.097071,2.5597,3.9056,15/9-F-10,0.995225,0.0720186,0.0867417,0.0873921
16324.5,19.239,0.091582,2.5502,4.3825,15/9-F-10,0.934569,0.0786316,0.0611854,0.139253
16325,19.22,0.0958,2.56,4.83,15/9-F-10,0.902174,0.0772583,0.0610596,0.138005
16325.5,23.0956,0.098583,2.5803,4.925,15/9-F-10,0.934217,0.0673483,0.0867258,0.0733451
16326,25.828,0.078764,2.6003,5.2702,15/9-F-10,1.07011,0.0464186,0.104821,0.0124823
16326.5,23.542,0.068096,2.6098,6.5466,15/9-F-10,1.21511,0.0420158,0.0896821,0.00770851
16327,18.35,0.061,2.6,7.41,15/9-F-10,1.23708,0.0499186,0.055298,0.0155449
16327.5,14.5603,0.058963,2.5996,7.526,15/9-F-10,1.14456,0.0550194,0.0302007,0.0228537
16328,15.4509,0.063842,2.5694,7.2204,15/9-F-10,0.926653,0.0656037,0.0360987,0.0594673
16328.5,19.9848,0.072224,2.5504,6.887,15/9-F-10,0.8491,0.0685352,0.0661245,0.0918577
16329,24.8643,0.083441,2.5301,6.502,15/9-F-10,0.892593,0.0727066,0.0984391,0.116355
16329.5,29.5074,0.094044,2.5299,5.0643,15/9-F-10,0.934511,0.0704668,0.129188,0.0988355
16330,32.1273,0.11681,2.52,4.5065,15/9-F-10,0.847856,0.0800847,0.146538,0.222311
16330.5,35.0705,0.121001,2.52,3.2301,15/9-F-10,1.15189,0.0774323,0.16603,0.14383
16331,39.7726,0.139353,2.52,2.5056,15/9-F-10,1.23857,0.0783026,0.19717,0.163209
16331.5,44.4384,0.157966,2.5201,2.407,15/9-F-10,1.08789,0.0801425,0.228069,0.195987
16332,47.9632,0.165918,2.5298,2.0289,15/9-F-10,1.14378,0.076565,0.251412,0.169688
16332.5,48.0965,0.158203,2.5203,1.9813,15/9-F-10,1.17897,0.0739643,0.252295,0.145592
16333,44.479,0.154735,2.5299,2.2075,15/9-F-10,1.21057,0.0758877,0.228338,0.153433
16333.5,38.9035,0.142329,2.5301,2.472,15/9-F-10,1.20853,0.0779329,0.191414,0.157503
16334,33.9214,0.128956,2.55,2.856,15/9-F-10,1.13599,0.0739189,0.15842,0.114607
16334.5,32.0831,0.12686,2.55,3.1418,15/9-F-10,1.04942,0.0758078,0.146246,0.124752
16335,32.3457,0.1194,2.5401,3.2684,15/9-F-10,1.0411,0.0742088,0.147985,0.113803
16335.5,32.91,0.1152,2.54,3.46,15/9-F-10,1.02346,0.0715415,0.151722,0.0973724
16336,33.4907,0.121019,2.55,3.3695,15/9-F-10,1.05119,0.0698801,0.155568,0.088402
16336.5,34.0717,0.122067,2.55,3.3409,15/9-F-10,1.06409,0.0694534,0.159415,0.0867874
16337,34.641,0.121706,2.5303,3.1334,15/9-F-10,1.06686,0.0749822,0.163185,0.12361
16337.5,34.64,0.1242,2.52,3.23,15/9-F-10,0.947944,0.0795085,0.163179,0.179073
16338,35.1473,0.125902,2.52,3.2355,15/9-F-10,0.907475,0.0794823,0.166538,0.196687
16338.5,36.2715,0.132473,2.52,2.9528,15/9-F-10,0.989224,0.0806362,0.173983,0.179812
16339,38.2241,0.141141,2.52,2.7242,15/9-F-10,1.00884,0.0814063,0.186915,0.189534
16339.5,39.8,0.1379,2.52,2.5,15/9-F-10,1.10136,0.0776341,0.197351,0.157103
16340,41.0783,0.143488,2.53,2.528,15/9-F-10,1.10027,0.0749035,0.205817,0.13659
16340.5,40.9566,0.15019,2.53,2.3797,15/9-F-10,1.11605,0.0791683,0.205011,0.174887
16341,41.1852,0.156762,2.53,2.3702,15/9-F-10,1.01265,0.0826377,0.206525,0.212929
16341.5,40.9115,0.152325,2.53,2.4695,15/9-F-10,1.01789,0.0805091,0.204712,0.188474
16342,40.4671,0.153572,2.5201,2.3532,15/9-F-10,1.06393,0.0843068,0.201769,0.23021
16342.5,40.1893,0.150895,2.5303,2.6503,15/9-F-10,1.04386,0.0808232,0.199929,0.18952
16343,39.7797,0.146894,2.5398,2.6598,15/9-F-10,1.06381,0.0769679,0.197217,0.151076
16343.5,39.403,0.150074,2.54,2.5608,15/9-F-10,1.06707,0.0794242,0.194722,0.172941
16344,38.7664,0.142561,2.54,2.7223,15/9-F-10,1.04076,0.0760702,0.190506,0.140941
16344.5,38.3315,0.137743,2.54,3.0084,15/9-F-10,1.05639,0.0738985,0.187626,0.122842
16345,38.8173,0.139552,2.54,2.9418,15/9-F-10,1.04595,0.0741652,0.190843,0.125845
16345.5,38.9982,0.134851,2.54,3.1873,15/9-F-10,1.06227,0.0709505,0.192041,0.1034
16346,38.7141,0.130396,2.5599,3.1315,15/9-F-10,1.13343,0.0643745,0.19016,0.0664377
16346.5,37.5686,0.129604,2.55,3.4164,15/9-F-10,1.03908,0.0679937,0.182574,0.0834089
16347,35.1207,0.125032,2.55,3.7212,15/9-F-10,0.972343,0.069398,0.166362,0.0929965
16347.5,33.6292,0.129241,2.5401,3.582,15/9-F-10,0.980638,0.0767872,0.156485,0.140798
16348,33.83,0.1246,2.55,3.49,15/9-F-10,1.06533,0.0713828,0.157815,0.0978037
16348.5,33.627,0.119911,2.55,3.4005,15/9-F-10,1.1106,0.0691948,0.15647,0.0847479
16349,33.4651,0.115053,2.55,3.4291,15/9-F-10,1.09235,0.067322,0.155398,0.074714
16349.5,31.5707,0.117557,2.5303,3.4497,15/9-F-10,0.977657,0.0778438,0.142852,0.145889
16350,32.24,0.1119,2.54,3.48,15/9-F-10,1.04652,0.0711042,0.147285,0.0937392
16350.5,31.7483,0.121301,2.5402,3.5598,15/9-F-10,1.0025,0.0759049,0.144028,0.124823
16351,30.9661,0.102936,2.55,3.5503,15/9-F-10,1.1863,0.0657562,0.138848,0.0646481
16351.5,28.9373,0.104079,2.55,3.5598,15/9-F-10,1.12395,0.0693908,0.125413,0.0798459
16352,28.88,0.1084,2.55,3.71,15/9-F-10,1.03084,0.0713888,0.125033,0.0906466
16352.5,31.0163,0.117103,2.53,3.7659,15/9-F-10,0.972193,0.0785899,0.139181,0.152693
16353,32.9935,0.117421,2.53,3.4573,15/9-F-10,1.02148,0.0757093,0.152275,0.125794
16353.5,34.1556,0.121612,2.53,3.362,15/9-F-10,1.04607,0.0757812,0.159971,0.128658
16354,34.1303,0.118815,2.53,3.1113,15/9-F-10,1.06054,0.0745862,0.159803,0.11973
16354.5,33.7231,0.12807,2.54,3.0586,15/9-F-10,1.06721,0.0759183,0.157107,0.128829
16355,33.069,0.125297,2.5403,2.9318,15/9-F-10,1.0961,0.0755942,0.152775,0.125084
16355.5,32.6499,0.125202,2.5498,2.9984,15/9-F-10,1.13697,0.0738535,0.149999,0.111901
16356,33.751,0.135517,2.55,3.1984,15/9-F-10,1.02179,0.078156,0.157291,0.146884
16356.5,34.6047,0.129858,2.55,3.0894,15/9-F-10,1.07762,0.0732921,0.162945,0.111493
16357,35.1682,0.124882,2.5498,3.0225,15/9-F-10,1.13838,0.0692629,0.166677,0.0872218
16357.5,34.2443,0.132597,2.5403,3.1273,15/9-F-10,1.04054,0.0777415,0.160558,0.14453
16358,33.4285,0.128447,2.54,3.1003,15/9-F-10,1.09183,0.076666,0.155156,0.134017
16358.5,32.9292,0.13237,2.5301,3.2611,15/9-F-10,0.975461,0.082246,0.151849,0.191712
16359,32.7888,0.126942,2.54,3.4666,15/9-F-10,0.947608,0.0768439,0.150919,0.14931
16359.5,33.2079,0.138467,2.54,3.3047,15/9-F-10,0.919539,0.083109,0.153695,0.227103
16360,35.8248,0.136333,2.54,3.0829,15/9-F-10,1.0172,0.0773596,0.171025,0.144955
16360.5,37.88,0.1387,2.54,3.04,15/9-F-10,1.06028,0.0752608,0.184636,0.13239
16361,38.6166,0.1389,2.54,2.9019,15/9-F-10,1.07269,0.0741137,0.189514,0.125041
16361.5,36.7973,0.1389,2.54,3.0067,15/9-F-10,1.02141,0.0772414,0.177466,0.146224
16362,35.2246,0.129946,2.5498,2.9805,15/9-F-10,1.05787,0.0723197,0.16705,0.106027
16362.5,34.91,0.1343,2.54,3.08,15/9-F-10,1.01918,0.0776992,0.164967,0.145702
16363,36.1517,0.134128,2.53,2.8705,15/9-F-10,1.05246,0.0781748,0.17319,0.152753
16363.5,38.1225,0.142045,2.5303,2.8958,15/9-F-10,1.02648,0.0790614,0.186242,0.165901
16364,38.8369,0.143474,2.5398,2.7624,15/9-F-10,1.04831,0.0765413,0.190973,0.14508
16364.5,37.15,0.1508,2.55,2.67,15/9-F-10,1.02568,0.0812816,0.179801,0.184981
16365,37.3435,0.143428,2.54,2.8897,15/9-F-10,1.01864,0.0790127,0.181083,0.163364
16365.5,38.3925,0.138034,2.54,2.8714,15/9-F-10,1.08675,0.0739713,0.18803,0.123511
16366,40.2118,0.135748,2.54,2.919,15/9-F-10,1.09209,0.0693933,0.200078,0.0954627
16366.5,40.3495,0.13749,2.5301,3.0195,15/9-F-10,1.00763,0.0732435,0.20099,0.121999
16367,39.865,0.138965,2.54,2.9768,15/9-F-10,1.03924,0.0719966,0.197781,0.112026
16367.5,39.3843,0.14501,2.54,2.6775,15/9-F-10,1.0512,0.0764778,0.194598,0.145842
16368,38.7842,0.145391,2.54,2.5822,15/9-F-10,1.11731,0.077725,0.190624,0.155319
16368.5,39.1569,0.138258,2.5499,2.699,15/9-F-10,1.13963,0.0705942,0.193092,0.101348
16369,38.2388,0.142836,2.54,2.6596,15/9-F-10,1.01273,0.0771359,0.187012,0.14876
16369.5,38.0824,0.147318,2.5398,2.6091,15/9-F-10,1.03927,0.0800939,0.185976,0.175761
16370,37.7585,0.14808,2.5303,2.571,15/9-F-10,1.03244,0.0832933,0.183831,0.208538
16370.5,40.0749,0.143747,2.53,2.6393,15/9-F-10,1.11953,0.0767986,0.199172,0.150318
16371,41.2457,0.144473,2.5401,2.7394,15/9-F-10,1.11085,0.0729519,0.206925,0.121629
16371.5,40.4278,0.13937,2.55,2.621,15/9-F-10,1.14526,0.0690654,0.201509,0.0937844
16372,39.8468,0.137941,2.55,2.6686,15/9-F-10,1.15335,0.0691956,0.197661,0.0936778
16372.5,39.6129,0.139084,2.55,2.9463,15/9-F-10,1.09058,0.0702896,0.196112,0.100143
16373,40.96,0.1396,2.55,2.95,15/9-F-10,1.08343,0.068291,0.205033,0.089937
16373.5,40.7861,0.125393,2.5498,3.11,15/9-F-10,1.17056,0.0607729,0.203881,0.0530564
16374,41.6624,0.130441,2.5403,3.11,15/9-F-10,1.09114,0.0647939,0.209685,0.0718293
16374.5,42.2706,0.129419,2.54,3.2281,15/9-F-10,1.06829,0.0635154,0.213713,0.0663426
16375,42.46,0.1327,2.54,3.2,15/9-F-10,1.07946,0.064668,0.214967,0.072165
16375.5,42.3137,0.133281,2.53,3.0395,15/9-F-10,1.06652,0.0684624,0.213998,0.093044
16376,41.2284,0.132133,2.53,3.0106,15/9-F-10,1.04097,0.0696137,0.206811,0.0984854
16376.5,38.6376,0.133181,2.53,3.0296,15/9-F-10,1.04599,0.0740093,0.189653,0.124293
16377,37.96,0.1437,2.52,2.85,15/9-F-10,0.964421,0.0828895,0.185166,0.220078
16377.5,38.4783,0.152656,2.52,2.7272,15/9-F-10,0.960595,0.0871734,0.188598,0.280656
16378,42.083,0.149513,2.52,2.5194,15/9-F-10,1.0868,0.0791533,0.21247,0.178064
16378.5,43.226,0.153418,2.52,2.5004,15/9-F-10,1.05561,0.0795178,0.22004,0.18533
16379,45.4283,0.16663,2.5101,2.4105,15/9-F-10,0.998157,0.0859165,0.234624,0.273652
16379.5,46.3823,0.164097,2.51,2.2199,15/9-F-10,1.06912,0.082828,0.240942,0.235097
16380,45.6387,0.163832,2.51,2.2103,15/9-F-10,1.0582,0.0839388,0.236018,0.246414
16380.5,44.4481,0.165071,2.51,2.2198,15/9-F-10,1.07301,0.0866903,0.228133,0.279115
16381,44.7077,0.164505,2.51,2.1605,15/9-F-10,1.0265,0.0859185,0.229852,0.269304
16381.5,45.464,0.170665,2.5101,2.2889,15/9-F-10,0.994622,0.0881934,0.234861,0.310217
16382,44.6485,0.166073,2.5202,2.1552,15/9-F-10,1.08269,0.0845029,0.22946,0.24965
16382.5,41.6195,0.156452,2.5297,2.3743,15/9-F-10,1.10724,0.0817956,0.209401,0.20482
16383,37.6321,0.144823,2.5399,2.4888,15/9-F-10,1.12891,0.0793692,0.182994,0.167488
16383.5,33.8587,0.130481,2.5399,2.8606,15/9-F-10,1.04878,0.0771993,0.158005,0.1392
16384,29.8916,0.12702,2.53,2.9754,15/9-F-10,0.987672,0.0845778,0.131732,0.202358
16384.5,30.444,0.127973,2.53,3.2326,15/9-F-10,0.980536,0.0841515,0.135391,0.2024
16385,30.2725,0.114384,2.5497,3.2893,15/9-F-10,1.12537,0.0719833,0.134255,0.0961089
16385.5,33.46,0.1199,2.54,3.29,15/9-F-10,1.04259,0.0727666,0.155364,0.106012
16386,31.1457,0.12489,2.5498,3.2988,15/9-F-10,1.01844,0.0762646,0.140038,0.126326
16386.5,29.8217,0.118889,2.5403,3.2321,15/9-F-10,1.01773,0.077747,0.13127,0.134991
16387,29.229,0.122931,2.5498,3.1611,15/9-F-10,1.03313,0.0783738,0.127344,0.138702
16387.5,31.54,0.1245,2.55,3.15,15/9-F-10,1.06416,0.0752994,0.142649,0.120017
16388,35.9543,0.132309,2.54,2.9395,15/9-F-10,1.08704,0.0746696,0.171883,0.123869
16388.5,36.277,0.139207,2.5397,2.9031,15/9-F-10,1.03772,0.078385,0.17402,0.15492
16389,38.0868,0.145779,2.5302,2.684,15/9-F-10,0.981974,0.0813928,0.186005,0.195972
16389.5,38.73,0.1481,2.53,2.61,15/9-F-10,1.01657,0.0817222,0.190265,0.194466
16390,39.2988,0.149064,2.5401,2.2911,15/9-F-10,1.12991,0.0789884,0.194032,0.168422
16390.5,36.8866,0.131253,2.5503,2.3747,15/9-F-10,1.36432,0.0701398,0.178057,0.0948763
16391,33.3052,0.119252,2.5598,2.5366,15/9-F-10,1.34727,0.066842,0.154339,0.0721655
16391.5,30.4549,0.122382,2.5501,2.8782,15/9-F-10,1.0531,0.0758511,0.135463,0.121973
16392,28.0436,0.119286,2.5499,2.8868,15/9-F-10,1.05501,0.0781637,0.119494,0.134604
16392.5,27.476,0.127085,2.5403,2.5922,15/9-F-10,1.10513,0.0860393,0.115735,0.205576
16393,28.4666,0.118893,2.5498,2.678,15/9-F-10,1.2626,0.0772087,0.122295,0.128174
16393.5,28.9662,0.119593,2.55,2.6106,15/9-F-10,1.1986,0.0767309,0.125604,0.125589
16394,29.2433,0.121694,2.55,2.6691,15/9-F-10,1.15544,0.0775471,0.127439,0.132268
16394.5,29.6822,0.120857,2.5502,2.5611,15/9-F-10,1.21017,0.0762268,0.130346,0.123251
16395,31.0443,0.119047,2.5597,2.6087,15/9-F-10,1.25041,0.0706766,0.139366,0.0895579
16395.5,32.5442,0.134038,2.5501,2.5902,15/9-F-10,1.12419,0.079308,0.149299,0.153947
16396,33.9952,0.137289,2.54,2.5195,15/9-F-10,1.0991,0.0810687,0.158909,0.173842
16396.5,34.9726,0.135426,2.54,2.419,15/9-F-10,1.12882,0.0782751,0.165381,0.150775
16397,35.5727,0.141427,2.54,2.3714,15/9-F-10,1.13362,0.0808393,0.169356,0.175983
16397.5,33.9028,0.139331,2.5499,2.4095,15/9-F-10,1.15588,0.0801615,0.158297,0.165017
16398,32.17,0.1328,2.55,2.4,15/9-F-10,1.17442,0.0792332,0.146821,0.152406
16398.5,31.8187,0.137673,2.5498,2.507,15/9-F-10,1.1009,0.0827341,0.144495,0.184135
16399,32.8379,0.147103,2.5403,2.3451,15/9-F-10,1.08572,0.0886742,0.151244,0.255578
16399.5,35.517,0.139233,2.54,2.2613,15/9-F-10,1.19785,0.0796311,0.168987,0.164307
16400,36.55,0.1449,2.54,2.15,15/9-F-10,1.15957,0.0812252,0.175828,0.18263
16400.5,37.8746,0.152731,2.53,2.1278,15/9-F-10,1.13247,0.0858836,0.1846,0.239804
16401,37.5232,0.148806,2.53,1.993,15/9-F-10,1.16814,0.0841895,0.182273,0.217994
16401.5,36.9898,0.158522,2.53,2.0882,15/9-F-10,1.06028,0.0906794,0.17874,0.301876
16402,37.38,0.1473,2.54,2.2,15/9-F-10,1.15688,0.0812237,0.181325,0.185076
16402.5,36.4219,0.137329,2.54,2.2445,15/9-F-10,1.20022,0.0769367,0.174979,0.142782
16403,34.2468,0.131921,2.54,2.583,15/9-F-10,1.11895,0.0773904,0.160575,0.141621
16403.5,31.0178,0.12573,2.54,2.6878,15/9-F-10,1.0867,0.0791731,0.139191,0.149206
16404,29.3187,0.12739,2.5499,2.7994,15/9-F-10,1.08527,0.0808919,0.127938,0.160132
16404.5,30.3454,0.126196,2.55,2.7699,15/9-F-10,1.1051,0.0783932,0.134738,0.14124
16405,31.7565,0.125707,2.5503,2.757,15/9-F-10,1.15828,0.0756,0.144083,0.122599
16405.5,31.2421,0.122183,2.5598,2.6427,15/9-F-10,1.21595,0.0722462,0.140676,0.099164
16406,31.0812,0.130532,2.5501,2.5904,15/9-F-10,1.14525,0.0797157,0.139611,0.154013
16406.5,30.405,0.131244,2.55,2.4004,15/9-F-10,1.19437,0.0813118,0.135132,0.166645
16407,32.2752,0.136678,2.55,2.4478,15/9-F-10,1.14174,0.0813383,0.147518,0.171774
16407.5,32.4943,0.135725,2.55,2.3525,15/9-F-10,1.17716,0.0804096,0.148969,0.16368
16408,33.6278,0.133622,2.55,2.2906,15/9-F-10,1.2443,0.0772397,0.156475,0.139023
16408.5,34.2555,0.136218,2.55,2.3597,15/9-F-10,1.16551,0.0777139,0.160632,0.144324
16409,35.272,0.139306,2.55,2.3112,15/9-F-10,1.20658,0.0778105,0.167364,0.147489
16409.5,34.4147,0.130067,2.55,2.3683,15/9-F-10,1.23653,0.0737472,0.161687,0.114299
16410,33.8967,0.133845,2.5599,2.3305,15/9-F-10,1.26454,0.0746843,0.158256,0.119997
16410.5,33.38,0.1296,2.56,2.48,15/9-F-10,1.23694,0.0730233,0.154834,0.10757
16411,33.0023,0.128365,2.5602,2.6305,15/9-F-10,1.21386,0.0728837,0.152333,0.10602
16411.5,32.0403,0.121031,2.5697,2.6591,15/9-F-10,1.24674,0.0680249,0.145962,0.076569
16412,31.1539,0.123162,2.5503,2.6797,15/9-F-10,1.12265,0.0750773,0.140092,0.117729
16412.5,31.74,0.1294,2.55,2.77,15/9-F-10,1.08247,0.0779356,0.143974,0.140552
16413,34.1846,0.130608,2.5402,2.5689,15/9-F-10,1.12768,0.0766459,0.160163,0.13546
16413.5,35.7243,0.131013,2.5503,2.5036,15/9-F-10,1.19755,0.0720015,0.17036,0.104775
16414,36.4958,0.128251,2.5598,2.6179,15/9-F-10,1.19855,0.0669071,0.175469,0.0762448
16414.5,34.82,0.125,2.56,2.55,15/9-F-10,1.24751,0.067756,0.164371,0.0785667
16415,34.4817,0.128957,2.5699,2.6893,15/9-F-10,1.19286,0.0685813,0.16213,0.0825227
16415.5,34.6408,0.133634,2.5597,2.6337,15/9-F-10,1.13635,0.073345,0.163184,0.11192
16416,35.7076,0.148684,2.5502,2.4146,15/9-F-10,1.06778,0.0824403,0.170249,0.192633
16416.5,35.9289,0.143032,2.5401,2.2509,15/9-F-10,1.23291,0.0811579,0.171715,0.180148
16417,38.6623,0.144618,2.54,2.0904,15/9-F-10,1.33273,0.0774744,0.189817,0.152773
16417.5,42.7085,0.14684,2.5397,2.13,15/9-F-10,1.16486,0.0719615,0.216613,0.117219
16418,47.2234,0.167414,2.5302,2.13,15/9-F-10,1.03193,0.0785727,0.246513,0.188178
16418.5,50.0183,0.173753,2.5201,1.7431,15/9-F-10,1.2447,0.0799135,0.265022,0.213423
16419,52.413,0.186794,2.52,1.649,15/9-F-10,1.20914,0.0832844,0.280881,0.268494
16419.5,51.4895,0.197754,2.5204,1.5273,15/9-F-10,1.19122,0.0906695,0.274765,0.386918
16420,48.9272,0.170418,2.5395,1.413,15/9-F-10,1.55714,0.0752287,0.257796,0.15947
16420.5,41.8654,0.151397,2.5499,1.7958,15/9-F-10,1.18408,0.073759,0.211029,0.129135
16421,38.0291,0.140941,2.56,2.2709,15/9-F-10,1.13559,0.0718417,0.185623,0.107658
16421.5,34.1232,0.12979,2.5602,2.4474,15/9-F-10,1.21168,0.0718256,0.159756,0.101029
16422,33.7994,0.124551,2.5697,3.2761,15/9-F-10,1.09321,0.0671471,0.157612,0.0742332
16422.5,32.7935,0.099339,2.5897,3.9315,15/9-F-10,1.37511,0.0487807,0.15095,0.0173481
16423,30.97,0.083,2.62,4.73,15/9-F-10,1.54367,0.0355556,0.138874,0.00406401
16423.5,26.4171,0.07136,2.6302,5.8467,15/9-F-10,1.66902,0.0340274,0.108723,0.00311316
