DEPTH,GR,NPHI,RHOB,ILD,WELL,SW,PHIE,VSH,PERM
FEET,GAPI,V/V,G/C3,OHMM,,V/V,V/V,V/V,MD
16710,155.249,0.369871,2.3297,4.9685,15/9-F-10,1,0,0.961911,0
16710.5,153.39,0.4061,2.32,4.92,15/9-F-10,0.694025,0.0151192,0.949603,0.0525188
16711,148.817,0.405086,2.2996,4.9014,15/9-F-10,0.651251,0.0242045,0.919318,0.193412
16711.5,147.569,0.409753,2.2806,4.4347,15/9-F-10,0.653237,0.0266835,0.911055,0.245305
16712,148.809,0.442372,2.2702,4.479,15/9-F-10,0.65659,0.0242201,0.919266,0.190588
16712.5,152.84,0.4193,2.26,4.65,15/9-F-10,0.696222,0.0162119,0.94596,0.0621346
16713,155.036,0.425925,2.2498,5.1085,15/9-F-10,1,0,0.960502,0
16713.5,155.383,0.409765,2.2397,5.6504,15/9-F-10,1,0,0.962802,0
16714,155.164,0.434054,2.2302,6.2981,15/9-F-10,1,0,0.961351,0
16714.5,154.58,0.4348,2.25,6.76,15/9-F-10,1,0,0.957483,0
16715,153.553,0.422816,2.2701,6.2707,15/9-F-10,1,0,0.950681,0
16715.5,153.735,0.466747,2.2797,5.5855,15/9-F-10,1,0,0.951889,0
16716,152.878,0.409502,2.2702,5.776,15/9-F-10,0.620316,0.0161364,0.946212,0.0773632
16716.5,151.895,0.428492,2.2799,5.4617,15/9-F-10,0.657733,0.018089,0.939703,0.0915544
16717,150.711,0.475221,2.2801,5.2468,15/9-F-10,0.625392,0.0204419,0.93186,0.137481
16717.5,151.699,0.420445,2.2903,5.8718,15/9-F-10,0.579011,0.0184788,0.938404,0.12461
16718,150.899,0.38025,2.2998,5.5574,15/9-F-10,0.639619,0.0200684,0.933105,0.125511
16718.5,151.197,0.392097,2.3,5.2425,15/9-F-10,0.661786,0.0194754,0.935082,0.108773
16719,148.431,0.402374,2.3099,5.5619,15/9-F-10,0.61439,0.0249709,0.916764,0.234931
16719.5,147.347,0.39885,2.3002,5.8047,15/9-F-10,0.566001,0.0271254,0.909582,0.340446
16720,147.214,0.388277,2.3097,6.0048,15/9-F-10,0.547728,0.0273904,0.908699,0.372485
16720.5,149.673,0.412041,2.31,5.6242,15/9-F-10,0.586512,0.0225032,0.924989,0.198746
16721,150.614,0.401677,2.2999,5.0904,15/9-F-10,0.642316,0.0206336,0.931221,0.133409
16721.5,147.66,0.416224,2.28,5.1608,15/9-F-10,0.636668,0.0265025,0.911658,0.253884
16722,145.298,0.422129,2.28,5.1989,15/9-F-10,0.6135,0.0311956,0.896015,0.411006
16722.5,145.299,0.430588,2.2997,5.9499,15/9-F-10,0.551751,0.0311938,0.896021,0.508075
16723,146.54,0.4039,2.32,5.47,15/9-F-10,0.599916,0.0287285,0.904238,0.34982
16723.5,147.967,0.360324,2.3402,5.1772,15/9-F-10,0.6528,0.025894,0.913687,0.227865
16724,146.7,0.377945,2.3497,5.0248,15/9-F-10,0.649022,0.0284108,0.905297,0.290691
16724.5,141.651,0.324085,2.35,4.4985,15/9-F-10,0.619339,0.0384409,0.871864,0.679783
16725,135.83,0.337,2.35,3.93,15/9-F-10,0.612817,0.0500066,0.833311,1.34014
16725.5,131.095,0.350319,2.3602,4.1091,15/9-F-10,0.586188,0.0594139,0.801954,2.25366
16726,129.467,0.350786,2.3703,4.6967,15/9-F-10,0.557794,0.0626489,0.79117,2.8417
16726.5,126.504,0.328117,2.3798,5.5444,15/9-F-10,0.435729,0.0685343,0.771552,5.82879
16727,127.73,0.3459,2.37,5.76,15/9-F-10,0.42541,0.0660993,0.779669,5.58625
16727.5,132.993,0.396161,2.3599,5.3565,15/9-F-10,0.513103,0.0556432,0.814523,2.49669
16728,142.254,0.399969,2.3503,5.0882,15/9-F-10,0.59628,0.0372439,0.875854,0.677609
16728.5,147.931,0.374632,2.3598,4.6786,15/9-F-10,0.66081,0.0259653,0.913449,0.22391
16729,148.657,0.385539,2.36,4.3119,15/9-F-10,0.66324,0.0245229,0.918257,0.192678
16729.5,148.695,0.373731,2.3699,4.1693,15/9-F-10,0.667175,0.0244468,0.918511,0.188938
16730,145.458,0.376605,2.36,4.1062,15/9-F-10,0.675972,0.0308791,0.89707,0.330026
16730.5,145.362,0.376796,2.36,4.3444,15/9-F-10,0.695009,0.0310685,0.896438,0.317001
16731,143.545,0.393069,2.3501,4.4988,15/9-F-10,0.629376,0.0346796,0.884401,0.50887
16731.5,142.089,0.360367,2.3599,4.889,15/9-F-10,0.570158,0.0375715,0.874762,0.757529
16732,139.486,0.392616,2.35,4.7601,15/9-F-10,0.594225,0.0427436,0.857521,0.962764
16732.5,139.305,0.355182,2.35,4.341,15/9-F-10,0.656056,0.0431032,0.856323,0.806559
16733,141.209,0.387541,2.3401,4.2212,15/9-F-10,0.646552,0.0393191,0.868936,0.659999
16733.5,143.443,0.390687,2.3301,4.4109,15/9-F-10,0.641668,0.0348824,0.883725,0.496751
16734,142.019,0.4062,2.34,4.583,15/9-F-10,0.6117,0.037711,0.874297,0.664257
16734.5,140.533,0.372862,2.34,4.7259,15/9-F-10,0.528471,0.0406631,0.864456,1.07449
16735,141.427,0.357396,2.3499,4.5919,15/9-F-10,0.614507,0.0388861,0.87038,0.710684
16735.5,140.99,0.4131,2.33,3.96,15/9-F-10,0.689836,0.0397549,0.867483,0.595976
16736,143.829,0.391182,2.33,4.6151,15/9-F-10,0.60001,0.034114,0.886287,0.537349
16736.5,143.248,0.373846,2.33,4.8913,15/9-F-10,0.579029,0.0352683,0.882439,0.627051
16737,142.246,0.397113,2.3497,4.7426,15/9-F-10,0.570452,0.0372596,0.875801,0.74114
16737.5,139.76,0.3349,2.38,5.02,15/9-F-10,0.572344,0.0421987,0.859338,1.00502
16738,133.531,0.34867,2.4203,4.99,15/9-F-10,0.588543,0.0545734,0.818089,1.80775
16738.5,131.705,0.328916,2.44,5.0104,15/9-F-10,0.586201,0.0499011,0.805995,1.07096
16739,129.648,0.345299,2.44,5.6581,15/9-F-10,0.428936,0.0616789,0.792369,4.53156
16739.5,134.8,0.3197,2.41,4.69,15/9-F-10,0.580502,0.0492769,0.82649,1.29014
16740,140.205,0.344788,2.3797,4.8633,15/9-F-10,0.595036,0.0413152,0.862283,0.881922
16740.5,147.285,0.36662,2.3597,4.365,15/9-F-10,0.701569,0.0272487,0.909171,0.224113
16741,149.876,0.384622,2.3502,4.1936,15/9-F-10,0.717549,0.0221015,0.926328,0.126938
16741.5,152.466,0.379131,2.35,4.5481,15/9-F-10,0.715224,0.0169542,0.943486,0.0658491
16742,152.43,0.375617,2.36,4.931,15/9-F-10,0.672394,0.0170263,0.943246,0.0753001
16742.5,155.239,0.367945,2.3605,5.0132,15/9-F-10,1,0,0.96185,0
16743,155.973,0.36966,2.3796,4.7561,15/9-F-10,1,0,0.966707,0
16743.5,154.512,0.355514,2.3701,4.4425,15/9-F-10,1,0,0.957032,0
16744,151.817,0.358272,2.39,4.1865,15/9-F-10,0.768386,0.0182446,0.939185,0.068536
16744.5,147.729,0.355191,2.3905,3.745,15/9-F-10,0.742254,0.0263672,0.912109,0.184416
16745,148.51,0.371765,2.4095,3.5355,15/9-F-10,0.763824,0.0248155,0.917282,0.149646
16745.5,145.156,0.34994,2.41,3.5894,15/9-F-10,0.735805,0.0314774,0.895076,0.292222
16746,142.727,0.326724,2.4101,3.3508,15/9-F-10,0.707216,0.0363034,0.878989,0.451863
16746.5,136.569,0.331314,2.4198,3.5058,15/9-F-10,0.657096,0.048538,0.838207,1.08191
16747,133.674,0.336743,2.4103,3.782,15/9-F-10,0.646832,0.0542909,0.81903,1.47733
16747.5,134.162,0.335815,2.3903,4.8951,15/9-F-10,0.509447,0.05332,0.822267,2.27651
16748,134.81,0.3581,2.36,4.91,15/9-F-10,0.541449,0.0520331,0.826556,1.89595
16748.5,141.806,0.38375,2.36,5.0337,15/9-F-10,0.583826,0.0381344,0.872885,0.749838
16749,144.292,0.397371,2.36,5.2337,15/9-F-10,0.573922,0.0331953,0.889349,0.548565
16749.5,145.62,0.381564,2.36,4.8267,15/9-F-10,0.638966,0.0305569,0.898144,0.359798
16750,139.97,0.3767,2.38,4.41,15/9-F-10,0.665447,0.0417814,0.860729,0.725228
16750.5,136.384,0.343663,2.39,5.3898,15/9-F-10,0.537375,0.0489067,0.836978,1.64858
16751,134.773,0.34185,2.39,5.3818,15/9-F-10,0.495479,0.0521056,0.826315,2.27198
16751.5,135.202,0.356137,2.39,5.439,15/9-F-10,0.490767,0.0512541,0.829153,2.22236
16752,137.35,0.3454,2.39,5.32,15/9-F-10,0.534696,0.0469867,0.843378,1.50649
16752.5,141.811,0.350648,2.4001,4.8348,15/9-F-10,0.624154,0.0381236,0.872921,0.655609
16753,142.549,0.360877,2.4097,5.1908,15/9-F-10,0.543321,0.0366578,0.877807,0.784415
16753.5,139.739,0.335826,2.4002,5.2194,15/9-F-10,0.523704,0.0422404,0.859199,1.20335
16754,134.229,0.335201,2.4099,5.7074,15/9-F-10,0.474118,0.053187,0.82271,2.61206
16754.5,133.196,0.325296,2.41,5.9415,15/9-F-10,0.475447,0.0539105,0.815868,2.55898
16755,131.928,0.33439,2.4095,6.0845,15/9-F-10,0.454158,0.057758,0.807473,3.49831
16755.5,133.014,0.341629,2.3905,6.256,15/9-F-10,0.455024,0.0556007,0.814664,3.16866
16756,130.59,0.367195,2.3801,6.3294,15/9-F-10,0.447636,0.0604176,0.798608,4.02997
16756.5,132.163,0.336366,2.3799,6.0698,15/9-F-10,0.467726,0.0572925,0.809025,3.23223
16757,132.631,0.369437,2.37,6.0487,15/9-F-10,0.487984,0.0563617,0.812128,2.8503
16757.5,137.765,0.375248,2.37,5.9915,15/9-F-10,0.571044,0.0461619,0.846127,1.2636
16758,137.722,0.347204,2.3502,6.0593,15/9-F-10,0.497693,0.0462479,0.84584,1.67128
16758.5,137.015,0.374276,2.3602,6.5368,15/9-F-10,0.464942,0.0476529,0.841157,2.06381
16759,132.234,0.313384,2.4008,5.9408,15/9-F-10,0.511195,0.0539194,0.809495,2.06951
16759.5,129.557,0.28881,2.4389,5.9789,15/9-F-10,0.623642,0.0341634,0.79177,0.149302
16760,123.747,0.271623,2.4795,7.6968,15/9-F-10,0.626904,0.021779,0.753295,0.0138806
16760.5,118.13,0.2433,2.47,7.72,15/9-F-10,0.647224,0.0195181,0.716093,0.00600495
16761,110.504,0.260097,2.4593,8.4045,15/9-F-10,0.498673,0.0436713,0.665589,0.273334
16761.5,107.456,0.281719,2.4212,8.6522,15/9-F-10,0.401174,0.0703409,0.645404,3.2085
16762,110.174,0.29657,2.4003,8.0696,15/9-F-10,0.415561,0.0796685,0.663405,5.81172
16762.5,119.82,0.2885,2.39,7.93,15/9-F-10,0.457684,0.0658528,0.727285,3.09765
16763,130.278,0.307917,2.3698,7.6818,15/9-F-10,0.455466,0.0610363,0.796546,3.99302
16763.5,136.468,0.328036,2.36,7.1569,15/9-F-10,0.482459,0.0487397,0.837534,2.02782
16764,140.84,0.348229,2.36,6.4235,15/9-F-10,0.531652,0.0400536,0.866488,1.02233
16764.5,141.09,0.3371,2.37,5.39,15/9-F-10,0.572577,0.0395563,0.868146,0.854308
16765,141.675,0.376284,2.3801,5.0051,15/9-F-10,0.590322,0.0383939,0.87202,0.745967
16765.5,140.56,0.374487,2.39,4.635,15/9-F-10,0.632157,0.0406091,0.864636,0.748428
16766,140.217,0.353246,2.39,4.4636,15/9-F-10,0.636844,0.0412903,0.862366,0.768771
16766.5,138.042,0.330221,2.3999,4.639,15/9-F-10,0.599564,0.0456127,0.847958,1.11246
16767,134.404,0.342618,2.3999,5.4564,15/9-F-10,0.493163,0.0528403,0.823866,2.37507
16767.5,132.88,0.335968,2.3895,5.1062,15/9-F-10,0.517967,0.0558671,0.813776,2.47474
16768,132.509,0.372829,2.3704,4.5824,15/9-F-10,0.570728,0.056605,0.811317,2.10631
16768.5,132.986,0.34394,2.37,5.2247,15/9-F-10,0.540856,0.0556567,0.814478,2.2484
16769,131.571,0.361967,2.3702,5.3814,15/9-F-10,0.500679,0.058469,0.805103,2.96782
16769.5,127.828,0.344636,2.3905,5.5613,15/9-F-10,0.442163,0.0659036,0.780321,5.13276
16770,123.533,0.30806,2.4095,6.0375,15/9-F-10,0.47702,0.0613306,0.751872,2.50105
16770.5,119.789,0.302846,2.4199,6.0797,15/9-F-10,0.519923,0.0611731,0.72708,1.72018
16771,117.625,0.300331,2.4299,6.5139,15/9-F-10,0.461952,0.0606732,0.712746,1.89566
16771.5,118.549,0.323982,2.41,7.2168,15/9-F-10,0.366444,0.0770418,0.71887,9.21383
16772,121.378,0.289787,2.41,6.1119,15/9-F-10,0.480641,0.0569968,0.737605,1.58407
16772.5,126.068,0.286827,2.41,5.7741,15/9-F-10,0.529707,0.0485998,0.76866,0.819002
16773,126.09,0.3169,2.41,5.79,15/9-F-10,0.481096,0.061057,0.768808,2.77588
16773.5,125.234,0.293119,2.4102,5.7614,15/9-F-10,0.519109,0.0525561,0.76314,1.15691
16774,122.739,0.288738,2.4197,5.8376,15/9-F-10,0.535978,0.0511024,0.746613,0.835838
16774.5,122.335,0.314184,2.4298,5.9482,15/9-F-10,0.527575,0.0603125,0.743942,1.78069
16775,123.35,0.2745,2.44,5.78,15/9-F-10,0.654315,0.0369473,0.750662,0.134577
16775.5,125.373,0.321792,2.4298,5.4882,15/9-F-10,0.537711,0.0593308,0.764061,1.87527
16776,129.313,0.321873,2.4197,4.7402,15/9-F-10,0.609655,0.0557539,0.790149,1.39395
16776.5,130.979,0.340066,2.4102,4.1115,15/9-F-10,0.659511,0.0596436,0.801188,1.79766
16777,131.69,0.3552,2.41,3.83,15/9-F-10,0.631687,0.0582318,0.805894,1.84561
16777.5,130.705,0.32082,2.4103,4.2093,15/9-F-10,0.59324,0.0555242,0.799369,1.58093
16778,124.887,0.321527,2.43,4.9371,15/9-F-10,0.565793,0.0599292,0.760838,1.72455
16778.5,116.457,0.294762,2.43,6.223,15/9-F-10,0.520439,0.0595764,0.705013,1.30463
16779,107.636,0.271422,2.4499,7.5431,15/9-F-10,0.473044,0.0561437,0.646598,0.842392
16779.5,101.559,0.272281,2.45,9.175,15/9-F-10,0.421285,0.066644,0.60635,1.85162
16780,99.6327,0.288597,2.4495,9.6298,15/9-F-10,0.362443,0.078574,0.593594,4.92441
16780.5,101.261,0.269452,2.4304,9.2392,15/9-F-10,0.394372,0.0713157,0.604381,2.83769
16781,110.684,0.291717,2.4201,7.3849,15/9-F-10,0.477795,0.0700741,0.666783,2.5181
16781.5,123.618,0.324394,2.4099,6.325,15/9-F-10,0.488858,0.0690438,0.752438,4.07688
16782,133.459,0.336255,2.3996,5.6988,15/9-F-10,0.515478,0.0547168,0.817611,2.37205
16782.5,139.774,0.342827,2.3805,5.2225,15/9-F-10,0.537296,0.0421705,0.859432,1.13851
16783,139.94,0.368921,2.3701,5.4178,15/9-F-10,0.539217,0.041841,0.86053,1.10847
16783.5,140.928,0.361982,2.3499,5.4412,15/9-F-10,0.585698,0.0398791,0.86707,0.833218
16784,138.616,0.39548,2.34,5.6928,15/9-F-10,0.53332,0.0444715,0.851762,1.31969
16784.5,139.854,0.370715,2.34,6.7786,15/9-F-10,0.46801,0.0420115,0.859962,1.48646
16785,137.502,0.392101,2.3597,7.8855,15/9-F-10,0.419846,0.0466842,0.844386,2.40429
16785.5,135.09,0.3781,2.37,7.68,15/9-F-10,0.430423,0.0514768,0.828411,2.92066
16786,131.602,0.349634,2.3804,7.4741,15/9-F-10,0.421533,0.0584068,0.805311,4.17578
16786.5,132.792,0.346014,2.3994,7.1502,15/9-F-10,0.422857,0.0560414,0.813195,3.74221
16787,137.652,0.347966,2.4,6.1068,15/9-F-10,0.493442,0.0463876,0.845375,1.71307
16787.5,140.04,0.3347,2.4,4.78,15/9-F-10,0.614727,0.0416424,0.861192,0.842786
16788,142.549,0.330033,2.4002,3.9586,15/9-F-10,0.690209,0.0366568,0.877811,0.486036
16788.5,141.279,0.351406,2.4103,3.8685,15/9-F-10,0.666827,0.0391818,0.869394,0.615072
16789,141.231,0.380171,2.4198,3.8209,15/9-F-10,0.69444,0.0392764,0.869079,0.570561
16789.5,138.55,0.3394,2.43,3.64,15/9-F-10,0.699935,0.0446027,0.851324,0.771842
16790,137.299,0.34058,2.42,3.4593,15/9-F-10,0.685157,0.0470885,0.843038,0.922463
16790.5,135.685,0.346506,2.42,3.41,15/9-F-10,0.670991,0.0502939,0.832354,1.13396
16791,134.142,0.346696,2.42,3.41,15/9-F-10,0.658848,0.0533595,0.822135,1.36364
16791.5,130.629,0.35794,2.42,3.3503,15/9-F-10,0.642621,0.0603404,0.798865,1.94918
16792,128.371,0.349799,2.3999,3.4166,15/9-F-10,0.610665,0.0648266,0.783911,2.58238
16792.5,127.576,0.35017,2.3903,4.0428,15/9-F-10,0.560133,0.0664063,0.778646,3.25974
16793,130.452,0.368077,2.3998,4.5285,15/9-F-10,0.55336,0.0606912,0.797696,2.66711
16793.5,133.595,0.371178,2.4,5.3237,15/9-F-10,0.492243,0.0544466,0.818511,2.56928
16794,133.041,0.377578,2.39,6.0241,15/9-F-10,0.447627,0.0555485,0.814838,3.26655
16794.5,130.642,0.375154,2.39,6.5221,15/9-F-10,0.427204,0.0603145,0.798952,4.40583
16795,131.137,0.385917,2.39,6.1887,15/9-F-10,0.44939,0.0593305,0.802232,3.82112
16795.5,130.26,0.35098,2.3999,6.2987,15/9-F-10,0.447082,0.0610736,0.796421,4.15052
16796,132.089,0.326843,2.4,5.6887,15/9-F-10,0.463817,0.0574383,0.808539,3.3079
16796.5,132.087,0.334676,2.4002,5.4326,15/9-F-10,0.495917,0.0574422,0.808526,2.89403
16797,137.202,0.328771,2.4097,5.0802,15/9-F-10,0.551892,0.0472802,0.842399,1.43626
16797.5,137.36,0.328107,2.4297,4.3399,15/9-F-10,0.598578,0.0431533,0.843443,0.820309
16798,138.17,0.3344,2.45,3.85,15/9-F-10,0.673244,0.03944,0.848808,0.463781
16798.5,136.21,0.329681,2.47,3.5781,15/9-F-10,0.73918,0.0346453,0.835826,0.18209
16799,138.372,0.323204,2.47,3.4733,15/9-F-10,0.806903,0.027853,0.850145,0.0686973
16799.5,136.324,0.328215,2.4602,3.283,15/9-F-10,0.753793,0.0364325,0.836585,0.221624
16800,133.66,0.3255,2.45,3.07,15/9-F-10,0.740747,0.0421948,0.81894,0.36198
16800.5,131.11,0.310703,2.44,3.2405,15/9-F-10,0.742994,0.0413939,0.80205,0.276144
16801,130.57,0.324352,2.44,3.2685,15/9-F-10,0.705844,0.0493893,0.79848,0.653571
16801.5,133.761,0.360928,2.44,3.2209,15/9-F-10,0.667146,0.0541164,0.819612,1.3776
16802,134.01,0.3337,2.43,3.28,15/9-F-10,0.657678,0.0514098,0.821258,1.14611
16802.5,134.817,0.351193,2.4099,3.5324,15/9-F-10,0.653567,0.0520198,0.826601,1.30042
16803,133.017,0.358287,2.4003,3.7108,15/9-F-10,0.619587,0.0555946,0.814685,1.70852
16803.5,130.503,0.364764,2.4098,3.7394,15/9-F-10,0.581915,0.0605904,0.798032,2.40179
16804,127.267,0.355252,2.4199,3.8693,15/9-F-10,0.528348,0.067019,0.776603,3.74884
16804.5,125.662,0.340082,2.44,3.6072,15/9-F-10,0.602546,0.0654633,0.765977,2.36315
16805,125.012,0.33813,2.44,3.347,15/9-F-10,0.63045,0.0655151,0.761669,2.08868
16805.5,126.612,0.327843,2.44,3.2327,15/9-F-10,0.661341,0.0576211,0.772266,1.16657
16806,124.944,0.313018,2.44,3.2697,15/9-F-10,0.688922,0.0526629,0.761217,0.652268
16806.5,126.512,0.330396,2.4401,3.4686,15/9-F-10,0.630013,0.0590715,0.771601,1.42927
16807,126.789,0.329695,2.45,3.2968,15/9-F-10,0.651272,0.0555094,0.773434,1.02739
16807.5,129.694,0.321028,2.45,3.1635,15/9-F-10,0.723861,0.0463387,0.792674,0.440687
16808,129.275,0.302695,2.45,3.0314,15/9-F-10,0.804633,0.0374575,0.789903,0.133318
16808.5,130.828,0.332263,2.46,2.9696,15/9-F-10,0.747536,0.0474837,0.800183,0.496502
16809,132.347,0.288952,2.46,2.899,15/9-F-10,0.936502,0.0227814,0.810245,0.0128737
16809.5,137.443,0.329529,2.46,2.8514,15/9-F-10,0.819343,0.0353427,0.843993,0.179527
16810,139.524,0.323004,2.4501,2.8105,15/9-F-10,0.829459,0.0313556,0.857774,0.122991
16810.5,138.52,0.3437,2.44,2.92,15/9-F-10,0.73976,0.0446622,0.851126,0.693286
16811,135.23,0.30075,2.4302,2.8961,15/9-F-10,0.825504,0.0337453,0.82934,0.120021
16811.5,132.525,0.325229,2.4397,3.2295,15/9-F-10,0.723246,0.0467489,0.811425,0.555177
16812,133.827,0.31803,2.4597,3.5057,15/9-F-10,0.748953,0.0354197,0.82005,0.163075
16812.5,139.19,0.3134,2.47,3.51,15/9-F-10,0.807737,0.0215726,0.855563,0.0233702
16813,146.076,0.351102,2.4497,3.235,15/9-F-10,0.767861,0.0296497,0.901168,0.231063
16813.5,146.936,0.291233,2.43,2.9225,15/9-F-10,0.951318,0.00758946,0.906863,0.000368173
16814,142.374,0.339906,2.43,2.6844,15/9-F-10,0.829048,0.0370057,0.876648,0.344949
16814.5,135.52,0.3422,2.43,2.64,15/9-F-10,0.789879,0.0506225,0.831258,0.831726
16815,129.988,0.260493,2.4607,3.3561,15/9-F-10,1.01679,0.00614899,0.794621,2.66E-05
16815.5,116.127,0.20077,2.5114,4.5657,15/9-F-10,1,0.000224142,0.702828,4.28E-12
16816,103.211,0.199722,2.559,5.1086,15/9-F-10,1,0,0.617293,0
16816.5,99.1802,0.231231,2.5501,5.7367,15/9-F-10,0.706504,0.0240683,0.590597,0.00622266
16817,113.89,0.24999,2.5195,4.5291,15/9-F-10,0.889548,0.0171542,0.68801,0.00147248
16817.5,130.761,0.258752,2.4695,4.4488,15/9-F-10,1,0.0043075,0.79974,5.63E-06
16818,139.171,0.275993,2.4504,4.4011,15/9-F-10,0.837491,0.00575401,0.855439,5.67E-05
16818.5,140.878,0.290288,2.4302,4.4893,15/9-F-10,0.721857,0.0184376,0.86674,0.0169578
16819,137.303,0.265006,2.45,4.3822,15/9-F-10,0.906336,0.00627169,0.843069,6.06E-05
16819.5,128.875,0.254997,2.45,4.654,15/9-F-10,0.896933,0.00828121,0.787254,0.000117538
16820,121.903,0.326815,2.45,4.8255,15/9-F-10,0.513485,0.0619665,0.741079,2.07642
16820.5,124.094,0.326622,2.4104,4.2265,15/9-F-10,0.544021,0.0692929,0.755592,3.43271
16821,136.449,0.354577,2.4,3.7874,15/9-F-10,0.657279,0.0487772,0.837409,1.09468
16821.5,147.502,0.34995,2.4,3.3066,15/9-F-10,0.809881,0.0268176,0.910608,0.161604
16822,151.874,0.338044,2.4,3.1447,15/9-F-10,0.86557,0.0181315,0.939562,0.0531771
16822.5,152.444,0.345396,2.4099,2.9821,15/9-F-10,0.894502,0.0169987,0.943338,0.0423758
16823,150.68,0.3632,2.41,2.85,15/9-F-10,0.872413,0.0205033,0.931656,0.0711801
16823.5,150.657,0.353364,2.41,3.0377,15/9-F-10,0.851483,0.0205488,0.931504,0.0751374
16824,149.409,0.373176,2.41,2.9139,15/9-F-10,0.876848,0.0230279,0.92324,0.0941952
16824.5,150.029,0.334538,2.41,2.8903,15/9-F-10,0.878632,0.0217961,0.927346,0.0817665
16825,151.22,0.3328,2.43,2.91,15/9-F-10,0.916231,0.0194305,0.935232,0.056421
16825.5,152.386,0.313553,2.4503,2.7505,15/9-F-10,1.03108,0.00551054,0.942956,0.000210352
16826,150.774,0.3042,2.4703,2.7836,15/9-F-10,1,0,0.932278,0
16826.5,145.821,0.294675,2.4798,2.8979,15/9-F-10,1,0,0.899477,0
16827,137.9,0.3254,2.47,2.78,15/9-F-10,0.898936,0.0297297,0.84702,0.0712243
16827.5,134.469,0.295808,2.4599,3.1479,15/9-F-10,0.836531,0.0225147,0.8243,0.0178481
16828,133.814,0.289228,2.4503,2.9917,15/9-F-10,0.88117,0.0239359,0.819964,0.0201782
16828.5,138.472,0.297134,2.4598,3.0488,15/9-F-10,0.932815,0.017095,0.850809,0.00576557
16829,138.948,0.296405,2.4699,3.2489,15/9-F-10,0.915215,0.012841,0.85396,0.00172469
16829.5,135.172,0.291819,2.4899,3.3805,15/9-F-10,0.885783,0.0120198,0.828952,0.000996881
16830,128.592,0.27541,2.48,3.4443,15/9-F-10,0.872732,0.0159063,0.785376,0.00230116
16830.5,118.752,0.291031,2.48,3.9872,15/9-F-10,0.695858,0.0405695,0.720215,0.143949
16831,109.275,0.235054,2.4998,4.9523,15/9-F-10,0.819186,0.0209861,0.657448,0.00356841
16831.5,94.8446,0.192364,2.5403,5.6374,15/9-F-10,0.955707,0.0103762,0.561885,6.74E-05
16832,84.0939,0.175729,2.5798,6.5534,15/9-F-10,0.94476,0.0109316,0.490688,6.45E-05
16832.5,77.0645,0.185445,2.5703,6.6962,15/9-F-10,0.754201,0.0303282,0.444136,0.00838301
16833,82.0443,0.194208,2.5403,6.1559,15/9-F-10,0.740622,0.0331501,0.477115,0.0146614
16833.5,97.9274,0.221898,2.4899,5.5039,15/9-F-10,0.757498,0.0358319,0.582301,0.0311691
16834,116.317,0.258834,2.4698,4.3642,15/9-F-10,0.802215,0.0307449,0.704083,0.0278008
16834.5,127.108,0.260453,2.4603,4.5642,15/9-F-10,0.783047,0.0162132,0.775552,0.00284843
16835,132.876,0.288324,2.46,4.1359,15/9-F-10,0.763096,0.0217061,0.81375,0.0161907
16835.5,132.83,0.2901,2.47,3.51,15/9-F-10,0.869282,0.0195083,0.813444,0.00769209
16836,135.361,0.317746,2.4604,3.3138,15/9-F-10,0.813483,0.0325936,0.830204,0.106793
16836.5,133.227,0.282122,2.4794,3.5234,15/9-F-10,0.94977,0.011991,0.816074,0.000741879
16837,134.351,0.301664,2.4603,3.5595,15/9-F-10,0.809414,0.025865,0.823514,0.0352731
16837.5,132.44,0.3077,2.48,3.7,15/9-F-10,0.734494,0.0269227,0.810861,0.0446678
16838,135.467,0.333402,2.47,3.5247,15/9-F-10,0.67411,0.0377456,0.830905,0.30351
16838.5,137.83,0.315088,2.47,3.1931,15/9-F-10,0.783727,0.024628,0.846555,0.0399203
16839,141.316,0.314707,2.47,2.974,15/9-F-10,0.919863,0.0187993,0.869642,0.0119101
16839.5,141.45,0.3308,2.48,2.8,15/9-F-10,0.942809,0.0239242,0.87053,0.0340082
16840,141.14,0.314363,2.4701,2.9337,15/9-F-10,0.849129,0.0188835,0.868474,0.0140087
16840.5,138.836,0.290093,2.48,2.4678,15/9-F-10,1.11804,0.00693148,0.853221,8.92E-05
16841,136.979,0.314096,2.48,2.3916,15/9-F-10,1.04328,0.0228049,0.840921,0.01614
16841.5,135.408,0.294508,2.48,2.39,15/9-F-10,1.13824,0.0153586,0.830518,0.00240068
16842,134.649,0.315022,2.4699,2.4339,15/9-F-10,0.910752,0.0297711,0.825493,0.0536597
16842.5,131.838,0.317055,2.46,2.8068,15/9-F-10,0.796197,0.0380687,0.806873,0.173311
16843,132.895,0.315341,2.46,3.0639,15/9-F-10,0.765892,0.0354733,0.813874,0.146761
16843.5,131.243,0.279588,2.46,3.4172,15/9-F-10,0.830322,0.0202598,0.802937,0.00895687
16844,134.589,0.342684,2.4601,3.4378,15/9-F-10,0.619212,0.0466844,0.825093,0.874945
16844.5,133.272,0.290911,2.4698,3.1624,15/9-F-10,0.903241,0.0192808,0.816374,0.00697567
16845,134.644,0.28291,2.4603,2.8385,15/9-F-10,1.09071,0.0163013,0.825457,0.00295934
16845.5,132.385,0.304465,2.4501,3.2851,15/9-F-10,0.823819,0.0332749,0.810495,0.0917531
