DEPTH,GR,NPHI,RHOB,ILD,WELL,PERM,SW,PHIE,VSH,HC,FORMATION,Facies
METERS,GAPI,V/V,G/C3,OHMM,,MD,V/V,V/V,V/V,,,
759.8664,127.321,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
760.0188,126.636,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
760.1712,125.952,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
760.3236,125.267,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
760.476,124.583,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
760.6284,123.898,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
760.7808,123.214,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
760.9332,121.845,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
761.0856,120.476,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
761.238,119.107,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
761.3904,117.738,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.99757,0,Utsira Fm,
761.5428,120.476,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
761.6952,123.214,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
761.8476,125.952,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
762,128.69,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
762.1524,126.864,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
762.3048,125.039,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
762.4572,123.214,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
762.6096,123.214,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
762.762,123.214,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
762.9144,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
763.0668,108.154,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.908835,0,Utsira Fm,
763.2192,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
763.3716,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
763.524,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
763.6764,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
763.8288,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
763.9812,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
764.1336,108.154,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.908835,0,Utsira Fm,
764.286,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
764.4384,99.94,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.832778,0,Utsira Fm,
764.5908,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
764.7432,97.6583,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.811651,0,Utsira Fm,
764.8956,99.4836,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.828552,0,Utsira Fm,
765.048,101.309,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.845454,0,Utsira Fm,
765.2004,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
765.3528,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
765.5052,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
765.6576,101.309,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.845454,0,Utsira Fm,
765.81,99.4836,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.828552,0,Utsira Fm,
765.9624,97.6583,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.811651,0,Utsira Fm,
766.1148,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
766.2672,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
766.4196,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
766.572,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
766.7244,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
766.8768,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
767.0292,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
767.1816,93.0948,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.769396,0,Utsira Fm,
767.334,90.3567,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.744043,0,Utsira Fm,
767.4864,91.7258,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.75672,0,Utsira Fm,
767.6388,93.0948,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.769396,0,Utsira Fm,
767.7912,92.1821,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.760945,0,Utsira Fm,
767.9436,91.2694,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.752494,0,Utsira Fm,
768.096,90.3567,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.744043,0,Utsira Fm,
768.2484,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
768.4008,93.0948,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.769396,0,Utsira Fm,
768.5532,90.3567,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.744043,0,Utsira Fm,
768.7056,87.6186,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.718691,0,Utsira Fm,
768.858,87.6186,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.718691,0,Utsira Fm,
769.0104,87.6186,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.718691,0,Utsira Fm,
769.1628,87.6186,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.718691,0,Utsira Fm,
769.3152,84.8805,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.693338,0,Utsira Fm,
769.4676,82.1424,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.667985,0,Utsira Fm,
769.62,83.5115,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.680662,0,Utsira Fm,
769.7724,84.8805,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.693338,0,Utsira Fm,
769.9248,86.7059,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.71024,0,Utsira Fm,
770.0772,88.5313,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.727142,0,Utsira Fm,
770.2296,90.3567,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.744043,0,Utsira Fm,
770.382,90.3567,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.744043,0,Utsira Fm,
770.5344,90.3567,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.744043,0,Utsira Fm,
770.6868,93.0948,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.769396,0,Utsira Fm,
770.8392,95.8328,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794748,0,Utsira Fm,
770.9916,98.5709,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.820101,0,Utsira Fm,
771.144,99.4836,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.828552,0,Utsira Fm,
771.2964,100.396,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.837003,0,Utsira Fm,
771.4488,101.309,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.845454,0,Utsira Fm,
771.6012,102.222,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.853905,0,Utsira Fm,
771.7536,103.134,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.862356,0,Utsira Fm,
771.906,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
772.0584,104.96,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.879257,0,Utsira Fm,
772.2108,105.872,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.887708,0,Utsira Fm,
772.3632,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
772.5156,108.154,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.908835,0,Utsira Fm,
772.668,109.523,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.921512,0,Utsira Fm,
772.8204,110.892,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.934188,0,Utsira Fm,
772.9728,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
773.1252,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
773.2776,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
773.43,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
773.5824,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
773.7348,109.523,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.921511,0,Utsira Fm,
773.8872,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
774.0396,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896158,0,Utsira Fm,
774.192,101.309,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.845454,0,Utsira Fm,
774.3444,102.678,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.85813,0,Utsira Fm,
774.4968,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
774.6492,105.416,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.883483,0,Utsira Fm,
774.8016,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
774.954,108.611,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.913061,0,Utsira Fm,
775.1064,110.436,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.929962,0,Utsira Fm,
775.2588,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
775.4112,109.523,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.921511,0,Utsira Fm,
775.5636,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
775.716,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
775.8684,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
776.0208,109.523,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.921511,0,Utsira Fm,
776.1732,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
776.3256,114.999,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.972217,0,Utsira Fm,
776.478,114.452,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.967146,0,Utsira Fm,
776.6304,113.904,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.962076,0,Utsira Fm,
776.7828,113.356,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.957005,0,Utsira Fm,
776.9352,112.809,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.951934,0,Utsira Fm,
777.0876,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
777.24,110.892,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.934188,0,Utsira Fm,
777.3924,109.523,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.921512,0,Utsira Fm,
777.5448,108.154,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.908835,0,Utsira Fm,
777.6972,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
777.8496,106.101,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.889821,0,Utsira Fm,
778.002,105.416,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.883483,0,Utsira Fm,
778.1544,104.732,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.877144,0,Utsira Fm,
778.3068,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
778.4592,105.69,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.886018,0,Utsira Fm,
778.6116,107.333,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.90123,0,Utsira Fm,
778.764,108.976,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.916441,0,Utsira Fm,
778.9164,110.618,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.931653,0,Utsira Fm,
779.0688,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
779.2212,108.839,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.915173,0,Utsira Fm,
779.3736,105.416,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.883482,0,Utsira Fm,
779.526,101.993,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.851792,0,Utsira Fm,
779.6784,98.5709,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.820101,0,Utsira Fm,
779.8308,99.6661,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.830242,0,Utsira Fm,
779.9832,100.761,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.840383,0,Utsira Fm,
780.1356,101.857,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.850524,0,Utsira Fm,
780.288,102.952,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.860666,0,Utsira Fm,
780.4404,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
780.5928,102.678,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.85813,0,Utsira Fm,
780.7452,101.309,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.845454,0,Utsira Fm,
780.8976,99.9399,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.832777,0,Utsira Fm,
781.05,98.5709,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.820101,0,Utsira Fm,
781.2024,97.2019,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.807425,0,Utsira Fm,
781.3548,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
781.5072,94.4638,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.782072,0,Utsira Fm,
781.6596,93.0948,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.769396,0,Utsira Fm,
781.812,95.2853,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.789679,0,Utsira Fm,
781.9644,97.4757,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.80996,0,Utsira Fm,
782.1168,99.6662,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.830243,0,Utsira Fm,
782.2692,101.857,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.850524,0,Utsira Fm,
782.4216,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
782.574,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
782.7264,109.523,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.921511,0,Utsira Fm,
782.8788,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
783.0312,114.999,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.972217,0,Utsira Fm,
783.1836,115.547,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.977287,0,Utsira Fm,
783.336,116.095,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.982357,0,Utsira Fm,
783.4884,116.642,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.987429,0,Utsira Fm,
783.6408,117.19,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.992499,0,Utsira Fm,
783.7932,117.738,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.99757,0,Utsira Fm,
783.9456,121.845,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
784.098,125.952,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
784.2504,130.059,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
784.4028,134.166,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
784.5552,130.88,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
784.7076,127.595,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
784.86,124.309,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
785.0124,121.023,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
785.1648,117.738,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.99757,0,Utsira Fm,
785.3172,116.642,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.987429,0,Utsira Fm,
785.4696,115.547,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.977287,0,Utsira Fm,
785.622,114.452,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.967146,0,Utsira Fm,
785.7744,113.356,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.957005,0,Utsira Fm,
785.9268,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
786.0792,114.315,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.965879,0,Utsira Fm,
786.2316,116.368,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.984894,0,Utsira Fm,
786.384,118.422,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
786.5364,120.476,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
786.6888,121.023,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
786.8412,121.571,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
786.9936,122.118,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
787.146,122.666,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
787.2984,123.214,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
787.4508,123.898,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
787.6032,124.583,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
787.7556,125.267,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
787.908,125.952,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
788.0604,124.857,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
788.2128,123.761,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
788.3652,122.666,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
788.5176,121.571,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
788.67,120.476,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
788.8224,118.422,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
788.9748,116.368,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.984894,0,Utsira Fm,
789.1272,114.315,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.965879,0,Utsira Fm,
789.2796,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
789.432,110.892,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.934188,0,Utsira Fm,
789.5844,109.523,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.921512,0,Utsira Fm,
789.7368,108.154,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.908835,0,Utsira Fm,
789.8892,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
790.0416,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
790.194,101.309,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.845455,0,Utsira Fm,
790.3464,98.571,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.820102,0,Utsira Fm,
790.4988,95.8329,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.794749,0,Utsira Fm,
790.6512,97.8865,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.813764,0,Utsira Fm,
790.8036,99.94,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.832778,0,Utsira Fm,
790.956,101.993,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.851792,0,Utsira Fm,
791.1084,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
791.2608,104.732,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.877144,0,Utsira Fm,
791.4132,105.416,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.883483,0,Utsira Fm,
791.5656,106.101,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.889821,0,Utsira Fm,
791.718,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
791.8704,106.101,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.889821,0,Utsira Fm,
792.0228,105.416,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.883483,0,Utsira Fm,
792.1752,104.732,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.877144,0,Utsira Fm,
792.3276,104.047,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.870806,0,Utsira Fm,
792.48,104.732,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.877144,0,Utsira Fm,
792.6324,105.416,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.883483,0,Utsira Fm,
792.7848,106.101,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.889821,0,Utsira Fm,
792.9372,106.785,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.896159,0,Utsira Fm,
793.0896,105.142,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.880947,0,Utsira Fm,
793.242,103.499,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.865736,0,Utsira Fm,
793.3944,101.857,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.850524,0,Utsira Fm,
793.5468,100.214,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.835313,0,Utsira Fm,
793.6992,98.5709,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.820101,0,Utsira Fm,
793.8516,101.993,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.851792,0,Utsira Fm,
794.004,105.416,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.883482,0,Utsira Fm,
794.1564,108.839,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.915173,0,Utsira Fm,
794.3088,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
794.4612,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
794.6136,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
794.766,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
794.9184,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
795.0708,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946864,0,Utsira Fm,
795.2232,115.684,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.978555,0,Utsira Fm,
795.3756,119.107,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
795.528,122.529,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
795.6804,125.952,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
795.8328,128.005,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
795.9852,130.059,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
796.1376,132.112,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
796.29,134.166,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
796.4424,132.523,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
796.5948,130.88,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
796.7472,129.238,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
796.8996,127.595,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
797.052,125.952,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
797.2044,121.845,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,1,0,Utsira Fm,
797.3568,117.738,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.99757,0,Utsira Fm,
797.5092,113.63,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.959541,0,Utsira Fm,
797.6616,109.523,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.921512,0,Utsira Fm,
797.814,110.436,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.929963,0,Utsira Fm,
797.9664,111.349,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.938414,0,Utsira Fm,
798.1188,112.261,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.946865,0,Utsira Fm,
798.2712,113.174,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.955315,0,Utsira Fm,
798.4236,114.087,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.963766,0,Utsira Fm,
798.576,114.999,-999.25,-999.25,-999.25,15/9-F-4,,,-999.25,0.972217,0,Utsira Fm,
